transaction_id,is_fraud,anomaly_score,is_first_tx_trimestre,lgbm_score,ensemble_boost,ensemble_weighted,pred_or_if0.70,pred_or_if0.80,pred_or_if0.85,pred_or_if0.90,pred_or_if0.95
E0000020820260221195504453453525,0,0.7598766046372774,0,7.5e-07,0.08000075,0.18996971365931933,1,0,0,0,0
E0000020820260221195506353566525,0,0.6007562941586228,1,9.49e-06,9.49e-06,0.15019619103965567,0,0,0,0,0
E0000020820260221195521404657525,0,0.404517862473878,0,5.15e-06,5.15e-06,0.10113332811846949,0,0,0,0,0
E0000020820260221195605552339542,0,0.19026768832719673,1,7.52e-06,7.52e-06,0.047572562081799184,0,0,0,0,0
E0000020820260221195629087100542,0,0.22091750422927656,1,8e-07,8e-07,0.05522997605731914,0,0,0,0,0
E0000020820260221195602693153542,0,0.4581550403025177,0,9.6e-07,9.6e-07,0.11453948007562942,0,0,0,0,0
E0000020820260221195804263929525,0,0.3767539058612797,1,1.05e-06,1.05e-06,0.09418926396531993,0,0,0,0,0
E0000020820260221195903670808525,0,0.8773012240023883,1,0.00016677,0.15016677,0.21945038350059706,1,1,1,0,0
E0000020820260221195922951659542,0,0.1933525723952632,1,1.27e-06,1.27e-06,0.0483390955988158,0,0,0,0,0
E0000020820260221195844538707525,0,0.8182903771519554,1,1.047e-05,0.08001047,0.20458044678798884,1,1,0,0,0
E0000020820260221195956279773525,0,0.36819584038212755,0,1.9e-06,1.9e-06,0.09205038509553189,0,0,0,0,0
E0000020820260221200012983412525,0,0.918996915115932,0,1.49e-06,0.15000149,0.229750346278983,1,1,1,1,0
E0000020820260221200253970141525,0,0.7481341427007663,1,0.0005951,0.0805951,0.18747986067519157,1,0,0,0,0
E0000020820260221200241269671542,0,0.29973131654891033,0,6.97e-06,6.97e-06,0.07493805663722758,0,0,0,0,0
E0000020820260221200331954955542,0,0.26689222808239627,0,5.17e-06,5.17e-06,0.06672693452059907,0,0,0,0,0
E0000020820260221200453412212542,0,0.06279231764354662,1,4.32e-06,4.32e-06,0.015701319410886656,0,0,0,0,0
E0000020820260221200531727471525,0,0.38740173151557367,0,1.64e-06,1.64e-06,0.09685166287889342,0,0,0,0,0
E0000020820260221200600884184542,0,0.05721962384316848,1,9.8e-07,9.8e-07,0.01430564096079212,0,0,0,0,0
E0000020820260221200823741814525,0,0.5235346800676685,1,7.64e-06,7.64e-06,0.13088940001691712,0,0,0,0,0
E0000020820260221200850442518525,0,0.5382625136829535,0,8.6e-07,8.6e-07,0.13456627342073837,0,0,0,0,0
E0000020820260221200859038570542,0,0.10448800875709026,1,6.9e-06,6.9e-06,0.026127177189272564,0,0,0,0,0
E0000020820260221200900802352525,0,0.7036521046870335,1,1.29e-06,0.08000129,0.1759139936717584,1,0,0,0,0
E0000020820260221201139205439525,0,0.7785849338242611,1,1.5e-06,0.0800015,0.19464735845606526,1,0,0,0,0
E0000020820260221201145113754525,0,0.2949547218628719,1,9.7e-07,9.7e-07,0.07373940796571798,0,0,0,0,0
E0000020820260221201350844655525,0,0.8958105284107871,0,2.79e-06,0.15000279,0.22395472460269678,1,1,1,0,0
E0000020820260221201421602233542,0,0.14628321225992635,1,1.79e-06,1.79e-06,0.03657214556498159,0,0,0,0,0
E0000020820260221201432100824525,0,0.5133844163598368,0,1.535e-05,1.535e-05,0.1283576165899592,0,0,0,0,0
E0000020820260221201525571832542,0,0.9211861876803662,0,1.55e-06,0.15000154999999998,0.23029770942009156,1,1,1,1,0
E0000020820260221201515305125542,0,0.18688426709125286,1,1.26e-06,1.26e-06,0.04672201177281322,0,0,0,0,0
E0000020820260221201540513195525,0,0.7957010647825654,1,8.87e-06,0.08000887,0.19893191869564136,1,0,0,0,0
E0000020820260221201549859238542,0,0.4192456960891631,0,1.24e-06,1.24e-06,0.10481235402229078,0,0,0,0,0
E0000020820260221201639287678542,0,0.3383421235943875,0,1.489e-05,1.489e-05,0.08459669839859688,0,0,0,0,0
E0000020820260221201754950585542,0,0.018210767240521446,1,3.87e-06,3.87e-06,0.004555594310130361,0,0,0,0,0
E0000020820260221201753341477525,0,0.4261120509503433,1,3.43e-06,3.43e-06,0.10653058523758584,0,0,0,0,0
E0000020820260221201918676607542,0,0.07572892825156732,0,7.79e-06,7.79e-06,0.01893807456289183,0,0,0,0,0
E0000020820260221201840651408525,0,0.9431784257140013,0,1.607e-05,0.15001607,0.23580665892850033,1,1,1,1,0
E0000020820260221202130963591525,0,0.3564533784456165,0,9.582e-05,9.582e-05,0.08918520961140412,0,0,0,0,0
E0000020820260221202211307818525,0,0.9810926460344312,1,2.517e-05,0.15002516999999999,0.2452920390086078,1,1,1,1,1
E0000020820260221202404022316525,0,0.5220419942282815,1,4.799e-05,4.799e-05,0.13054649105707036,0,0,0,0,0
E0000020820260221202516720544525,0,0.2264901980296547,1,6.3e-07,6.3e-07,0.056623022007413676,0,0,0,0,0
E0000020820260221202531762222525,0,0.7105184595482138,1,1.8e-06,0.0800018,0.17763096488705346,1,0,0,0,0
E0000020820260221202656770552525,0,0.6444422330580157,0,7.13e-06,7.13e-06,0.16111590576450394,0,0,0,0,0
E0000020820260221202759384793525,0,0.4261120509503433,0,6.2e-06,6.2e-06,0.10653266273758583,0,0,0,0,0
E0000020820260221202830421306542,0,0.045278137128072445,0,4.6e-07,4.6e-07,0.011319879282018112,0,0,0,0,0
E0000020820260221202914972286525,0,0.8760075629415862,0,1.489e-05,0.15001488999999998,0.21901305823539655,1,1,1,0,0
E0000020820260221203008722961525,0,0.49756194646233454,1,4.646e-05,4.646e-05,0.12442533161558364,0,0,0,0,0
E0000020820260221202858303300525,0,0.9446711115533883,1,0.02610134,0.17610134,0.2557437828883471,1,1,1,1,0
E0000020820260221203133359102525,0,0.3301821076724052,0,1.01e-06,1.01e-06,0.0825462844181013,0,0,0,0,0
E0000020820260221203144112340525,0,0.5726938003781471,1,4.4e-06,4.4e-06,0.1431767500945368,0,0,0,0,0
E0000020820260221203259566600542,0,0.9000895611503632,0,2.99e-06,0.15000299,0.2250246327875908,1,1,1,1,0
E0000020820260221203348892395525,0,0.894914916907155,1,8.5e-07,0.15000085,0.22372936672678875,1,1,1,0,0
E0000020820260221203334559114525,0,0.897900288585929,0,1.37e-06,0.15000137,0.22447609964648224,1,1,1,0,0
E0000020820260221203331438161525,0,0.6728032640063688,1,2.09e-06,2.09e-06,0.1682023835015922,0,0,0,0,0
E0000020820260221203321686145525,0,0.7841576276246393,1,7.32e-06,0.08000732,0.1960448969061598,1,0,0,0,0
E0000020820260221203344787982525,0,0.6345905065180615,1,4.89e-06,4.89e-06,0.15865129412951537,0,0,0,0,0
E0000020820260221203419228192542,0,0.20320429893521744,0,3.05e-06,3.05e-06,0.05080336223380436,0,0,0,0,0
E0000020820260221203504295600525,0,0.3784456164792517,1,2.23e-06,2.23e-06,0.09461307661981291,0,0,0,0,0
E0000020820260221203721723322525,0,0.8073440143297841,1,6.72e-06,0.08000672,0.20184104358244603,1,1,0,0,0
E0000020820260221203831017733525,0,0.9320330381132451,1,5.08e-06,0.15000507999999999,0.23301206952831127,1,1,1,1,0
E0000020820260221203932414347525,0,0.34172554483033135,0,8.4e-07,8.4e-07,0.08543201620758284,0,0,0,0,0
E0000020820260221204031438791542,0,0.037217633595382625,0,2.68e-06,2.68e-06,0.009306418398845656,0,0,0,0,0
E0000020820260221204055537745525,0,0.11394168573987462,1,2.6e-06,2.6e-06,0.028487371434968656,0,0,0,0,0
E0000020820260221204103970604525,0,0.861677778883471,1,7.8e-07,0.15000078,0.21542002972086774,1,1,1,0,0
E0000020820260221204153060460525,0,0.39297442531595184,1,4.1e-07,4.1e-07,0.09824391382898796,0,0,0,0,0
E0000020820260221204139435944525,0,0.49606926062294754,0,2.139e-05,2.139e-05,0.12403335765573688,0,0,0,0,0
E0000020820260221204313419426525,0,0.07871429993034133,0,4.56e-06,4.56e-06,0.019681994982585334,0,0,0,0,0
E0000020820260221204324234446525,0,0.9889541247885362,0,5.107e-05,0.15005106999999998,0.24727683369713405,1,1,1,1,1
E0000020820260221204327393167525,0,0.7741068763061001,1,1.242e-05,0.08001242,0.19353603407652503,1,0,0,0,0
E0000020820260221204431902908542,0,0.22032042989352174,1,4.53e-06,4.53e-06,0.05508350497338044,0,0,0,0,0
E0000020820260221204439626852542,0,0.9718379938302318,0,4.712e-05,0.15004712,0.24299483845755795,1,1,1,1,1
E0000020820260221204351462804542,0,0.7546024480047766,0,1.544e-05,0.08001544000000001,0.18866219200119416,1,0,0,0,0
E0000020820260221204521927322542,0,0.01771320529405911,0,7.62e-06,7.62e-06,0.004434016323514777,0,0,0,0,0
E0000020820260221204528706954525,0,0.9711414071051846,1,2.775e-05,0.15002775,0.24280616427629614,1,1,1,1,1
E0000020820260221204551328121525,0,0.6007562941586228,1,5.6e-06,5.6e-06,0.1501932735396557,0,0,0,0,0
E0000020820260221204624388323525,0,0.8981988257538064,0,4.34e-06,0.15000433999999999,0.2245529614384516,1,1,1,0,0
E0000020820260221204911845921525,0,0.9442730619962185,1,6.69e-06,0.15000669,0.23607328299905464,1,1,1,1,0
E0000020820260221205035688773525,0,0.9715394566623544,0,2.42e-06,0.15000242,0.2428866791655886,1,1,1,1,1
E0000020820260221205011949101525,0,0.7872425116927058,0,4.05e-06,0.08000405000000001,0.19681366542317644,1,0,0,0,0
E0000020820260221205341234851525,0,0.6778783958602846,1,1.17e-05,1.17e-05,0.16947837396507115,0,0,0,0,0
E0000020820260221205643299611525,0,0.3257040501542442,1,1.152e-05,1.152e-05,0.08143465253856105,0,0,0,0,0
E0000020820260221205621373111525,0,0.850830928450592,0,5.5e-07,0.15000054999999998,0.212708144612648,1,1,1,0,0
E0000020820260221205705113978542,0,0.30192058911334463,1,1.76e-06,1.76e-06,0.07548146727833616,0,0,0,0,0
E0000020820260221205732959292525,0,0.1949447706239427,1,1.14e-06,1.14e-06,0.048737047655985674,0,0,0,0,0
E0000020820260221205801426521525,0,0.8243606328987959,1,1.11e-06,0.08000111,0.20609099072469897,1,1,0,0,0
E0000020820260221205828236894525,0,0.25604537764951735,1,1.27e-06,1.27e-06,0.06401229691237934,0,0,0,0,0
E0000020820260221205817366559542,0,0.8068464523833218,0,1.23e-06,0.08000123,0.20171253559583044,1,1,0,0,0
E0000020820260221205936790265525,0,0.7135038312269878,1,4.674e-05,0.08004674,0.17841101280674695,1,0,0,0,0
E0000020820260221205905688780542,0,0.034033237138023684,1,3.3e-06,3.3e-06,0.008510784284505921,0,0,0,0,0
E0000020820260221210150530383525,0,0.5167678375957807,1,5.5e-07,5.5e-07,0.12919237189894517,0,0,0,0,0
E0000020820260221210202573767525,0,0.47676385710020897,1,3.38e-06,3.38e-06,0.11919349927505224,0,0,0,0,0
E0000020820260221210318449468525,0,0.9723355557766942,1,6.91e-06,0.15000691,0.24308907144417355,1,1,1,1,1
E0000020820260221210308593158525,0,0.90964275052244,1,8.08e-06,0.15000808,0.22741674763061,1,1,1,1,0
E0000020820260221210417640251542,0,0.8558065479152155,0,6.7e-07,0.15000067,0.21395213947880387,1,1,1,0,0
E0000020820260221210426207852525,0,0.658772017116131,0,6.24e-06,6.24e-06,0.16469768427903275,0,0,0,0,0
E0000020820260221210614314859542,0,0.6503134640262713,0,9.6e-06,9.6e-06,0.16258556600656784,0,0,0,0,0
E0000020820260221210640308252525,0,0.40073639168076425,1,2.27e-06,2.27e-06,0.10018580042019107,0,0,0,0,0
E0000020820260221210733505208525,0,0.7151955418449597,1,1.15e-06,0.08000115000000001,0.17879974796123993,1,0,0,0,0
E0000020820260221210856668872525,0,0.7791820081600159,0,3.83e-06,0.08000383,0.19479837454000398,1,0,0,0,0
E0000020820260221210934577362542,0,0.034033237138023684,1,9.7e-07,9.7e-07,0.008509036784505921,0,0,0,0,0
E0000020820260221211054357229525,0,0.8849636779779082,0,4.62e-06,0.15000462,0.22124438449447706,1,1,1,0,0
E0000020820260221211023061490525,0,0.026967857498258533,1,5.1e-07,5.1e-07,0.006742346874564633,0,0,0,0,0
E0000020820260221211026762752525,0,0.5154741765349786,1,1.76e-05,1.76e-05,0.12888174413374465,0,0,0,0,0
E0000020820260221211153735475542,0,0.1073738680465718,0,6.6e-07,6.6e-07,0.02684396201164295,0,0,0,0,0
E0000020820260221211213954664525,0,0.18578963080903574,1,1.39e-06,1.39e-06,0.046448450202258934,0,0,0,0,0
E0000020820260221211223757329525,0,0.1912628122201214,1,1.48e-06,1.48e-06,0.04781681305503035,0,0,0,0,0
E0000020820260221211427374535525,0,0.4772614190466713,1,1.811e-05,1.811e-05,0.11932893726166782,0,0,0,0,0
E0000020820260221211459384583525,0,0.6459349188974027,0,1.53e-06,1.53e-06,0.16148487722435068,0,0,0,0,0
E0000020820260221211515193746525,0,0.33247089262613194,1,9.8e-06,9.8e-06,0.08312507315653299,0,0,0,0,0
E0000020820260221211440489316525,0,0.596974823365509,0,6.3e-07,6.3e-07,0.14924417834137724,0,0,0,0,0
E0000020820260221211700640227525,0,0.8863568514280028,0,1.178e-05,0.15001177999999998,0.2215980478570007,1,1,1,0,0
E0000020820260221211649997745525,0,0.15175639367101204,0,1.27e-06,1.27e-06,0.03794005091775301,0,0,0,0,0
E0000020820260221211746990407525,0,0.5317942083789432,1,1.092e-05,1.092e-05,0.1329567420947358,0,0,0,0,0
E0000020820260221211832049216542,0,0.7402726639466614,1,4.78e-06,0.08000478,0.18507175098666534,1,0,0,0,0
E0000020820260221211859763771525,0,0.3915812518658573,1,4e-07,4e-07,0.09789561296646432,0,0,0,0,0
E0000020820260221211929779936542,0,0.07523136630510499,1,4.18e-06,4.18e-06,0.01881097657627625,0,0,0,0,0
E0000020820260221212158686264525,0,0.8984973629216837,0,1.04e-06,0.15000104,0.22462512073042093,1,1,1,0,0
E0000020820260221212249792727525,0,0.15633396357846552,1,5.1e-07,5.1e-07,0.03908387339461638,0,0,0,0,0
E0000020820260221212338387672525,0,0.4785550801074734,0,8.5e-07,8.5e-07,0.11963940752686834,0,0,0,0,0
E0000020820260221212429769975525,0,0.5663250074634292,0,3.15e-06,3.15e-06,0.14158361436585729,0,0,0,0,0
E0000020820260221212400995955525,0,0.9570106478256543,0,1e-06,0.150001,0.23925341195641356,1,1,1,1,1
E0000020820260221212524425548525,0,0.4252164394467111,1,9.05e-06,9.05e-06,0.10631089736167777,0,0,0,0,0
E0000020820260221212539159727525,0,0.7863469001890735,0,3.57e-06,0.08000357,0.19658940254726837,1,0,0,0,0
E0000020820260221212600737502525,0,0.3308786943974525,1,1.86e-06,1.86e-06,0.08272106859936312,0,0,0,0,0
E0000020820260221212626745995525,0,0.45089063588416756,1,3.01e-06,3.01e-06,0.1127249164710419,0,0,0,0,0
E0000020820260221212826292580542,0,0.04428301323514778,0,2.58e-06,2.58e-06,0.011072688308786945,0,0,0,0,0
E0000020820260221212759296715525,0,0.5940889640760275,1,6.4e-07,6.4e-07,0.14852272101900688,0,0,0,0,0
E0000020820260221212854244567525,0,0.9562145487113145,0,7.3e-07,0.15000073,0.23905418467782863,1,1,1,1,1
E0000020820260221212839610136525,0,0.19315354761667827,1,1.04e-06,1.04e-06,0.04828916690416957,0,0,0,0,0
E0000020820260221212634300177525,1,0.9745248283411285,1,0.71742112,0.71742112,0.71742112,1,1,1,1,1
E0000020820260221213154913698525,0,0.8202806249378047,1,4e-07,0.0800004,0.2050704562344512,1,1,0,0,0
E0000020820260221213213943114525,0,0.10369190964275052,1,1.36e-06,1.36e-06,0.02592399741068763,0,0,0,0,0
E0000020820260221213230735995542,0,0.11424022290775201,0,1.31e-06,1.31e-06,0.028561038226938004,0,0,0,0,0
E0000020820260221213256569117542,0,0.18777987859488507,1,5.05e-06,5.05e-06,0.046948757148721265,0,0,0,0,0
E0000020820260221213350112286542,0,0.6523037118121207,1,6.86e-06,6.86e-06,0.16308107295303018,0,0,0,0,0
E0000020820260221213429871213542,0,0.2646034431286695,1,1.51e-06,1.51e-06,0.06615199328216738,0,0,0,0,0
E0000020820260221213428469260542,0,0.162404219325306,1,6.08e-06,6.08e-06,0.0406056148313265,0,0,0,0,0
E0000020820260221213458776627525,0,0.8806846452383321,0,1.34e-06,0.15000133999999998,0.22017216630958303,1,1,1,0,0
E0000020820260221213530823789525,0,0.7558961090655787,1,5.2e-07,0.08000052,0.18897441726639466,1,0,0,0,0
E0000020820260221213643817642542,0,0.1819086476266295,0,3.27e-06,3.27e-06,0.045479614406657376,0,0,0,0,0
E0000020820260221213654138689525,0,0.43536670315454273,1,3.74e-06,3.74e-06,0.10884448078863568,0,0,0,0,0
E0000020820260221213709558281542,0,0.4884068066474276,1,9.81e-06,9.81e-06,0.1221090591618569,0,0,0,0,0
E0000020820260221213804138826525,0,0.5363717782863967,1,0.00014724,0.00014724,0.13420337457159917,0,0,0,0,0
E0000020820260221213825302647542,0,0.8335157727137028,0,1.17e-06,0.08000117,0.2083798206784257,1,1,0,0,0
E0000020820260221213842014657525,0,0.9506418549109364,1,5.36e-06,0.15000536,0.2376644837277341,1,1,1,1,1
E0000020820260221213837546686525,0,0.14807443526719077,1,9.41e-06,9.41e-06,0.03702566631679769,0,0,0,0,0
E0000020820260221213942806932525,0,0.6054333764553687,1,1.17e-06,1.17e-06,0.15135922161384216,0,0,0,0,0
E0000020820260221214031314707542,0,0.7798785948850632,0,2.46e-06,0.08000246,0.1949714937212658,1,0,0,0,0
E0000020820260221214049896772525,0,0.29007861478754104,1,9.9e-07,9.9e-07,0.07252039619688526,0,0,0,0,0
E0000020820260221214140047559542,0,0.059508408796895215,1,5.73e-06,5.73e-06,0.014881399699223804,0,0,0,0,0
E0000020820260221214203575227525,0,0.6377749029754204,1,2.01e-06,2.01e-06,0.1594452332438551,0,0,0,0,0
E0000020820260221214230718220525,0,0.8067469399940292,0,7.1e-07,0.08000071,0.20168726749850732,1,1,0,0,0
E0000020820260221214333709654525,0,0.3308786943974525,1,5.6e-07,5.6e-07,0.08272009359936312,0,0,0,0,0
E0000020820260221214228360838525,1,0.9994029256642452,0,0.99926083,0.99926083,0.99926083,1,1,1,1,1
E0000020820260221214424016649525,0,0.8848641655886158,0,7.31e-05,0.1500731,0.22127086639715396,1,1,1,0,0
E0000020820260221214304110586525,0,0.7073340630908548,0,3.462e-05,0.08003462,0.17685948077271368,1,0,0,0,0
E0000020820260221214603800181525,0,0.3817295253259031,1,2.55e-06,2.55e-06,0.09543429383147578,0,0,0,0,0
E0000020820260221214812685612525,0,0.8783958602846055,0,3.06e-06,0.15000306,0.21960126007115138,1,1,1,0,0
E0000020820260221214826532408525,0,0.5163697880386108,0,4.58e-06,4.58e-06,0.1290958820096527,0,0,0,0,0
E0000020820260221214859542524542,0,0.4507911234948751,0,2.2e-06,2.2e-06,0.11269943087371878,0,0,0,0,0
E0000020820260221215040659917542,0,0.843566524032242,0,1.57e-06,0.08000157000000001,0.2108928085080605,1,1,0,0,0
E0000020820260221215150083823542,0,0.49726340929445717,0,8.32e-06,8.32e-06,0.1243220923236143,0,0,0,0,0
E0000020820260221215111628943525,0,0.8426709125286098,1,2.98e-06,0.08000298,0.21066996313215244,1,1,0,0,0
E0000020820260221215301922163525,0,0.8560055726938004,0,1.06e-06,0.15000106,0.2140021881734501,1,1,1,0,0
E0000020820260221215319472844542,0,0.7133048064484028,0,2.43e-06,0.08000243,0.1783280241121007,1,0,0,0,0
E0000020820260221215312503201542,0,0.045178624738779975,1,1.19e-06,1.19e-06,0.011295548684694994,0,0,0,0,0
E0000020820260221215418142670542,0,0.213553587421634,0,1.57e-06,1.57e-06,0.053389574355408496,0,0,0,0,0
E0000020820260221215353417519525,0,0.9708428699373072,1,0.00477626,0.15477626,0.2462929124843268,1,1,1,1,1
E0000020820260221214924362860525,0,0.8425714001393173,0,3.39e-06,0.08000339000000001,0.21064539253482933,1,1,0,0,0
E0000020820260221215808974996525,0,0.7436560851826053,1,1.3e-06,0.0800013,0.1859149962956513,1,0,0,0,0
E0000020820260221215812054463525,0,0.17285302020101503,1,4e-07,4e-07,0.04321355505025376,0,0,0,0,0
E0000020820260221215946129502525,0,0.8730221912628122,0,2.25e-06,0.15000225,0.21825723531570307,1,1,1,0,0
E0000020820260221220021023486525,0,0.2805254254154642,1,5.62e-06,5.62e-06,0.07013557135386606,0,0,0,0,0
E0000020820260221220030226205542,0,0.2803264006368793,1,1.13e-06,1.13e-06,0.07008244765921982,0,0,0,0,0
E0000020820260221220010101416525,0,0.596974823365509,1,1.24e-06,1.24e-06,0.14924463584137726,0,0,0,0,0
E0000020820260221220126815475525,0,0.37217633595382626,0,3.77e-06,3.77e-06,0.09304691148845656,0,0,0,0,0
E0000020820260221220338988230525,0,0.6655388595880187,0,1.34e-06,1.34e-06,0.16638571989700468,0,0,0,0,0
E0000020820260221220334870820525,0,0.7539058612797294,1,1.49e-06,0.08000149000000001,0.18847758281993235,1,0,0,0,0
E0000020820260221220426608572542,0,0.11991242909742263,1,4.07e-06,4.07e-06,0.029981159774355656,0,0,0,0,0
E0000020820260221220316079282525,1,0.9988058513284904,0,0.95876882,0.95876882,0.95876882,1,1,1,1,1
E0000020820260221220511227229525,0,0.2703751617076326,1,9e-07,9e-07,0.06759446542690815,0,0,0,0,0
E0000020820260221220505546177542,0,0.04388496367797791,0,1.13e-06,1.13e-06,0.010972088419494477,0,0,0,0,0
E0000020820260221220729190662525,0,0.4165588615782665,1,8.7e-07,8.7e-07,0.10414036789456663,0,0,0,0,0
E0000020820260221220834087445525,0,0.6700169171061797,1,1.75e-06,1.75e-06,0.16750554177654492,0,0,0,0,0
E0000020820260221220950501304542,0,0.12976415563737687,0,4.2e-06,4.2e-06,0.03244418890934422,0,0,0,0,0
E0000020820260221220950202203525,0,0.22032042989352174,1,1.22e-06,1.22e-06,0.05508102247338043,0,0,0,0,0
E0000020820260221221110676637525,0,0.9632799283510797,0,1.28e-06,0.15000128,0.2408209420877699,1,1,1,1,1
E0000020820260221221116722852542,0,0.13016220519454672,1,7.53e-05,7.53e-05,0.03259702629863668,0,0,0,0,0
E0000020820260221221235884765525,0,0.9004876107075331,0,1.16e-06,0.15000116,0.22512277267688327,1,1,1,1,0
E0000020820260221221214371171525,0,0.26719076525027363,1,2.97e-06,2.97e-06,0.0667999188125684,0,0,0,0,0
E0000020820260221221300349812525,0,0.6429495472186287,1,5e-07,5e-07,0.16073776180465718,0,0,0,0,0
E0000020820260221221242785411525,0,0.34112847049457656,1,8.7e-07,8.7e-07,0.08528277012364414,0,0,0,0,0
E0000020820260221221304187291525,0,0.2153448104288984,1,6.8e-07,6.8e-07,0.0538367126072246,0,0,0,0,0
E0000020820260221221453159524525,0,0.33854114837297244,0,1.77e-06,1.77e-06,0.0846366145932431,0,0,0,0,0
E0000020820260221221458301723542,0,0.007363916807642552,0,3.53e-06,3.53e-06,0.001843626701910638,0,0,0,0,0
E0000020820260221221551135237525,0,0.34391481739476565,1,3.01e-06,3.01e-06,0.08598096184869142,0,0,0,0,0
E0000020820260221221553053502525,0,0.42123594387501245,1,6.4e-07,6.4e-07,0.10530946596875311,0,0,0,0,0
E0000020820260221221556251834525,0,0.23992437058413774,1,6.7e-07,6.7e-07,0.05998159514603443,0,0,0,0,0
E0000020820260221221635023151525,0,0.45427405712011143,0,2.12e-06,2.12e-06,0.11357010428002785,0,0,0,0,0
E0000020820260221221911934750525,0,0.493183401333466,0,1.36e-06,1.36e-06,0.1232968703333665,0,0,0,0,0
E0000020820260221221926862126525,0,0.923275947855508,0,1.7e-06,0.1500017,0.230820261963877,1,1,1,1,0
E0000020820260221221905130404542,0,0.11045875211463828,0,7.1e-07,7.1e-07,0.02761522052865957,0,0,0,0,0
E0000020820260221221937514702525,0,0.5436361827047468,1,1.08e-06,1.08e-06,0.13590985567618669,0,0,0,0,0
E0000020820260221222002368114525,0,0.36461339436759876,1,9.7e-07,9.7e-07,0.0911540760918997,0,0,0,0,0
