transaction_id,is_fraud,se_score,n_patterns,patterns,score_fraude,pred_lgbm,pred_combined
E0000020820260221195324938771525,0,0.0,0,,1.0996069554697926e-06,0,0
E0000020820260221195341248736542,0,0.0,0,,4.1716450639448e-07,0,0
E0000020820260221195504453453525,0,0.0,0,,2.8791643735521843e-06,0,0
E0000020820260221195506353566525,0,0.0,0,,9.48086437544102e-07,0,0
E0000020820260221195521404657525,0,0.0,0,,2.552953161703518e-07,0,0
E0000020820260221195602693153542,0,0.0,0,,1.4771635684302597e-06,0,0
E0000020820260221195605552339542,0,0.0,0,,3.406049938549949e-07,0,0
E0000020820260221195629087100542,0,0.0,0,,1.6924401467884018e-07,0,0
E0000020820260221195804263929525,0,0.0,0,,3.565393723119478e-07,0,0
E0000020820260221195844538707525,0,0.0,0,,2.6318165592882306e-07,0,0
E0000020820260221195903670808525,0,0.0,0,,7.504746829761321e-07,0,0
E0000020820260221195922951659542,0,0.0,0,,1.2602751655061285e-07,0,0
E0000020820260221195956279773525,0,0.0,0,,4.5454797856141164e-06,0,0
E0000020820260221200012983412525,0,0.0,0,,1.506101636974948e-06,0,0
E0000020820260221200241269671542,0,0.0,0,,1.934747827299816e-06,0,0
E0000020820260221200253970141525,0,0.0,0,,8.391431049602194e-07,0,0
E0000020820260221200331954955542,0,0.0,0,,1.7738423081499115e-06,0,0
E0000020820260221200453412212542,0,0.0,0,,2.40893987877884e-07,0,0
E0000020820260221200531727471525,0,0.0,0,,5.342759581608671e-06,0,0
E0000020820260221200600884184542,0,0.0,0,,1.21558087112227e-07,0,0
E0000020820260221200823741814525,0,0.0,0,,9.207318360622874e-07,0,0
E0000020820260221200850442518525,0,0.0,0,,3.099211796002501e-06,0,0
E0000020820260221200859038570542,0,0.0,0,,1.477163461259686e-06,0,0
E0000020820260221200900802352525,0,0.0,0,,5.609658823230633e-07,0,0
E0000020820260221201139205439525,0,0.0,0,,1.4474687087055174e-06,0,0
E0000020820260221201145113754525,0,0.0,0,,3.64232905365557e-07,0,0
E0000020820260221201350844655525,0,0.0,0,,1.6548532959176754e-06,0,0
E0000020820260221201421602233542,0,0.0,0,,1.6736890633227874e-07,0,0
E0000020820260221201432100824525,0,0.0,0,,8.924053503209702e-06,0,0
E0000020820260221201515305125542,0,0.0,0,,1.5418216440217604e-07,0,0
E0000020820260221201525571832542,0,0.0,0,,2.491030779641133e-06,0,0
E0000020820260221201540513195525,0,0.0,0,,5.441083387604447e-07,0,0
E0000020820260221201549859238542,0,0.0,0,,2.828835424587021e-07,0,0
E0000020820260221201639287678542,0,0.0,0,,5.358881748345228e-07,0,0
E0000020820260221201753341477525,0,0.0,0,,1.0244022378576514e-06,0,0
E0000020820260221201754950585542,0,0.0,0,,2.4964383743312696e-07,0,0
E0000020820260221201840651408525,0,0.0,0,,2.05741748392351e-05,0,0
E0000020820260221201918676607542,0,0.0,0,,1.2431707247168054e-06,0,0
E0000020820260221202130963591525,0,0.0,0,,1.4950265641017103e-05,0,0
E0000020820260221202211307818525,0,0.0,0,,8.014263653639079e-06,0,0
E0000020820260221202404022316525,0,0.0,0,,2.41381590511242e-06,0,0
E0000020820260221202516720544525,0,0.0,0,,4.010245823857064e-07,0,0
E0000020820260221202531762222525,0,0.0,0,,3.757881971213917e-07,0,0
E0000020820260221202656770552525,0,0.0,0,,5.133336413389077e-07,0,0
E0000020820260221202759384793525,0,0.0,0,,2.431529512959832e-06,0,0
E0000020820260221202830421306542,0,0.0,0,,1.300231702195741e-06,0,0
E0000020820260221202858303300525,0,0.0,0,,0.0010585326039855,0,0
E0000020820260221202914972286525,0,0.0,0,,6.626719406423171e-06,0,0
E0000020820260221203008722961525,0,0.0,0,,9.821298083878522e-07,0,0
E0000020820260221203133359102525,0,0.0,0,,6.09732049689799e-06,0,0
E0000020820260221203144112340525,0,0.0,0,,1.13247254808114e-06,0,0
E0000020820260221203259566600542,0,0.0,0,,2.012110988435015e-06,0,0
E0000020820260221203321686145525,0,0.0,0,,1.9329893723523267e-06,0,0
E0000020820260221203331438161525,0,0.0,0,,3.682667121657846e-07,0,0
E0000020820260221203334559114525,0,0.0,0,,8.122714307956581e-07,0,0
E0000020820260221203344787982525,0,0.0,0,,1.0533308360300792e-06,0,0
E0000020820260221203348892395525,0,0.0,0,,6.656418503721764e-07,0,0
E0000020820260221203419228192542,0,0.0,0,,5.976148226320944e-06,0,0
E0000020820260221203504295600525,0,0.0,0,,6.174301610959302e-07,0,0
E0000020820260221203721723322525,0,0.0,0,,4.239870082107375e-07,0,0
E0000020820260221203831017733525,0,0.0,0,,8.726882114592827e-07,0,0
E0000020820260221203932414347525,0,0.0,0,,5.406813714852806e-07,0,0
E0000020820260221204031438791542,0,0.0,0,,3.7396411672585527e-06,0,0
E0000020820260221204055537745525,0,0.0,0,,1.9212361502432317e-07,0,0
E0000020820260221204103970604525,0,0.0,0,,7.7261763854637e-07,0,0
E0000020820260221204139435944525,0,0.0,0,,6.853062692493486e-06,0,0
E0000020820260221204153060460525,0,0.0,0,,3.394248570802231e-07,0,0
E0000020820260221204313419426525,0,0.0,0,,2.2875350317739055e-07,0,0
E0000020820260221204324234446525,0,0.0,0,,4.302174444214918e-05,0,0
E0000020820260221204327393167525,0,0.0,0,,6.5441013330834e-07,0,0
E0000020820260221204351462804542,0,0.0,0,,5.360969680429474e-06,0,0
E0000020820260221204431902908542,0,0.0,0,,3.242009144665868e-07,0,0
E0000020820260221204439626852542,0,0.0,0,,4.190285625385335e-06,0,0
E0000020820260221204521927322542,0,0.0,0,,4.697962576616339e-06,0,0
E0000020820260221204528706954525,0,0.0,0,,1.279974494031522e-06,0,0
E0000020820260221204551328121525,0,0.0,0,,3.688688970662001e-07,0,0
E0000020820260221204624388323525,0,0.0,0,,4.32377277976329e-06,0,0
E0000020820260221204911845921525,0,0.0,0,,6.678633476358566e-07,0,0
E0000020820260221205011949101525,0,0.0,0,,8.14298826345157e-07,0,0
E0000020820260221205035688773525,0,0.0,0,,6.643105788089047e-06,0,0
E0000020820260221205341234851525,0,0.0,0,,8.740320144311076e-07,0,0
E0000020820260221205621373111525,0,0.0,0,,3.2444383938746735e-07,0,0
E0000020820260221205643299611525,0,0.0,0,,4.900297794830901e-07,0,0
E0000020820260221205705113978542,0,0.0,0,,2.9034716682587173e-07,0,0
E0000020820260221205732959292525,0,0.0,0,,4.535314505036546e-07,0,0
E0000020820260221205801426521525,0,0.0,0,,5.811478228153307e-07,0,0
E0000020820260221205817366559542,0,0.0,0,,1.3792005219580283e-06,0,0
E0000020820260221205828236894525,0,0.0,0,,2.966895936099104e-07,0,0
E0000020820260221205905688780542,0,0.0,0,,3.384855196426422e-07,0,0
E0000020820260221205936790265525,0,0.0,0,,0.0317559549934619,0,0
E0000020820260221210150530383525,0,0.0,0,,6.599706789490149e-07,0,0
E0000020820260221210202573767525,0,0.0,0,,3.509834217169619e-07,0,0
E0000020820260221210308593158525,0,0.0,0,,4.835090774018009e-06,0,0
E0000020820260221210318449468525,0,0.0,0,,1.3977880658346995e-06,0,0
E0000020820260221210417640251542,0,0.0,0,,1.3086962942487058e-06,0,0
E0000020820260221210426207852525,0,0.0,0,,1.1695887992142527e-05,0,0
E0000020820260221210614314859542,0,0.0,0,,3.1794120200390736e-06,0,0
E0000020820260221210640308252525,0,0.0,0,,2.2865362743506122e-07,0,0
E0000020820260221210733505208525,0,0.0,0,,3.498920390200678e-07,0,0
E0000020820260221210856668872525,0,0.0,0,,4.306518775213132e-06,0,0
E0000020820260221210934577362542,0,0.0,0,,1.7709407480166085e-07,0,0
E0000020820260221211023061490525,0,0.0,0,,3.2628393206143e-07,0,0
E0000020820260221211026762752525,0,0.0,0,,2.352986094699665e-07,0,0
E0000020820260221211054357229525,0,0.0,0,,1.95704880736372e-06,0,0
E0000020820260221211153735475542,0,0.0,0,,2.2332417904285366e-07,0,0
E0000020820260221211213954664525,0,0.0,0,,5.148681896464831e-07,0,0
E0000020820260221211223757329525,0,0.0,0,,1.7503212408677728e-07,0,0
E0000020820260221211427374535525,0,0.0,0,,2.200969305097764e-06,0,0
E0000020820260221211440489316525,0,0.0,0,,1.4992063775403064e-06,0,0
E0000020820260221211459384583525,0,0.0,0,,3.452295523318895e-06,0,0
E0000020820260221211515193746525,0,0.0,0,,3.643007399684034e-07,0,0
E0000020820260221211649997745525,0,0.0,0,,3.0016921669399573e-06,0,0
E0000020820260221211700640227525,0,0.0,0,,1.4851300422132883e-06,0,0
E0000020820260221211746990407525,0,0.0,0,,2.646573225702256e-07,0,0
E0000020820260221211832049216542,0,0.0,0,,3.308696708161637e-07,0,0
E0000020820260221211859763771525,0,0.0,0,,5.817542050128907e-07,0,0
E0000020820260221211929779936542,0,0.0,0,,1.9004713686927346e-07,0,0
E0000020820260221212158686264525,0,0.0,0,,3.306965907982967e-06,0,0
E0000020820260221212249792727525,0,0.0,0,,3.108780864275244e-07,0,0
E0000020820260221212338387672525,0,0.0,0,,6.4371978307721e-06,0,0
E0000020820260221212400995955525,0,0.0,0,,3.869008966468759e-06,0,0
E0000020820260221212429769975525,0,0.0,0,,5.470420091277124e-07,0,0
E0000020820260221212524425548525,0,0.0,0,,9.24610095123908e-07,0,0
E0000020820260221212539159727525,0,0.0,0,,3.010722591532478e-06,0,0
E0000020820260221212600737502525,0,0.0,0,,4.809663844865718e-07,0,0
E0000020820260221212626745995525,0,0.0,0,,6.74651365961967e-07,0,0
E0000020820260221212634300177525,1,0.0,0,,0.9986079271050844,1,1
E0000020820260221212759296715525,0,0.0,0,,3.0542771315542935e-07,0,0
E0000020820260221212826292580542,0,0.0,0,,2.684471720088482e-07,0,0
E0000020820260221212839610136525,0,0.0,0,,1.157929971646815e-06,0,0
E0000020820260221212854244567525,0,0.0,0,,4.398006391647513e-06,0,0
E0000020820260221213154913698525,0,0.0,0,,4.691227304138306e-07,0,0
E0000020820260221213213943114525,0,0.0,0,,1.1396362994540394e-07,0,0
E0000020820260221213230735995542,0,0.0,0,,1.32759569493825e-06,0,0
E0000020820260221213256569117542,0,0.0,0,,2.39267957681276e-07,0,0
E0000020820260221213350112286542,0,0.0,0,,2.692173403474607e-07,0,0
E0000020820260221213428469260542,0,0.0,0,,3.261726591034077e-07,0,0
E0000020820260221213429871213542,0,0.0,0,,2.2271443513533525e-07,0,0
E0000020820260221213458776627525,0,0.0,0,,7.18443720531848e-06,0,0
E0000020820260221213530823789525,0,0.0,0,,5.411084279136506e-07,0,0
E0000020820260221213643817642542,0,0.0,0,,1.9414033855084464e-06,0,0
E0000020820260221213654138689525,0,0.0,0,,4.6987593058937466e-07,0,0
E0000020820260221213709558281542,0,0.0,0,,1.6823472455570842e-06,0,0
E0000020820260221213804138826525,0,0.0,0,,4.2696793401637614e-05,0,0
E0000020820260221213825302647542,0,0.0,0,,1.4107613052003238e-06,0,0
E0000020820260221213837546686525,0,0.0,0,,7.516093798457739e-07,0,0
E0000020820260221213842014657525,0,0.0,0,,5.41004246467198e-07,0,0
E0000020820260221213942806932525,0,0.0,0,,9.048354023281992e-07,0,0
E0000020820260221214031314707542,0,0.0,0,,1.99733366567798e-06,0,0
E0000020820260221214049896772525,0,0.0,0,,3.805794414336872e-07,0,0
E0000020820260221214140047559542,0,0.0,0,,2.216160819241435e-07,0,0
E0000020820260221214203575227525,0,0.0,0,,7.271062158913431e-07,0,0
E0000020820260221214228360838525,1,25.0,1,BURST_VALOR_ALTO,0.9999287717916796,1,1
E0000020820260221214230718220525,0,0.0,0,,1.8823716203617292e-06,0,0
E0000020820260221214304110586525,0,0.0,0,,2.47216976417114e-05,0,0
E0000020820260221214333709654525,0,0.0,0,,2.992304771553537e-07,0,0
E0000020820260221214424016649525,0,0.0,0,,5.635552353933261e-06,0,0
E0000020820260221214603800181525,0,0.0,0,,3.299504063007117e-07,0,0
E0000020820260221214812685612525,0,0.0,0,,1.88797426493076e-06,0,0
E0000020820260221214826532408525,0,0.0,0,,2.800558396270601e-06,0,0
E0000020820260221214859542524542,0,0.0,0,,2.164037068637139e-07,0,0
E0000020820260221214924362860525,0,0.0,0,,2.68569856511168e-07,0,0
E0000020820260221215040659917542,0,0.0,0,,2.5601223222541536e-06,0,0
E0000020820260221215111628943525,0,0.0,0,,4.7225467742373044e-07,0,0
E0000020820260221215150083823542,0,0.0,0,,1.940214520878053e-06,0,0
E0000020820260221215301922163525,0,0.0,0,,2.325351300188246e-06,0,0
E0000020820260221215312503201542,0,0.0,0,,1.449896098516205e-07,0,0
E0000020820260221215319472844542,0,0.0,0,,2.631122298302333e-06,0,0
E0000020820260221215353417519525,0,0.0,0,,5.606885509803999e-06,0,0
E0000020820260221215418142670542,0,0.0,0,,2.56356973160675e-06,0,0
E0000020820260221215808974996525,0,0.0,0,,6.840177881268687e-07,0,0
E0000020820260221215812054463525,0,0.0,0,,6.411829152576587e-08,0,0
E0000020820260221215946129502525,0,0.0,0,,8.87721498986479e-06,0,0
E0000020820260221220010101416525,0,0.0,0,,5.581117609668888e-07,0,0
E0000020820260221220021023486525,0,0.0,0,,5.95086660377623e-07,0,0
E0000020820260221220030226205542,0,0.0,0,,3.45119800319593e-07,0,0
E0000020820260221220126815475525,0,0.0,0,,4.3579411201035646e-07,0,0
E0000020820260221220316079282525,1,65.0,2,BURST_ESVAZIAMENTO_CONTA|BURST_VALOR_ALTO,0.99992817778203,1,1
E0000020820260221220334870820525,0,0.0,0,,7.321722600810709e-07,0,0
E0000020820260221220338988230525,0,0.0,0,,2.184100334488256e-06,0,0
E0000020820260221220426608572542,0,0.0,0,,3.086240306807448e-07,0,0
E0000020820260221220505546177542,0,0.0,0,,3.886670565029781e-06,0,0
E0000020820260221220511227229525,0,0.0,0,,3.326775347241396e-07,0,0
E0000020820260221220729190662525,0,0.0,0,,4.649136013149855e-07,0,0
E0000020820260221220834087445525,0,0.0,0,,2.737237300191265e-07,0,0
E0000020820260221220950202203525,0,0.0,0,,7.189949212495878e-07,0,0
E0000020820260221220950501304542,0,0.0,0,,4.251995009175892e-07,0,0
E0000020820260221221110676637525,0,0.0,0,,1.6759237803795538e-06,0,0
E0000020820260221221116722852542,0,0.0,0,,4.812361663836084e-07,0,0
E0000020820260221221214371171525,0,0.0,0,,2.2566174639203835e-07,0,0
E0000020820260221221235884765525,0,0.0,0,,2.248283523803449e-06,0,0
E0000020820260221221242785411525,0,0.0,0,,3.930033815540738e-07,0,0
E0000020820260221221300349812525,0,0.0,0,,5.201271021685681e-07,0,0
E0000020820260221221304187291525,0,0.0,0,,3.366110678955385e-07,0,0
E0000020820260221221453159524525,0,0.0,0,,6.481316091173865e-06,0,0
E0000020820260221221458301723542,0,0.0,0,,1.7182663475538765e-06,0,0
E0000020820260221221551135237525,0,0.0,0,,8.509329114133226e-07,0,0
E0000020820260221221553053502525,0,0.0,0,,4.850241344666513e-07,0,0
E0000020820260221221556251834525,0,0.0,0,,3.626157547735976e-07,0,0
E0000020820260221221635023151525,0,0.0,0,,2.797461784582847e-06,0,0
E0000020820260221221905130404542,0,0.0,0,,2.579009112469704e-07,0,0
E0000020820260221221911934750525,0,0.0,0,,1.1005117976572624e-05,0,0
E0000020820260221221926862126525,0,0.0,0,,3.9018560331205175e-06,0,0
E0000020820260221221937514702525,0,0.0,0,,3.722262105133103e-07,0,0
E0000020820260221222002368114525,0,0.0,0,,2.557999324466125e-07,0,0
E0000020820260221222008612297525,0,0.0,0,,2.458996321827517e-07,0,0
E0000020820260221222027048354525,0,0.0,0,,4.661944269872953e-07,0,0
E0000020820260221222036495285525,0,0.0,0,,1.282110139671315e-07,0,0
E0000020820260221222038881244525,0,0.0,0,,3.666712226912879e-07,0,0
E0000020820260221222054879236525,0,0.0,0,,3.2310665305957645e-07,0,0
E0000020820260221222123976593525,0,0.0,0,,1.8196083564682494e-07,0,0
E0000020820260221222214639442525,0,0.0,0,,1.0973789764247797e-06,0,0
E0000020820260221222238395323525,0,0.0,0,,3.7467083823022503e-06,0,0
E0000020820260221222238959175525,0,0.0,0,,4.080085175594967e-07,0,0
E0000020820260221222256628310525,0,0.0,0,,1.796955335071307e-07,0,0
E0000020820260221222306735896542,0,0.0,0,,1.796369067073817e-06,0,0
E0000020820260221222347316146525,0,0.0,0,,3.853926503353918e-06,0,0
E0000020820260221222410031582542,0,0.0,0,,5.17501727380799e-07,0,0
E0000020820260221222525105983525,0,0.0,0,,1.0376547193841643e-05,0,0
E0000020820260221222654231631525,0,0.0,0,,4.846054988851344e-07,0,0
E0000020820260221222716228221525,0,0.0,0,,2.3499594258485576e-06,0,0
E0000020820260221222722103635525,0,0.0,0,,2.3278046788367536e-06,0,0
E0000020820260221222922410395525,0,0.0,0,,1.2534203339465565e-07,0,0
E0000020820260221222957231390542,0,0.0,0,,4.714741694717279e-07,0,0
E0000020820260221223246825547525,0,0.0,0,,5.511715575331594e-06,0,0
E0000020820260221223321315825525,0,0.0,0,,7.318394960222908e-07,0,0
E0000020820260221223409434466542,0,0.0,0,,2.796231045294189e-06,0,0
E0000020820260221223445533322542,0,0.0,0,,1.9667445550954887e-06,0,0
E0000020820260221223537720459542,0,0.0,0,,2.9733726807012287e-06,0,0
E0000020820260221223543635264525,0,0.0,0,,2.0365736082337785e-07,0,0
E0000020820260221223729317979525,0,0.0,0,,2.0655187521096914e-06,0,0
E0000020820260221223735803785525,0,0.0,0,,1.7798620711107966e-06,0,0
E0000020820260221223753001855525,0,0.0,0,,9.755065313673905e-07,0,0
E0000020820260221223821158620525,0,0.0,0,,2.879807694587547e-07,0,0
E0000020820260221223827243788525,0,0.0,0,,6.128836632268214e-06,0,0
E0000020820260221223858199184525,0,0.0,0,,1.194794125176394e-06,0,0
E0000020820260221223943886822525,0,0.0,0,,1.0905987904326753e-06,0,0
E0000020820260221223946261414525,0,0.0,0,,1.8127096851640602e-07,0,0
E0000020820260221224020551960525,0,0.0,0,,5.26838614837547e-07,0,0
E0000020820260221224044587572525,0,0.0,0,,2.928498159173261e-06,0,0
E0000020820260221224139379642525,0,0.0,0,,4.215175811136834e-06,0,0
E0000020820260221224142822626525,0,0.0,0,,2.3810147208813926e-06,0,0
E0000020820260221224149003587525,0,0.0,0,,3.3219337087797224e-06,0,0
E0000020820260221224150143355525,0,0.0,0,,3.271790465124144e-07,0,0
E0000020820260221224243190673542,0,0.0,0,,1.1663421986406594e-06,0,0
E0000020820260221224347758771542,0,0.0,0,,2.736853592562103e-07,0,0
E0000020820260221224754301486542,0,0.0,0,,2.860156559413789e-07,0,0
E0000020820260221224833431212525,0,0.0,0,,1.859774424230767e-07,0,0
E0000020820260221224901331239542,0,0.0,0,,7.331151916965596e-06,0,0
E0000020820260221225042891359525,0,0.0,0,,1.545126243956355e-06,0,0
E0000020820260221225045820273525,0,0.0,0,,7.797085025044014e-07,0,0
E0000020820260221225311548129525,0,0.0,0,,5.579945880378224e-07,0,0
E0000020820260221225355861786525,0,0.0,0,,6.895189537397957e-07,0,0
E0000020820260221225502076778525,0,0.0,0,,4.68848486219146e-06,0,0
E0000020820260221225515487186542,0,0.0,0,,3.89439795547106e-07,0,0
E0000020820260221225527225552525,0,0.0,0,,1.114684668339251e-06,0,0
E0000020820260221225538696458542,0,0.0,0,,3.6261654763281154e-06,0,0
E0000020820260221225612289182542,0,0.0,0,,3.810160609664214e-07,0,0
E0000020820260221225945018301525,0,0.0,0,,1.3704717474656656e-06,0,0
E0000020820260221230000160921542,0,0.0,0,,2.1539278780633063e-06,0,0
E0000020820260221230046218298525,0,0.0,0,,7.80338480067461e-07,0,0
E0000020820260221230246459397542,0,0.0,0,,7.754227986526243e-07,0,0
E0000020820260221230357910909542,0,0.0,0,,3.429019701611966e-06,0,0
E0000020820260221230431329349525,0,0.0,0,,3.609979792464765e-07,0,0
E0000020820260221230458401913525,0,0.0,0,,3.624989204030689e-07,0,0
E0000020820260221230515049950542,0,0.0,0,,1.6329720711850615e-06,0,0
E0000020820260221230712297510525,0,0.0,0,,4.948514424289255e-06,0,0
E0000020820260221230727694323542,0,0.0,0,,2.1184766120223295e-07,0,0
E0000020820260221230828939922542,0,0.0,0,,3.131117015333077e-07,0,0
E0000020820260221231201745276525,0,0.0,0,,6.837989374635645e-07,0,0
E0000020820260221231209497818542,0,0.0,0,,4.119575584010729e-07,0,0
E0000020820260221231248134951542,0,0.0,0,,3.28828695419765e-07,0,0
E0000020820260221231317032933542,0,0.0,0,,3.4861487578970777e-07,0,0
E0000020820260221231401935695542,0,0.0,0,,2.796730490309731e-07,0,0
E0000020820260221231442916527542,0,0.0,0,,4.409330394651502e-06,0,0
E0000020820260221231559001320525,0,0.0,0,,1.4000912921541876e-06,0,0
E0000020820260221231623717626542,0,0.0,0,,3.289033717458856e-07,0,0
E0000020820260221231637993993525,0,0.0,0,,4.475537603718389e-07,0,0
E0000020820260221231700979715525,0,0.0,0,,6.931040919451469e-07,0,0
E0000020820260221231726022867542,0,0.0,0,,1.9255563096887305e-07,0,0
E0000020820260221231750462667542,0,0.0,0,,3.4283716850976737e-07,0,0
E0000020820260221231816506258525,0,0.0,0,,1.488837513130367e-06,0,0
E0000020820260221231841139873525,0,0.0,0,,1.2902511732170407e-06,0,0
E0000020820260221232024115271525,0,0.0,0,,1.4960462392541578e-06,0,0
E0000020820260221232059024903542,0,0.0,0,,1.9180554783331185e-07,0,0
E0000020820260221232104217926525,0,0.0,0,,1.3621558621320048e-06,0,0
E0000020820260221232209908245525,0,0.0,0,,1.9594300583685324e-06,0,0
E0000020820260221232229409369525,0,0.0,0,,1.2605278356514717e-05,0,0
E0000020820260221232330528434525,0,0.0,0,,8.402533004679645e-06,0,0
E0000020820260221232413349590525,0,0.0,0,,4.410742837389836e-07,0,0
E0000020820260221232554796728525,0,0.0,0,,3.941781432355925e-06,0,0
E0000020820260221232640931794525,0,0.0,0,,8.026110021453315e-06,0,0
E0000020820260221232737268478542,0,0.0,0,,3.111610048033397e-07,0,0
E0000020820260221232749050430525,0,0.0,0,,6.782241624046223e-06,0,0
E0000020820260221233335455371542,0,0.0,0,,1.8031274463405104e-06,0,0
E0000020820260221233344237182525,0,0.0,0,,3.593951983703448e-06,0,0
E0000020820260221233645249827525,0,0.0,0,,4.302351527312574e-07,0,0
E0000020820260221233744153350525,0,0.0,0,,6.023094733024115e-07,0,0
E0000020820260221233945492992525,0,0.0,0,,3.409011778995245e-07,0,0
E0000020820260221234104792612542,0,0.0,0,,2.734010822843027e-07,0,0
E0000020820260221234109227705525,0,0.0,0,,1.881061789390978e-07,0,0
E0000020820260221234144449847525,0,0.0,0,,3.7914435999869306e-07,0,0
E0000020820260221234148793238525,0,0.0,0,,4.3992270627192363e-07,0,0
E0000020820260221234304161865525,0,0.0,0,,2.659129757144247e-07,0,0
E0000020820260221234405858739542,0,0.0,0,,2.2574395530729075e-06,0,0
E0000020820260221234444732619542,0,0.0,0,,2.96444324836437e-07,0,0
E0000020820260221234952960890525,0,0.0,0,,7.34469523830767e-07,0,0
E0000020820260221234958094428542,0,0.0,0,,4.479110853386252e-07,0,0
E0000020820260221235032630976525,0,0.0,0,,8.376491297048947e-07,0,0
E0000020820260221235035329419542,0,0.0,0,,3.247162408771803e-07,0,0
E0000020820260221235314655825542,0,0.0,0,,2.193664201266483e-06,0,0
E0000020820260221235315811110542,0,0.0,0,,3.494875727142231e-07,0,0
E0000020820260221235322643699542,0,0.0,0,,3.0906882334014177e-07,0,0
E0000020820260221235437780429542,0,0.0,0,,1.7129532587565247e-06,0,0
E0000020820260221235441277599525,0,0.0,0,,5.56170387921058e-07,0,0
E0000020820260221235506016504525,0,0.0,0,,3.37080935176147e-06,0,0
E0000020820260221235656295552525,0,0.0,0,,2.701046216368717e-07,0,0
E0000020820260221235807339477525,0,0.0,0,,3.155182513831216e-07,0,0
E0000020820260221235818821146525,0,0.0,0,,9.046955406118508e-07,0,0
E0000020820260221235919520560525,0,0.0,0,,7.888692023269946e-07,0,0
E0000020820260221235924564902525,0,0.0,0,,1.7072437812600737e-06,0,0
E0000020820260221235926962545542,0,0.0,0,,2.176841146054543e-06,0,0
E0000020820260222000009632538525,0,0.0,0,,2.7714989774825293e-07,0,0
E0000020820260222000413766920525,0,0.0,0,,1.3359718364419724e-06,0,0
E0000020820260222000414817142525,0,0.0,0,,6.07877580568122e-06,0,0
E0000020820260222000818190357542,0,0.0,0,,3.605479313116087e-07,0,0
E0000020820260222000823102886525,0,0.0,0,,5.071962727146175e-07,0,0
E0000020820260222000903291149542,0,0.0,0,,1.8007617561032954e-06,0,0
E0000020820260222000904684882525,0,0.0,0,,6.222042538421174e-07,0,0
E0000020820260222000946187347525,0,0.0,0,,5.546999332765871e-06,0,0
E0000020820260222001058525520525,0,0.0,0,,6.442868345972691e-07,0,0
E0000020820260222001119272962525,0,0.0,0,,4.788446929939556e-06,0,0
E0000020820260222001208660857525,0,0.0,0,,3.47276863744963e-07,0,0
E0000020820260222001217372629542,0,0.0,0,,3.399419019997957e-07,0,0
E0000020820260222001237524491525,0,0.0,0,,7.248328223974329e-07,0,0
E0000020820260222001254888166525,0,0.0,0,,8.144055095145658e-06,0,0
E0000020820260222001312250171542,0,0.0,0,,3.901922432053925e-07,0,0
E0000020820260222001809808590525,0,0.0,0,,4.712604969266611e-06,0,0
E0000020820260222001905952490525,0,0.0,0,,9.52949619473974e-06,0,0
E0000020820260222002049640406525,0,0.0,0,,1.6335233372023354e-06,0,0
