y_true,lgbm_raw_score,lgbm_pred,cascade_triggered,cascade_rules,if_score,if_raw,if_active,if_boost,ensemble_raw,score_mapped,decision,detected_by,vl_pix,nr_idade,qt_tempo_relacionamento_mes,qt_total_pix_trimestre,vl_mediana_pix_trimestre,ratio_valor_mediana,tx_count_prev_30m,burst_30m_flag,first_receiver_flag,pix_key_random_flag,topaz_score_filled,hour,rule_score_raw,is_first_tx_trimestre,distinct_receivers_so_far,pix_key_email_flag,pix_key_document_flag,vl_renda_cliente,ratio_pix_renda
0,0.00027487248722434004,0,False,,0.9501959477684168,0.10369541714439984,True,0.0,0.00027487248722434004,2.75,APROVAR,APROVAR,343.61,66,461,119,50.0,6.8722,0,0,1,1,0.0,23,6,0,1,0,0,3471.06,0.0989928148749949
0,0.0002232457852905254,0,False,,0.059371380519459914,0.1776398366894707,True,0.0,0.0002232457852905254,2.23,APROVAR,APROVAR,30.0,31,59,77,20.0,1.5,0,0,1,1,0.0,13,6,0,1,0,0,0.0,0.0356665401429214
0,0.0002464187248952442,0,False,,0.951449378837641,0.10264332979816188,True,0.0,0.0002464187248952442,2.46,APROVAR,APROVAR,93.0,45,19,118,80.0,1.1625,0,0,1,0,50.0,15,9,0,3,0,0,0.0,0.0356665401429214
0,0.00022971446304309194,0,False,,0.03804718612658067,0.17855059645283722,True,0.0,0.00022971446304309194,2.3,APROVAR,APROVAR,11.0,40,55,226,25.0,0.44,0,0,1,0,0.0,11,5,0,1,1,0,0.0,0.0356665401429214
0,0.00022221165045482172,0,False,,0.5374363368080346,0.16149389609298992,True,0.0,0.00022221165045482172,2.22,APROVAR,APROVAR,26.98,30,17,97,50.0,0.5396,0,0,1,0,20.0,10,9,0,1,1,0,0.0,0.0356665401429214
0,0.00022461217045971062,0,False,,0.9512589842448474,0.10274654578452863,True,0.0,0.00022461217045971062,2.25,APROVAR,APROVAR,9.4,91,480,132,70.0,0.1342857142857142,0,0,1,1,0.0,17,7,0,1,0,0,15884.78,0.0005917614219397
0,0.0002904606422125859,0,False,,0.9344090627826169,0.11362911098660705,True,0.0,0.0002904606422125859,2.9,APROVAR,APROVAR,470.0,44,322,58,95.0,4.947368421052632,0,0,1,0,26.0,20,6,0,1,1,0,300.0,1.5666666666666669
0,0.0002483282905420844,0,False,,0.992082758183001,0.024511464529991034,True,0.05,0.050248328290542085,50.12,APROVAR,APROVAR,57.79,44,138,130,60.0,0.9631666666666666,0,0,0,0,0.0,21,0,0,1,0,1,11699.6,0.004939485110602
0,0.0002542729148903046,0,False,,0.6936551001951544,0.15257243717443714,True,0.0,0.0002542729148903046,2.54,APROVAR,APROVAR,190.0,43,205,78,50.0,3.8,0,0,1,0,26.0,17,5,0,1,0,1,14204.84,0.0133757226410153
0,0.0002236218190420284,0,False,,0.11422088946007267,0.17553580108611444,True,0.0,0.0002236218190420284,2.24,APROVAR,APROVAR,19.0,28,32,286,14.34,1.3249651324965133,0,0,1,1,0.0,11,6,0,1,0,0,0.0,0.0356665401429214
0,0.00023340578257286513,0,False,,0.9276976533866438,0.11701570976798631,True,0.0,0.00023340578257286513,2.33,APROVAR,APROVAR,150.0,54,400,303,60.0,2.5,0,0,1,0,0.0,8,2,0,2,0,1,5094.34,0.0294444422633746
0,0.00022390325391008286,0,False,,0.5632982689958271,0.16028456676262431,True,0.0,0.00022390325391008286,2.24,APROVAR,APROVAR,20.0,49,328,32,100.0,0.2,0,0,1,0,26.0,12,5,0,1,0,0,7091.08,0.0028204448405602
0,0.00022188552992105068,0,False,,0.772081806210037,0.14602001331286196,True,0.0,0.00022188552992105068,2.22,APROVAR,APROVAR,15.0,32,4,67,53.31,0.28137310073157,0,0,1,1,0.0,0,7,0,1,0,0,0.0,0.0356665401429214
0,0.00022441533003673758,0,False,,0.7241658336903232,0.15025886317212173,True,0.0,0.00022441533003673758,2.24,APROVAR,APROVAR,0.99,43,24,143,39.0,0.0253846153846153,0,0,1,1,0.0,22,7,0,1,0,0,0.0,0.0356665401429214
0,0.00022316922505920516,0,False,,0.21216304123629556,0.1721608064261459,True,0.0,0.00022316922505920516,2.23,APROVAR,APROVAR,6.0,25,50,86,13.0,0.4615384615384615,0,0,1,0,0.0,16,4,0,1,0,1,0.0,0.0356665401429214
0,0.00022315079972449532,0,False,,0.8561410189283958,0.13543026031030453,True,0.0,0.00022315079972449532,2.23,APROVAR,APROVAR,39.99,67,336,86,100.0,0.3999,0,0,1,1,26.0,21,9,0,1,0,0,7601.39,0.0052608799180149
0,0.00022769319933944212,0,False,,0.8803369984292446,0.13112474672767233,True,0.0,0.00022769319933944212,2.28,APROVAR,APROVAR,65.0,35,55,533,31.7,2.050473186119874,0,0,1,0,0.0,11,4,0,4,0,0,0.0,0.0356665401429214
0,0.0006112197110846517,0,False,,0.9985244419058499,-0.08239331371629699,True,0.05,0.050611219711084655,50.31,APROVAR,APROVAR,104.3,48,313,39,104.3,1.0,1,1,1,1,0.0,12,6,0,2,0,0,3306.28,0.0315460275596743
0,0.00022322465013700606,0,False,,0.8538880162470053,0.13581054781438234,True,0.0,0.00022322465013700606,2.23,APROVAR,APROVAR,6.26,1,7,139,55.0,0.1138181818181818,0,0,1,0,0.0,16,5,0,1,0,1,0.0,0.0356665401429214
0,0.00023340385793181224,0,False,,0.4869341710695416,0.16366978247011693,True,0.0,0.00023340385793181224,2.33,APROVAR,APROVAR,66.78,40,218,105,40.0,1.6695,0,0,1,0,0.0,18,2,0,1,0,1,0.0,0.0356665401429214
0,0.00022188124553449521,0,False,,0.41553619877195486,0.16617893794775568,True,0.0,0.00022188124553449521,2.22,APROVAR,APROVAR,81.0,35,93,185,30.0,2.7,0,0,1,0,0.0,14,2,0,1,0,0,8021.57,0.0100977738771836
0,0.0004159902308642629,0,False,,0.4281815729766608,0.16576265595436213,True,0.0,0.0004159902308642629,4.16,APROVAR,APROVAR,72.99,26,33,126,100.0,0.7299,0,0,1,1,0.0,20,6,0,1,0,0,0.0,0.0356665401429214
0,0.00023845112671755237,0,False,,0.17132340108207594,0.1735048342526384,True,0.0,0.00023845112671755237,2.38,APROVAR,APROVAR,58.0,37,37,129,187.5,0.3093333333333333,0,0,1,0,0.0,15,4,0,1,0,1,0.0,0.0356665401429214
0,0.0002830443360772641,0,False,,0.5084170276230822,0.16277297176084693,True,0.0,0.0002830443360772641,2.83,APROVAR,APROVAR,100.0,41,187,93,69.0,1.4492753623188406,0,0,1,0,26.0,9,5,0,1,0,0,5700.0,0.0175438596491228
0,0.0002491651065955299,0,False,,0.8924111888555698,0.12843948268743444,True,0.0,0.0002491651065955299,2.49,APROVAR,APROVAR,300.0,9,106,181,260.0,1.1538461538461535,0,0,1,0,0.0,14,3,0,1,1,0,0.0,0.0356665401429214
0,0.00033986235758200005,0,False,,0.34494740349374076,0.1682522797391327,True,0.0,0.00033986235758200005,3.4,APROVAR,APROVAR,30.0,54,54,33,30.97,0.9686793671294802,0,0,1,1,0.0,18,6,0,1,0,0,0.0,0.0356665401429214
0,0.00022525131933699005,0,False,,0.9670776016627795,0.08730051775484238,True,0.0,0.00022525131933699005,2.25,APROVAR,APROVAR,12.0,48,19,493,11.0,1.0909090909090908,0,0,1,1,26.0,16,10,0,5,0,0,0.0,0.0356665401429214
0,0.0002682583855340541,0,False,,0.5888428768622971,0.1589843068198437,True,0.0,0.0002682583855340541,2.68,APROVAR,APROVAR,146.4,63,250,120,109.99,1.331030093644877,0,0,1,1,0.0,11,5,0,1,0,0,2884.42,0.0507554378349893
0,0.00021889089194262795,0,False,,0.4770495184603424,0.16404113056163633,True,0.0,0.00021889089194262795,2.19,APROVAR,APROVAR,50.03,31,72,147,40.29,1.24174733184413,0,0,1,1,20.0,10,8,0,1,0,0,0.0,0.0356665401429214
0,0.00022130255122386662,0,False,,0.4420169133863265,0.16529760577449892,True,0.0,0.00022130255122386662,2.21,APROVAR,APROVAR,228.8,35,14,265,50.0,4.5760000000000005,0,0,1,1,0.0,11,7,0,1,0,0,0.0,0.0356665401429214
0,0.00024381248592543142,0,False,,0.21413045202849573,0.17210058386613958,True,0.0,0.00024381248592543142,2.44,APROVAR,APROVAR,100.0,48,53,238,20.79,4.81000481000481,0,0,1,0,0.0,14,4,0,1,0,0,0.0,0.0356665401429214
0,0.00022427746711591642,0,False,,0.5014676249861171,0.1630546267079379,True,0.0,0.00022427746711591642,2.24,APROVAR,APROVAR,22.9,46,35,19,15.8,1.4493670886075949,0,0,1,1,0.0,21,6,0,1,0,0,0.0,0.0356665401429214
0,0.00022968960853123586,0,False,,0.5935234106018056,0.15872153216992735,True,0.0,0.00022968960853123586,2.3,APROVAR,APROVAR,4.99,50,301,81,80.0,0.062375,0,0,1,0,0.0,9,2,0,1,0,1,6772.97,0.0007367521190851
0,0.00027844037727115526,0,False,,0.041442556364732576,0.17839002720447183,True,0.0,0.00027844037727115526,2.78,APROVAR,APROVAR,50.0,47,55,173,58.3,0.8576329331046313,0,0,1,1,0.0,13,6,0,1,0,0,0.0,0.0356665401429214
0,0.00023322370135995133,0,False,,0.5543338569184635,0.1607060695539813,True,0.0,0.00023322370135995133,2.33,APROVAR,APROVAR,173.49,49,129,152,100.0,1.7349,0,0,1,0,0.0,9,2,0,1,0,1,0.0,0.0356665401429214
0,0.0002492263498159323,0,False,,0.9622225395465436,0.09322449256738952,True,0.0,0.0002492263498159323,2.49,APROVAR,APROVAR,250.0,5,70,541,146.98,1.7009116886651243,0,0,1,0,0.0,10,3,0,2,0,0,0.0,0.0356665401429214
0,0.00025235737699570216,0,False,,0.6767417138686594,0.15375765590375923,True,0.0,0.00025235737699570216,2.52,APROVAR,APROVAR,40.0,57,10,58,30.0,1.3333333333333333,0,0,1,1,26.0,13,10,0,1,0,0,0.0,0.0356665401429214
0,0.0004009703145249253,0,False,,0.8434639122915576,0.1374974004264975,True,0.0,0.0004009703145249253,4.01,APROVAR,APROVAR,218.4,23,129,139,1042.76,0.2094441674018949,0,0,1,0,26.0,8,5,0,1,0,1,0.0,0.0356665401429214
0,0.00022342584632638782,0,False,,0.5695495581258826,0.15997085246711207,True,0.0,0.00022342584632638782,2.23,APROVAR,APROVAR,20.0,34,12,151,23.49,0.8514261387824607,0,0,1,0,0.0,17,5,0,2,0,0,0.0,0.0356665401429214
0,0.0005136685964528778,0,False,,0.8450029352499723,0.1372111021232218,True,0.0,0.0005136685964528778,5.14,APROVAR,APROVAR,200.0,49,308,38,180.0,1.1111111111111112,0,0,1,0,0.0,15,2,0,1,0,0,8081.31,0.0247484628111036
0,0.00023707003338740827,0,False,,0.892918907769686,0.12830553744996964,True,0.0,0.00023707003338740827,2.37,APROVAR,APROVAR,442.0,25,9,50,50.0,8.84,0,0,1,0,0.0,14,5,0,1,0,1,0.0,0.0356665401429214
0,0.0002236942249479334,0,False,,0.5607755406413124,0.16039358540802623,True,0.0,0.0002236942249479334,2.24,APROVAR,APROVAR,2.0,32,62,34,10.0,0.2,0,0,1,1,0.0,19,5,0,1,0,0,0.0,0.0356665401429214
0,0.00033591997116692884,0,False,,0.9708061624383201,0.08285344771225489,True,0.0,0.00033591997116692884,3.36,APROVAR,APROVAR,1500.0,44,168,90,150.0,10.0,0,0,1,1,50.0,13,8,0,1,0,0,19000.08,0.0789470360124799
0,0.00021968600950055868,0,False,,0.5584273406635252,0.16051288459633017,True,0.0,0.00021968600950055868,2.2,APROVAR,APROVAR,40.0,50,238,49,38.64,1.0351966873706004,0,0,1,0,0.0,10,2,0,1,0,1,0.0,0.0356665401429214
0,0.00030376310409724094,0,False,,0.6653815031653101,0.15453272069947277,True,0.0,0.00030376310409724094,3.04,APROVAR,APROVAR,69.89,57,375,44,26.94,2.5942835931700072,0,0,1,1,26.0,13,7,0,1,0,0,3519.23,0.0198594578927776
0,0.00022596939078316797,0,False,,0.9889095149697749,0.04083947025869089,True,0.0,0.00022596939078316797,2.26,APROVAR,APROVAR,2000.0,36,167,27,100.0,20.0,0,0,1,0,0.0,15,2,0,1,0,1,0.01,200000.0
0,0.0002225323172398254,0,False,,0.09702191124438733,0.17621942758591874,True,0.0,0.0002225323172398254,2.23,APROVAR,APROVAR,7.5,31,42,89,60.0,0.125,0,0,1,0,0.0,14,4,0,1,0,1,0.0,0.0356665401429214
0,0.0002241382661771231,0,False,,0.9355672965554445,0.11313208556013399,True,0.0,0.0002241382661771231,2.24,APROVAR,APROVAR,20.0,30,72,638,10.0,2.0,0,0,1,0,0.0,1,3,0,1,0,1,0.0,0.0356665401429214
0,0.00022482927492421668,0,False,,0.7472353118504768,0.14830063455564974,True,0.0,0.00022482927492421668,2.25,APROVAR,APROVAR,9.0,55,395,297,25.0,0.36,0,0,1,0,0.0,11,2,0,2,0,1,8839.47,0.0010181605910761
0,0.00022329966216153886,0,False,,0.06132292509559395,0.17756002360259426,True,0.0,0.00022329966216153886,2.23,APROVAR,APROVAR,10.0,43,32,161,10.0,1.0,0,0,1,0,0.0,13,4,0,1,0,0,0.0,0.0356665401429214
0,0.00029041258165523335,0,False,,0.8826058673267012,0.1306541227493797,True,0.0,0.00029041258165523335,2.9,APROVAR,APROVAR,41.39,42,167,204,50.0,0.8278,0,0,1,1,26.0,20,7,0,2,0,0,0.01,4139.0
0,0.00024798025547148877,0,False,,0.8939660780300506,0.12810717675786626,True,0.0,0.00024798025547148877,2.48,APROVAR,APROVAR,55.0,44,37,32,55.0,1.0,0,0,1,0,60.0,17,9,0,1,0,0,0.0,0.0356665401429214
0,0.0004388186836015597,0,False,,0.986989702825773,0.04845993973728413,True,0.0,0.0004388186836015597,4.39,APROVAR,APROVAR,553.8,80,540,28,840.0,0.6592857142857143,0,0,1,1,0.0,19,7,0,1,0,0,17659.51,0.0313598735185744
0,0.0002263120750518146,0,False,,0.8835895727228014,0.1304166124309391,True,0.0,0.0002263120750518146,2.26,APROVAR,APROVAR,10.0,43,192,354,21.0,0.4761904761904761,0,0,1,0,26.0,17,6,0,3,1,0,0.0,0.0356665401429214
0,0.00027033465855085296,0,False,,0.8809240484236914,0.1309939427786097,True,0.0,0.00027033465855085296,2.7,APROVAR,APROVAR,147.9,70,403,71,100.0,1.479,0,0,1,1,26.0,11,9,0,1,0,0,3562.31,0.0415180037672184
0,0.0003281734945732659,0,False,,0.4628968537293541,0.16457098689806776,True,0.0,0.0003281734945732659,3.28,APROVAR,APROVAR,300.0,29,52,248,350.0,0.8571428571428571,0,0,1,0,0.0,15,4,0,1,0,0,0.0,0.0356665401429214
0,0.0004159902308642629,0,False,,0.7707014454122836,0.1461566904569161,True,0.0,0.0004159902308642629,4.16,APROVAR,APROVAR,30.0,27,55,88,30.0,1.0,0,0,1,1,0.0,8,6,0,2,0,0,0.0,0.0356665401429214
0,0.00023931195246927608,0,False,,0.96203214495375,0.09332181595338879,True,0.0,0.00023931195246927608,2.39,APROVAR,APROVAR,1500.0,49,307,101,44.0,34.09090909090909,0,0,1,0,0.0,17,3,0,1,1,0,7278.44,0.2060881177834811
0,0.00022733651729253213,0,False,,0.953273993685246,0.1009647241553383,True,0.0,0.00022733651729253213,2.27,APROVAR,APROVAR,34.1,35,56,114,14.0,2.435714285714286,0,0,1,1,0.0,13,6,0,2,0,0,0.0,0.0356665401429214
0,0.0002237750400003414,0,False,,0.24245164770653846,0.17124436137262228,True,0.0,0.0002237750400003414,2.24,APROVAR,APROVAR,28.0,42,7,57,49.96,0.5604483586869495,0,0,1,0,0.0,9,5,0,1,0,0,0.0,0.0356665401429214
0,0.00022499167470303976,0,False,,0.33683976708394814,0.16849848745241852,True,0.0,0.00022499167470303976,2.25,APROVAR,APROVAR,50.0,39,57,44,28.0,1.7857142857142858,0,0,1,0,0.0,20,4,0,1,0,0,0.0,0.0356665401429214
0,0.00021843481380768396,0,False,,0.7099497040950704,0.15133974244729387,True,0.0,0.00021843481380768396,2.18,APROVAR,APROVAR,47.96,37,250,95,25.0,1.9184,0,0,1,1,0.0,19,4,0,2,0,0,0.0,0.0356665401429214
0,0.0002259582865386249,0,False,,0.6826439462452599,0.15335450999342476,True,0.0,0.0002259582865386249,2.26,APROVAR,APROVAR,100.0,17,28,140,97.79,1.022599447796298,0,0,1,0,0.0,19,6,0,1,1,0,0.0,0.0356665401429214
0,0.00022383803082646784,0,False,,0.7101718311199962,0.151324628392438,True,0.0,0.00022383803082646784,2.24,APROVAR,APROVAR,14.75,46,59,189,14.75,1.0,0,0,1,1,0.0,7,6,0,2,0,0,0.0,0.0356665401429214
0,0.00022241193381340458,0,False,,0.540276389483872,0.1613704654905736,True,0.0,0.00022241193381340458,2.22,APROVAR,APROVAR,10.0,38,11,201,10.0,1.0,0,0,1,1,26.0,11,10,0,1,0,0,0.0,0.0356665401429214
0,0.0002470815736287862,0,False,,0.5485902867025243,0.1609911109465222,True,0.0,0.0002470815736287862,2.47,APROVAR,APROVAR,59.98,40,170,117,62.0,0.9674193548387096,0,0,1,0,0.0,20,2,0,1,0,0,2219.88,0.027019478530371
0,0.00022971446304309194,0,False,,0.4450949593031558,0.16518950443782104,True,0.0,0.00022971446304309194,2.3,APROVAR,APROVAR,20.46,66,56,129,20.0,1.023,0,0,1,0,0.0,11,7,0,1,1,0,0.0,0.0356665401429214
0,0.00031685145162474,0,False,,0.9897186919891475,0.03695182004397152,True,0.0,0.00031685145162474,3.17,APROVAR,APROVAR,2000.0,74,10,42,180.0,11.11111111111111,0,0,1,0,26.0,11,10,0,1,0,1,0.0,0.0356665401429214
0,0.00022567747157383505,0,False,,0.9151316102622685,0.12190588685463921,True,0.0,0.00022567747157383505,2.26,APROVAR,APROVAR,27.0,81,202,442,33.0,0.8181818181818182,0,0,1,1,0.0,10,7,0,1,0,0,0.0,0.0356665401429214
0,0.00022342584632638782,0,False,,0.38612023418534913,0.16706831367642316,True,0.0,0.00022342584632638782,2.23,APROVAR,APROVAR,24.0,24,4,156,20.0,1.2,0,0,1,1,0.0,18,7,0,1,0,0,0.0,0.0356665401429214
0,0.00026041947535052285,0,False,,0.6590826153870564,0.154915292716934,True,0.0,0.00026041947535052285,2.6,APROVAR,APROVAR,40.0,50,10,71,36.0,1.1111111111111112,0,0,1,1,22.0,14,10,0,1,0,0,0.0,0.0356665401429214
0,0.00025741353632914576,0,False,,0.6878639313310169,0.152986965215834,True,0.0,0.00025741353632914576,2.57,APROVAR,APROVAR,100.0,51,357,54,115.0,0.8695652173913043,0,0,1,0,26.0,11,6,0,1,1,0,9624.32,0.0103903444606995
0,0.00022349119379871805,0,False,,0.4031288178082409,0.16654409230277595,True,0.0,0.00022349119379871805,2.23,APROVAR,APROVAR,5.0,20,10,96,23.0,0.217391304347826,0,0,1,0,0.0,11,5,0,1,0,0,0.0,0.0356665401429214
0,0.000248799111734977,0,False,,0.9771685150808384,0.0726169249017356,True,0.0,0.000248799111734977,2.49,APROVAR,APROVAR,2050.0,2,26,265,160.0,12.8125,0,0,1,1,0.0,16,7,0,1,0,0,0.0,0.0356665401429214
0,0.00023330113359960623,0,False,,0.3218937915496533,0.16893023678342906,True,0.0,0.00023330113359960623,2.33,APROVAR,APROVAR,50.0,38,144,155,25.0,2.0,0,0,1,0,26.0,11,5,0,1,0,1,4228.57,0.0118243283190298
0,0.018957837606554756,0,False,,0.9952084027480286,-0.0030547385140581307,True,0.05,0.06895783760655476,59.48,APROVAR,APROVAR,3574.38,59,236,14,620.0,5.765129032258065,0,0,1,1,0.0,10,4,0,1,0,0,0.0,0.0356665401429214
0,0.0002338779320749262,0,False,,0.40384279753121677,0.16651962555619476,True,0.0,0.0002338779320749262,2.34,APROVAR,APROVAR,30.0,46,10,647,132.06,0.2271694684234438,0,0,1,0,0.0,14,5,0,1,0,1,0.0,0.0356665401429214
0,0.00024912951514494553,0,False,,0.999635077030479,-0.13639331178520508,True,0.05,0.05024912951514495,50.12,APROVAR,APROVAR,13590.25,39,241,210,200.0,67.95125,0,0,0,0,26.0,17,3,0,1,0,1,0.01,1359025.0
0,0.00022349119379871805,0,False,,0.9583987814746061,0.0966892075800092,True,0.0,0.00022349119379871805,2.23,APROVAR,APROVAR,7.0,22,51,73,20.0,0.35,0,0,1,1,26.0,1,9,0,2,0,0,0.0,0.0356665401429214
0,0.00022310397170757746,0,False,,0.9646342043885954,0.09045755613018414,True,0.0,0.00022310397170757746,2.23,APROVAR,APROVAR,4.32,33,183,105,20.0,0.216,0,0,1,1,0.0,17,4,0,2,0,0,560.0,0.0077142857142857
0,0.0002834008097161095,0,False,,0.8542370730004601,0.13575464647925056,True,0.0,0.0002834008097161095,2.83,APROVAR,APROVAR,118.37,72,77,59,150.0,0.7891333333333334,0,0,1,1,0.0,21,7,0,1,0,0,0.0,0.0356665401429214
0,0.0002303572674214628,0,False,,0.4249607311152363,0.16586982736165612,True,0.0,0.0002303572674214628,2.3,APROVAR,APROVAR,60.0,36,10,36,60.0,1.0,0,0,1,1,0.0,18,7,0,1,0,0,0.0,0.0356665401429214
0,0.0002578896956908159,0,False,,0.8561092864962635,0.13543263431556402,True,0.0,0.0002578896956908159,2.58,APROVAR,APROVAR,40.0,53,386,103,40.0,1.0,0,0,1,1,20.0,15,7,0,2,0,0,2738.42,0.0146069631393285
0,0.0002839471432156439,0,False,,0.3554984371777175,0.16795529642737655,True,0.0,0.0002839471432156439,2.84,APROVAR,APROVAR,50.0,41,186,105,33.33,1.5001500150015,0,0,1,0,26.0,10,6,0,1,1,0,2070.0,0.0241545893719806
0,0.00022459489468717713,0,False,,0.43211639456106116,0.16561931943440483,True,0.0,0.00022459489468717713,2.25,APROVAR,APROVAR,10.0,57,59,424,90.0,0.1111111111111111,0,0,1,1,0.0,11,6,0,1,0,0,0.0,0.0356665401429214
0,0.00024347173093574624,0,False,,0.7809034223428054,0.1451511363002853,True,0.0,0.00024347173093574624,2.43,APROVAR,APROVAR,189.97,60,35,185,58.8,3.2307823129251703,0,0,1,1,26.0,11,10,0,1,0,0,0.0,0.0356665401429214
0,0.0003174729501399057,0,False,,0.9255874466498485,0.11793125851180303,True,0.0,0.0003174729501399057,3.17,APROVAR,APROVAR,375.0,55,355,57,170.0,2.2058823529411766,0,0,1,0,0.0,18,2,0,1,0,1,3861.67,0.0971082459143324
0,0.00023353951321369921,0,False,,0.39814682596347595,0.16670477031034192,True,0.0,0.00023353951321369921,2.34,APROVAR,APROVAR,30.0,43,186,256,140.0,0.2142857142857142,0,0,1,0,0.0,19,2,0,1,0,1,14636.19,0.0020497137574737
0,0.00022233985828228888,0,False,,0.6983197677185968,0.15222847486109076,True,0.0,0.00022233985828228888,2.22,APROVAR,APROVAR,22.0,49,207,88,40.0,0.55,0,0,1,0,0.0,12,3,0,2,1,0,0.0,0.0356665401429214
0,0.00025267062830603825,0,False,,0.8630745553492948,0.13432567466113854,True,0.0,0.00025267062830603825,2.53,APROVAR,APROVAR,49.79,58,446,101,133.96,0.3716781128695132,0,0,1,0,22.0,12,6,0,2,1,0,3720.82,0.0133814589257206
0,0.00023248540386833433,0,False,,0.6161010360639091,0.1575221876684847,True,0.0,0.00023248540386833433,2.32,APROVAR,APROVAR,100.0,53,29,221,15.26,6.553079947575361,0,0,1,0,26.0,19,8,0,1,0,0,0.0,0.0356665401429214
0,0.00022245472349476683,0,False,,0.5822107985466546,0.15931319795614712,True,0.0,0.00022245472349476683,2.22,APROVAR,APROVAR,30.0,25,30,36,136.63,0.2195711044426553,0,0,1,0,26.0,14,8,0,1,0,0,0.0,0.0356665401429214
0,0.00022857203848298467,0,False,,0.048820346835483204,0.17806569659455135,True,0.0,0.00022857203848298467,2.29,APROVAR,APROVAR,19.12,37,49,115,33.0,0.5793939393939395,0,0,1,0,0.0,18,5,0,1,1,0,0.0,0.0356665401429214
0,0.00023467151339555525,0,False,,0.9172100845669316,0.12118934748712112,True,0.0,0.00023467151339555525,2.35,APROVAR,APROVAR,600.0,39,191,120,10.9,55.04587155963303,0,0,1,0,0.0,13,2,0,1,0,0,0.0,0.0356665401429214
0,0.00022691862339602366,0,False,,0.7629269995398797,0.1468955838072572,True,0.0,0.00022691862339602366,2.27,APROVAR,APROVAR,10.0,37,62,589,46.0,0.217391304347826,0,0,1,0,0.0,22,3,0,1,0,1,0.0,0.0356665401429214
0,0.0002247374751438147,0,False,,0.8175226490234344,0.1410295016117959,True,0.0,0.0002247374751438147,2.25,APROVAR,APROVAR,115.0,66,434,45,82.22,1.3986864509851618,0,0,1,0,0.0,10,4,0,1,0,0,0.01,11500.0
0,0.0002236218190420284,0,False,,0.9550827423167849,0.09956093473104377,True,0.0,0.0002236218190420284,2.24,APROVAR,APROVAR,5.16,31,24,204,10.96,0.4708029197080292,0,0,1,1,0.0,14,7,0,2,0,0,0.0,0.0356665401429214
