transaction_id,is_fraud,anomaly_score,is_first_tx_trimestre,lgbm_score,ensemble_conditional,if_active,if_weight,ensemble_boost_cond
E0000020820260212142033512112525,0,0.7174638487208009,0,2.1709232799448e-06,2.1709232799448e-06,0,0.0,2.1709232799448e-06
E0000020820260212142238874360525,0,0.735632183908046,0,1.5945277339610595e-06,1.5945277339610595e-06,0,0.0,1.5945277339610595e-06
E0000020820260212142232501359525,0,0.6763070077864294,0,1.0663420950954843e-06,1.0663420950954843e-06,0,0.0,1.0663420950954843e-06
E0000020820260212142305611881525,0,0.23841305153874676,0,1.0063769714352405e-06,1.0063769714352405e-06,0,0.0,1.0063769714352405e-06
E0000020820260212142446756675525,0,0.19095291064145348,0,2.695764020683048e-06,2.695764020683048e-06,0,0.0,2.695764020683048e-06
E0000020820260212142524463354525,0,0.05116796440489433,0,5.625903893003077e-06,5.625903893003077e-06,0,0.0,5.625903893003077e-06
E0000020820260212142600858931525,0,0.26918798665183535,0,1.2274065448955433e-06,1.2274065448955433e-06,0,0.0,1.2274065448955433e-06
E0000020820260212142739570205525,0,0.41342232109751575,0,8.28847047006619e-07,8.28847047006619e-07,0,0.0,8.28847047006619e-07
E0000020820260212142950286833525,0,0.21764923989618093,0,5.054525002171759e-07,5.054525002171759e-07,0,0.0,5.054525002171759e-07
E0000020820260212143011965912525,0,0.3526140155728587,0,1.4622018601145256e-06,1.4622018601145256e-06,0,0.0,1.4622018601145256e-06
E0000020820260212142956678852525,0,0.45124212087504634,0,2.029747735758084e-06,2.029747735758084e-06,0,0.0,2.029747735758084e-06
E0000020820260212143054857417525,0,0.44308490915832405,0,1.6443650004704224e-05,1.6443650004704224e-05,0,0.0,1.6443650004704224e-05
E0000020820260212143147171256525,0,0.564330737856878,0,3.312446994559571e-06,3.312446994559571e-06,0,0.0,3.312446994559571e-06
E0000020820260212143350663335525,0,0.043010752688172046,0,1.2233094621420388e-06,1.2233094621420388e-06,0,0.0,1.2233094621420388e-06
E0000020820260212143649297980525,0,0.06562847608453838,0,6.619729573044064e-07,6.619729573044064e-07,0,0.0,6.619729573044064e-07
E0000020820260212143957717514525,0,0.03188728216536893,0,1.3025436925924755e-06,1.3025436925924755e-06,0,0.0,1.3025436925924755e-06
E0000020820260212144034384768525,0,0.146459028550241,0,9.78312322747017e-07,9.78312322747017e-07,0,0.0,9.78312322747017e-07
E0000020820260212144053646965525,0,0.6370040786058584,0,1.6125451850745077e-06,1.6125451850745077e-06,0,0.0,1.6125451850745077e-06
E0000020820260212144125336586525,0,0.875046347793845,0,1.8184402917685432e-06,1.8184402917685432e-06,0,0.0,1.8184402917685432e-06
E0000020820260212144410414473525,0,0.3622543566926214,0,2.915713138450798e-06,2.915713138450798e-06,0,0.0,2.915713138450798e-06
E0000020820260212144430335658525,0,0.06562847608453838,0,3.1980834585249807e-06,3.1980834585249807e-06,0,0.0,3.1980834585249807e-06
E0000020820260212144454472224525,0,0.5120504263997033,0,2.9690094325145757e-06,2.9690094325145757e-06,0,0.0,2.9690094325145757e-06
E0000020820260212144502304460525,0,0.6281053021876158,0,1.9288657561500677e-06,1.9288657561500677e-06,0,0.0,1.9288657561500677e-06
E0000020820260212144530658912525,0,0.5231738969225065,0,8.150483972430306e-06,8.150483972430306e-06,0,0.0,8.150483972430306e-06
E0000020820260212144639241169525,0,0.746384872080089,0,1.113818346200949e-06,1.113818346200949e-06,0,0.0,1.113818346200949e-06
E0000020820260212144847069100525,0,0.5179829440118651,0,5.011838710074967e-06,5.011838710074967e-06,0,0.0,5.011838710074967e-06
E0000020820260212144911233904525,0,0.12643678160919541,0,1.6264964940436125e-06,1.6264964940436125e-06,0,0.0,1.6264964940436125e-06
E0000020820260212145044377123525,0,0.60697070819429,0,1.5159239492182411e-06,1.5159239492182411e-06,0,0.0,1.5159239492182411e-06
E0000020820260212145102361614525,0,0.3470522803114572,0,2.127110164021508e-06,2.127110164021508e-06,0,0.0,2.127110164021508e-06
E0000020820260212145136544678525,0,0.8168335187245087,0,1.5513119448882652e-06,1.5513119448882652e-06,0,0.0,1.5513119448882652e-06
E0000020820260212145220032359525,0,0.8531701890989989,0,6.380865651047474e-06,6.380865651047474e-06,0,0.0,6.380865651047474e-06
E0000020820260212145716250213525,0,0.2525027808676307,0,2.139267419048566e-06,2.139267419048566e-06,0,0.0,2.139267419048566e-06
E0000020820260212150328824471525,0,0.7997775305895439,0,3.281688168183188e-06,3.281688168183188e-06,0,0.0,3.281688168183188e-06
E0000020820260212150505678756525,0,0.5194660734149055,0,1.838231911292041e-06,1.838231911292041e-06,0,0.0,1.838231911292041e-06
E0000020820260212150602547371525,0,0.39228772710418985,0,1.5071340525930093e-06,1.5071340525930093e-06,0,0.0,1.5071340525930093e-06
E0000020820260212150835921685525,0,0.5647015202076381,0,3.7799060260862903e-06,3.7799060260862903e-06,0,0.0,3.7799060260862903e-06
E0000020820260212150916152431525,0,0.2925472747497219,0,6.23058172340836e-07,6.23058172340836e-07,0,0.0,6.23058172340836e-07
E0000020820260212151016377824525,0,0.4364108268446422,0,4.137219817549174e-06,4.137219817549174e-06,0,0.0,4.137219817549174e-06
E0000020820260212150921301607525,1,0.6210604375231739,1,0.941967029986172,0.941967029986172,0,0.0,0.941967029986172
E0000020820260212151307667646525,0,0.5480163144234335,0,2.1036649527699426e-06,2.1036649527699426e-06,0,0.0,2.1036649527699426e-06
E0000020820260212151519483790525,0,0.164256581386726,0,1.0980965021046267e-06,1.0980965021046267e-06,0,0.0,1.0980965021046267e-06
E0000020820260212151535134485525,0,0.06192065257693734,0,2.720691834318329e-06,2.720691834318329e-06,0,0.0,2.720691834318329e-06
E0000020820260212151738634970525,0,0.19651464590285503,0,5.270227996349515e-06,5.270227996349515e-06,0,0.0,5.270227996349515e-06
E0000020820260212151728860299525,0,0.39228772710418985,0,2.76866812060736e-06,2.76866812060736e-06,0,0.0,2.76866812060736e-06
E0000020820260212152025973528525,0,0.44975899147200593,0,3.01861818867189e-06,3.01861818867189e-06,0,0.0,3.01861818867189e-06
E0000020820260212152019604780525,0,0.746384872080089,0,2.9025517163170272e-06,2.9025517163170272e-06,0,0.0,2.9025517163170272e-06
E0000020820260212152320626863525,0,0.45272525027808674,0,1.245172544526966e-06,1.245172544526966e-06,0,0.0,1.245172544526966e-06
E0000020820260212152514039219525,0,0.13274008157211717,0,5.278237726954092e-06,5.278237726954092e-06,0,0.0,5.278237726954092e-06
E0000020820260212152541231337525,0,0.25954764553207266,0,4.643523257168831e-06,4.643523257168831e-06,0,0.0,4.643523257168831e-06
E0000020820260212152823243225525,0,0.05116796440489433,0,3.027209508866606e-06,3.027209508866606e-06,0,0.0,3.027209508866606e-06
E0000020820260212152836701788525,0,0.6959584723767148,0,4.3548094933909614e-06,4.3548094933909614e-06,0,0.0,4.3548094933909614e-06
E0000020820260212153021445577525,0,0.7708565072302559,0,1.1480667706049929e-06,1.1480667706049929e-06,0,0.0,1.1480667706049929e-06
E0000020820260212153323645147525,0,0.7860585836114201,0,1.5282608003082242e-06,1.5282608003082242e-06,0,0.0,1.5282608003082242e-06
E0000020820260212153301868490525,0,0.38561364479050797,0,8.823921641154022e-07,8.823921641154022e-07,0,0.0,8.823921641154022e-07
E0000020820260212153409072924525,0,0.06229143492769744,0,1.0114402623947192e-06,1.0114402623947192e-06,0,0.0,1.0114402623947192e-06
E0000020820260212153611260879525,0,0.27919911012235815,0,1.44783054987148e-06,1.44783054987148e-06,0,0.0,1.44783054987148e-06
E0000020820260212153747280376525,0,0.25435669262143124,0,1.567955374170558e-06,1.567955374170558e-06,0,0.0,1.567955374170558e-06
E0000020820260212153752230542525,0,0.3359288097886541,0,2.0325650484625377e-06,2.0325650484625377e-06,0,0.0,2.0325650484625377e-06
E0000020820260212153926500463525,0,0.36373748609566187,0,2.381480561736453e-06,2.381480561736453e-06,0,0.0,2.381480561736453e-06
E0000020820260212154029789303525,0,0.46162402669632924,0,2.233001002490293e-06,2.233001002490293e-06,0,0.0,2.233001002490293e-06
E0000020820260212154022877667525,0,0.8872821653689285,0,2.8521319407479663e-05,2.8521319407479663e-05,0,0.0,2.8521319407479663e-05
E0000020820260212154141950998525,0,0.2625139043381535,0,1.1651260829266888e-06,1.1651260829266888e-06,0,0.0,1.1651260829266888e-06
E0000020820260212154332252157525,0,0.40304041527623286,0,3.6979281822563576e-06,3.6979281822563576e-06,0,0.0,3.6979281822563576e-06
E0000020820260212154509665133525,0,0.3878383388950686,0,9.65583149307072e-06,9.65583149307072e-06,0,0.0,9.65583149307072e-06
E0000020820260212154714717970525,0,0.6796440489432704,0,5.702405982388959e-06,5.702405982388959e-06,0,0.0,5.702405982388959e-06
E0000020820260212154732719451525,0,0.3185020393029292,0,2.429372801164757e-06,2.429372801164757e-06,0,0.0,2.429372801164757e-06
E0000020820260212154747296141525,0,0.26362625139043383,0,2.3404832631318346e-06,2.3404832631318346e-06,0,0.0,2.3404832631318346e-06
E0000020820260212155027906196525,0,0.41379310344827586,0,3.095421553620606e-06,3.095421553620606e-06,0,0.0,3.095421553620606e-06
E0000020820260212155149983363525,0,0.24619948090470894,0,2.9119037209632903e-06,2.9119037209632903e-06,0,0.0,2.9119037209632903e-06
E0000020820260212155223498366525,0,0.0863922877271042,0,2.2915838172591902e-06,2.2915838172591902e-06,0,0.0,2.2915838172591902e-06
E0000020820260212155153631772525,0,0.1653689284390063,0,5.28764481024312e-07,5.28764481024312e-07,0,0.0,5.28764481024312e-07
E0000020820260212155510797128525,0,0.29551353355580273,0,5.528680603943082e-06,5.528680603943082e-06,0,0.0,5.528680603943082e-06
E0000020820260212155752868268525,0,0.23618835743418612,0,8.289896574777246e-07,8.289896574777246e-07,0,0.0,8.289896574777246e-07
E0000020820260212155803127190525,0,0.9740452354467928,0,5.575594140114106e-06,5.575594140114106e-06,0,0.0,5.575594140114106e-06
E0000020820260212155824904143525,0,0.44975899147200593,0,2.893686621241103e-06,2.893686621241103e-06,0,0.0,2.893686621241103e-06
E0000020820260212160239406857525,0,0.5947348906192065,0,1.651139717205562e-06,1.651139717205562e-06,0,0.0,1.651139717205562e-06
E0000020820260212160359376611525,0,0.5294771968854283,0,1.1742019994128444e-06,1.1742019994128444e-06,0,0.0,1.1742019994128444e-06
E0000020820260212160707798338525,0,0.5776789024842417,0,7.886500234896983e-07,7.886500234896983e-07,0,0.0,7.886500234896983e-07
E0000020820260212160711510215525,0,0.9150908416759362,0,2.599390959570697e-06,2.599390959570697e-06,0,0.0,2.599390959570697e-06
E0000020820260212160825573502525,0,0.8887652947719689,0,5.684876109006994e-07,5.684876109006994e-07,0,0.0,5.684876109006994e-07
E0000020820260212160838625657525,0,0.07341490545050056,0,1.3489760139156526e-06,1.3489760139156526e-06,0,0.0,1.3489760139156526e-06
E0000020820260212160939230937525,0,0.0007415647015202076,0,6.580680231837827e-07,6.580680231837827e-07,0,0.0,6.580680231837827e-07
E0000020820260212161105014936525,0,0.10530218761586949,0,6.989226302628765e-06,6.989226302628765e-06,0,0.0,6.989226302628765e-06
E0000020820260212161344185428525,0,0.5342973674453096,0,4.453286569616904e-06,4.453286569616904e-06,0,0.0,4.453286569616904e-06
E0000020820260212161631166386525,0,0.4267704857248795,0,1.0133105701857897e-05,1.0133105701857897e-05,0,0.0,1.0133105701857897e-05
E0000020820260212161653272163525,0,0.6266221727845754,0,1.2577398733598898e-05,1.2577398733598898e-05,0,0.0,1.2577398733598898e-05
E0000020820260212161756530842525,0,0.4801631442343344,0,4.252253416190095e-06,4.252253416190095e-06,0,0.0,4.252253416190095e-06
E0000020820260212161648565827525,0,0.5491286614757137,0,3.145948190065372e-06,3.145948190065372e-06,0,0.0,3.145948190065372e-06
E0000020820260212161843875995525,0,0.3652206154987023,0,7.870368770568843e-07,7.870368770568843e-07,0,0.0,7.870368770568843e-07
E0000020820260212161954140554525,0,0.25546903967371154,0,2.3592444761910794e-06,2.3592444761910794e-06,0,0.0,2.3592444761910794e-06
E0000020820260212162023139162525,0,0.27882832777159805,0,4.127968320151774e-06,4.127968320151774e-06,0,0.0,4.127968320151774e-06
E0000020820260212162810902588525,0,0.696700037078235,0,1.1418732665907536e-05,1.1418732665907536e-05,0,0.0,1.1418732665907536e-05
E0000020820260212162908396862525,0,0.6370040786058584,0,1.4672258993342082e-06,1.4672258993342082e-06,0,0.0,1.4672258993342082e-06
E0000020820260212163051884587525,0,0.28883945124212085,0,4.306933370879401e-06,4.306933370879401e-06,0,0.0,4.306933370879401e-06
E0000020820260212163301309958525,0,0.6544308490915832,0,6.919383671641041e-06,6.919383671641041e-06,0,0.0,6.919383671641041e-06
E0000020820260212163342643334525,0,0.3548387096774194,0,4.038815691231099e-06,4.038815691231099e-06,0,0.0,4.038815691231099e-06
E0000020820260212163346380254525,0,0.17982944011865035,0,1.6504974590555462e-06,1.6504974590555462e-06,0,0.0,1.6504974590555462e-06
E0000020820260212163349475765525,0,0.08416759362254357,0,4.336474450053916e-06,4.336474450053916e-06,0,0.0,4.336474450053916e-06
E0000020820260212163518611615525,0,0.7245087133852428,0,4.636151877321206e-06,4.636151877321206e-06,0,0.0,4.636151877321206e-06
E0000020820260212163511004129525,0,0.41490545050055616,0,4.007676348671153e-06,4.007676348671153e-06,0,0.0,4.007676348671153e-06
E0000020820260212163506361619525,0,0.12050426399703375,0,2.0595796780013948e-05,2.0595796780013948e-05,0,0.0,2.0595796780013948e-05
E0000020820260212163456853245525,0,0.2895810159436411,0,1.8659859576309675e-06,1.8659859576309675e-06,0,0.0,1.8659859576309675e-06
E0000020820260212163704462288525,0,0.39080459770114945,0,1.2191048939702656e-06,1.2191048939702656e-06,0,0.0,1.2191048939702656e-06
E0000020820260212163901230567525,0,0.3018168335187245,0,1.4196298619679113e-06,1.4196298619679113e-06,0,0.0,1.4196298619679113e-06
E0000020820260212163935314640525,0,0.25546903967371154,0,5.621670456351205e-06,5.621670456351205e-06,0,0.0,5.621670456351205e-06
E0000020820260212163925799670525,0,0.3455691509084168,0,5.30982141127228e-06,5.30982141127228e-06,0,0.0,5.30982141127228e-06
E0000020820260212164141397877525,0,0.7011494252873564,0,1.4689421599441791e-06,1.4689421599441791e-06,0,0.0,1.4689421599441791e-06
E0000020820260212164415291865525,0,0.46014089729328883,0,1.6932160674216391e-06,1.6932160674216391e-06,0,0.0,1.6932160674216391e-06
E0000020820260212164601863116525,0,0.10085279940674824,0,3.1866935440300174e-06,3.1866935440300174e-06,0,0.0,3.1866935440300174e-06
E0000020820260212164631827595525,0,0.2825361512791991,0,3.0024867928295937e-05,3.0024867928295937e-05,0,0.0,3.0024867928295937e-05
E0000020820260212164718658210525,0,0.1546162402669633,0,1.27624808665165e-06,1.27624808665165e-06,0,0.0,1.27624808665165e-06
E0000020820260212164719669678525,0,0.5224323322209863,0,2.779651735283885e-06,2.779651735283885e-06,0,0.0,2.779651735283885e-06
E0000020820260212164741601697525,0,0.9695958472376714,0,4.647611423441362e-06,4.647611423441362e-06,0,0.0,4.647611423441362e-06
E0000020820260212164845630995525,0,0.012977382276603633,0,1.1794560530343436e-06,1.1794560530343436e-06,0,0.0,1.1794560530343436e-06
E0000020820260212164906644569525,0,0.899888765294772,0,2.2182656241319222e-06,2.2182656241319222e-06,0,0.0,2.2182656241319222e-06
E0000020820260212165039717419525,0,0.3147942157953281,0,2.304679686249767e-06,2.304679686249767e-06,0,0.0,2.304679686249767e-06
E0000020820260212165123223317525,0,0.6863181312569522,0,1.757705264736031e-06,1.757705264736031e-06,0,0.0,1.757705264736031e-06
E0000020820260212165150887427525,0,0.5309603262884687,0,4.956004297107702e-06,4.956004297107702e-06,0,0.0,4.956004297107702e-06
E0000020820260212165454316588525,0,0.12754912866147572,0,1.861454613492154e-06,1.861454613492154e-06,0,0.0,1.861454613492154e-06
E0000020820260212170057969381525,0,0.09974045235446792,0,2.481282820388472e-06,2.481282820388472e-06,0,0.0,2.481282820388472e-06
E0000020820260212170222603609525,0,0.3978494623655914,0,5.962386934431986e-06,5.962386934431986e-06,0,0.0,5.962386934431986e-06
E0000020820260212170249042623525,0,0.6199480904708936,0,5.930692463553018e-06,5.930692463553018e-06,0,0.0,5.930692463553018e-06
E0000020820260212170322674796525,0,0.9325176121616611,0,6.598818668667704e-06,6.598818668667704e-06,0,0.0,6.598818668667704e-06
E0000020820260212170443236773525,0,0.5791620318872822,0,1.9856836532636168e-06,1.9856836532636168e-06,0,0.0,1.9856836532636168e-06
E0000020820260212170539107835525,0,0.3433444568038561,0,5.089142731459328e-06,5.089142731459328e-06,0,0.0,5.089142731459328e-06
E0000020820260212170618624808542,0,0.5469039673711531,0,0.0012199972171912,0.0012199972171912,0,0.0,0.0012199972171912
E0000020820260212170734603887525,0,0.8502039302929181,0,2.131913937380092e-06,2.131913937380092e-06,0,0.0,2.131913937380092e-06
E0000020820260212170851290828525,0,0.48053392658509453,0,8.075285756891026e-06,8.075285756891026e-06,0,0.0,8.075285756891026e-06
E0000020820260212170853232562525,0,0.09862810530218762,0,5.626377674510901e-06,5.626377674510901e-06,0,0.0,5.626377674510901e-06
E0000020820260212171035797577525,0,0.6800148312940304,0,3.942965539350318e-06,3.942965539350318e-06,0,0.0,3.942965539350318e-06
E0000020820260212171041203188525,0,0.8943270300333704,0,2.6707052433550603e-06,2.6707052433550603e-06,0,0.0,2.6707052433550603e-06
E0000020820260212171148745329525,0,0.6340378197997776,0,5.858428399900996e-06,5.858428399900996e-06,0,0.0,5.858428399900996e-06
E0000020820260212171718742901525,0,0.164256581386726,0,1.505536168191612e-06,1.505536168191612e-06,0,0.0,1.505536168191612e-06
E0000020820260212171737868829525,0,0.7482387838338895,0,1.3122967294348096e-05,1.3122967294348096e-05,0,0.0,1.3122967294348096e-05
E0000020820260212171845966128525,0,0.7348906192065258,0,0.0001050296468306,0.0001050296468306,0,0.0,0.0001050296468306
E0000020820260212172020528660525,0,0.767890248424175,0,2.5137951971706664e-06,2.5137951971706664e-06,0,0.0,2.5137951971706664e-06
E0000020820260212172105430887525,0,0.7690025954764553,0,3.471381329898479e-06,3.471381329898479e-06,0,0.0,3.471381329898479e-06
E0000020820260212172211148361525,0,0.25917686318131256,0,3.418114155159356e-06,3.418114155159356e-06,0,0.0,3.418114155159356e-06
E0000020820260212172238729108542,0,0.09529106414534669,0,3.887494992093696e-05,3.887494992093696e-05,0,0.0,3.887494992093696e-05
E0000020820260212172326146717525,0,0.4920281794586578,0,1.5124228108867705e-05,1.5124228108867705e-05,0,0.0,1.5124228108867705e-05
E0000020820260212172521079631525,0,0.6151279199110122,0,1.5171659531622804e-06,1.5171659531622804e-06,0,0.0,1.5171659531622804e-06
E0000020820260212172616465251525,0,0.03781979977753059,0,1.0253420081299146e-06,1.0253420081299146e-06,0,0.0,1.0253420081299146e-06
E0000020820260212172723226157525,0,0.0782350760103819,0,4.891203358829544e-06,4.891203358829544e-06,0,0.0,4.891203358829544e-06
E0000020820260212172722655422525,0,0.30626622172784573,0,1.977354263040949e-06,1.977354263040949e-06,0,0.0,1.977354263040949e-06
E0000020820260212172916341791525,0,0.599925843529848,0,3.931295671794425e-06,3.931295671794425e-06,0,0.0,3.931295671794425e-06
E0000020820260212173042877107525,0,0.8576195773081201,0,3.717966569258129e-06,3.717966569258129e-06,0,0.0,3.717966569258129e-06
E0000020820260212173134175324525,0,0.7938450129773823,0,1.856359651155424e-05,1.856359651155424e-05,0,0.0,1.856359651155424e-05
E0000020820260212173626886361525,0,0.04671857619577308,0,1.4895049829734494e-06,1.4895049829734494e-06,0,0.0,1.4895049829734494e-06
E0000020820260212173832536869525,0,0.0582128290693363,0,2.054926211030559e-06,2.054926211030559e-06,0,0.0,2.054926211030559e-06
E0000020820260212174045848465525,0,0.1360771227289581,0,3.469342595925148e-06,3.469342595925148e-06,0,0.0,3.469342595925148e-06
E0000020820260212174139038330525,0,0.1553578049684835,0,8.520836222681108e-06,8.520836222681108e-06,0,0.0,8.520836222681108e-06
E0000020820260212174251414368525,0,0.16017797552836485,0,4.165881918872832e-06,4.165881918872832e-06,0,0.0,4.165881918872832e-06
E0000020820260212174806262731525,0,0.7790137189469781,0,2.2437890229409653e-06,2.2437890229409653e-06,0,0.0,2.2437890229409653e-06
E0000020820260212174856828421525,0,0.3196143863552095,0,1.467489166081905e-05,1.467489166081905e-05,0,0.0,1.467489166081905e-05
E0000020820260212174920732327525,0,0.22580645161290322,0,2.0727328170858997e-06,2.0727328170858997e-06,0,0.0,2.0727328170858997e-06
E0000020820260212175019144586525,0,0.033741193919169445,0,2.756276813377841e-06,2.756276813377841e-06,0,0.0,2.756276813377841e-06
E0000020820260212175018518581525,0,0.21764923989618093,0,3.530384045205111e-06,3.530384045205111e-06,0,0.0,3.530384045205111e-06
E0000020820260212175214721353525,0,0.3985910270671116,0,2.0726613732132537e-06,2.0726613732132537e-06,0,0.0,2.0726613732132537e-06
E0000020820260212175308031635525,0,0.5417130144605117,0,4.304185990227867e-06,4.304185990227867e-06,0,0.0,4.304185990227867e-06
E0000020820260212175516018922525,0,0.5724879495736003,0,6.857010084899164e-06,6.857010084899164e-06,0,0.0,6.857010084899164e-06
E0000020820260212175536014205525,0,0.8294401186503523,0,1.33340911851783e-05,1.33340911851783e-05,0,0.0,1.33340911851783e-05
E0000020820260212175532459120525,0,0.6544308490915832,0,1.5823627543121783e-06,1.5823627543121783e-06,0,0.0,1.5823627543121783e-06
