class,score
0,2.2875350317739055e-07
0,4.302174444214918e-05
0,6.5441013330834e-07
0,3.242009144665868e-07
0,4.190285625385335e-06
0,5.360969680429474e-06
0,4.697962576616339e-06
0,1.279974494031522e-06
0,3.688688970662001e-07
0,4.32377277976329e-06
0,6.678633476358566e-07
0,6.643105788089047e-06
0,8.14298826345157e-07
0,8.740320144311076e-07
0,3.2444383938746735e-07
0,4.900297794830901e-07
0,2.9034716682587173e-07
0,4.535314505036546e-07
0,5.811478228153307e-07
0,2.9668959360991036e-07
0,1.3792005219580285e-06
0,0.031755954993461996
0,3.384855196426422e-07
0,6.599706789490149e-07
0,3.5098342171696183e-07
0,1.3977880658346997e-06
0,4.835090774018009e-06
0,1.3086962942487058e-06
0,1.1695887992142529e-05
0,3.1794120200390736e-06
0,2.2865362743506116e-07
0,3.498920390200678e-07
0,4.306518775213132e-06
0,1.7709407480166082e-07
0,1.95704880736372e-06
0,3.2628393206142996e-07
0,2.3529860946996647e-07
0,2.2332417904285363e-07
0,5.148681896464831e-07
0,1.7503212408677728e-07
0,2.200969305097764e-06
0,3.452295523318895e-06
0,3.643007399684034e-07
0,1.4992063775403064e-06
0,1.4851300422132883e-06
0,3.0016921669399573e-06
0,2.6465732257022556e-07
0,3.308696708161637e-07
0,5.817542050128907e-07
0,1.9004713686927344e-07
0,3.306965907982967e-06
0,3.108780864275244e-07
0,6.4371978307721e-06
0,5.470420091277124e-07
0,3.869008966468759e-06
0,9.246100951239081e-07
0,3.010722591532478e-06
0,4.809663844865718e-07
0,6.74651365961967e-07
0,2.684471720088482e-07
0,3.0542771315542935e-07
0,4.398006391647513e-06
0,1.157929971646815e-06
1,0.9986079271050843
0,4.6912273041383056e-07
0,1.1396362994540394e-07
0,1.32759569493825e-06
0,2.3926795768127596e-07
0,2.692173403474607e-07
0,2.2271443513533525e-07
0,3.2617265910340766e-07
0,7.18443720531848e-06
0,5.411084279136506e-07
0,1.9414033855084464e-06
0,4.6987593058937466e-07
0,1.6823472455570842e-06
0,4.2696793401637614e-05
0,1.4107613052003238e-06
0,5.41004246467198e-07
0,7.516093798457739e-07
0,9.048354023281992e-07
0,1.99733366567798e-06
0,3.805794414336872e-07
0,2.2161608192414348e-07
0,7.271062158913431e-07
0,1.8823716203617294e-06
0,2.992304771553537e-07
1,0.9999287717916797
0,5.635552353933261e-06
0,2.47216976417114e-05
0,3.299504063007117e-07
0,1.8879742649307602e-06
0,2.800558396270601e-06
0,2.164037068637139e-07
0,2.5601223222541536e-06
0,1.940214520878053e-06
0,4.7225467742373044e-07
0,2.325351300188246e-06
0,2.6311222983023335e-06
0,1.449896098516205e-07
0,2.56356973160675e-06
0,5.606885509803999e-06
0,2.6856985651116796e-07
0,6.840177881268687e-07
0,6.411829152576587e-08
0,8.87721498986479e-06
0,5.95086660377623e-07
0,3.45119800319593e-07
0,5.581117609668888e-07
0,4.3579411201035635e-07
0,2.184100334488256e-06
0,7.321722600810709e-07
0,3.086240306807448e-07
1,0.99992817778203
0,3.326775347241396e-07
0,3.886670565029781e-06
0,4.649136013149855e-07
0,2.737237300191265e-07
0,4.251995009175892e-07
0,7.189949212495878e-07
0,1.6759237803795538e-06
0,4.812361663836084e-07
0,2.248283523803449e-06
0,2.2566174639203832e-07
0,5.201271021685681e-07
0,3.9300338155407376e-07
0,3.366110678955385e-07
0,6.481316091173865e-06
0,1.7182663475538765e-06
0,8.509329114133226e-07
0,4.850241344666513e-07
0,3.626157547735976e-07
0,2.797461784582847e-06
0,1.1005117976572624e-05
0,3.9018560331205175e-06
0,2.579009112469704e-07
0,3.7222621051331023e-07
0,2.5579993244661243e-07
0,2.4589963218275163e-07
0,3.666712226912879e-07
0,1.282110139671315e-07
0,3.2310665305957645e-07
0,4.661944269872953e-07
0,1.8196083564682494e-07
0,1.0973789764247797e-06
0,3.7467083823022508e-06
0,1.7969553350713067e-07
0,4.0800851755949663e-07
0,1.796369067073817e-06
0,5.17501727380799e-07
0,3.853926503353918e-06
0,1.0376547193841645e-05
0,4.846054988851344e-07
0,2.3278046788367536e-06
0,2.3499594258485576e-06
0,1.2534203339465565e-07
0,4.714741694717279e-07
0,5.511715575331594e-06
0,7.318394960222908e-07
0,2.7962310452941892e-06
0,1.9667445550954887e-06
0,2.9733726807012287e-06
0,2.0365736082337782e-07
0,2.0655187521096914e-06
0,1.7798620711107966e-06
0,9.755065313673905e-07
0,2.879807694587547e-07
0,6.128836632268214e-06
0,1.194794125176394e-06
0,1.8127096851640602e-07
0,1.0905987904326753e-06
0,5.26838614837547e-07
0,2.9284981591732612e-06
0,4.215175811136834e-06
0,3.271790465124144e-07
0,3.3219337087797224e-06
0,2.3810147208813926e-06
0,1.1663421986406594e-06
0,2.7368535925621027e-07
0,2.860156559413789e-07
0,1.859774424230767e-07
0,7.331151916965596e-06
0,1.545126243956355e-06
0,7.797085025044014e-07
0,5.579945880378224e-07
0,6.895189537397957e-07
0,4.6884848621914595e-06
0,3.89439795547106e-07
0,3.6261654763281154e-06
0,1.114684668339251e-06
0,3.8101606096642135e-07
0,2.1539278780633063e-06
0,1.3704717474656656e-06
0,7.80338480067461e-07
0,7.754227986526243e-07
0,3.429019701611966e-06
0,3.6099797924647647e-07
0,3.6249892040306886e-07
0,1.6329720711850615e-06
0,4.948514424289255e-06
0,2.1184766120223295e-07
0,3.131117015333077e-07
0,6.837989374635645e-07
0,4.119575584010729e-07
0,3.28828695419765e-07
0,3.4861487578970777e-07
0,2.796730490309731e-07
0,4.409330394651502e-06
0,1.4000912921541876e-06
0,3.2890337174588555e-07
0,4.475537603718389e-07
0,6.931040919451469e-07
0,1.9255563096887305e-07
0,3.4283716850976737e-07
0,1.488837513130367e-06
0,1.2902511732170407e-06
0,1.4960462392541578e-06
0,1.9180554783331182e-07
0,1.3621558621320048e-06
0,1.2605278356514717e-05
0,1.9594300583685324e-06
0,8.402533004679645e-06
0,4.410742837389836e-07
0,3.941781432355925e-06
0,8.026110021453315e-06
0,3.111610048033397e-07
0,6.782241624046223e-06
0,1.8031274463405104e-06
0,3.593951983703448e-06
0,4.302351527312574e-07
0,6.023094733024115e-07
0,3.409011778995245e-07
0,2.734010822843027e-07
0,1.881061789390978e-07
0,3.7914435999869306e-07
0,4.3992270627192363e-07
0,2.659129757144247e-07
0,2.2574395530729075e-06
0,2.96444324836437e-07
0,7.34469523830767e-07
0,4.479110853386252e-07
0,3.247162408771803e-07
0,8.376491297048947e-07
0,3.4948757271422307e-07
0,3.0906882334014177e-07
0,2.193664201266483e-06
0,5.56170387921058e-07
0,1.7129532587565247e-06
0,3.37080935176147e-06
0,2.701046216368717e-07
0,3.155182513831216e-07
0,9.046955406118508e-07
0,7.888692023269946e-07
0,1.7072437812600737e-06
0,2.176841146054543e-06
0,2.7714989774825293e-07
0,1.3359718364419724e-06
0,6.07877580568122e-06
0,5.071962727146175e-07
0,3.605479313116087e-07
0,6.222042538421174e-07
0,1.8007617561032954e-06
0,5.546999332765871e-06
0,6.442868345972691e-07
0,4.788446929939556e-06
0,3.47276863744963e-07
0,7.248328223974329e-07
0,8.144055095145658e-06
0,3.399419019997957e-07
0,3.901922432053925e-07
0,4.712604969266611e-06
0,9.52949619473974e-06
0,1.6335233372023354e-06
0,6.229848806694864e-06
0,1.6090294070878157e-06
0,2.175432299958276e-07
0,1.2561455615308933e-06
0,5.72786366604984e-07
0,2.486885071072842e-07
0,4.9615500751468725e-06
0,3.114200940906966e-07
0,6.836881802780678e-07
0,2.3173399698768434e-07
0,4.3401478611215594e-06
0,4.6515676770650784e-07
0,4.7969060169189846e-06
0,3.992196588936735e-07
0,3.7834137910679477e-07
0,1.565403245277627e-07
0,1.1768917802771667e-06
0,3.9042189674629963e-07
0,3.8465499416605854e-07
0,3.431124328412621e-07
0,4.256782623869619e-05
0,7.602905692728759e-07
0,2.351182719504401e-05
0,2.400012025697963e-06
0,7.876740260668494e-07
0,8.149791002677224e-07
0,9.972401189521762e-08
0,1.0469212998984362e-06
0,3.202018883881415e-07
0,2.846611183560959e-07
0,1.7135636002565977e-06
0,2.8025746082383064e-07
0,1.3896467390228233e-06
0,6.697749468313283e-07
0,2.2491894322638762e-07
0,9.457689866578861e-07
0,7.673277529062386e-07
0,1.0583232361831648e-06
0,3.7078012992041605e-07
0,2.8955934709087935e-07
0,2.356837429557497e-06
0,2.1240268201134734e-07
0,6.460377088456629e-07
0,2.999383711312501e-07
0,4.922181245203418e-07
0,2.1250059821260636e-07
0,4.164473681400696e-07
0,1.8096581622166086e-06
0,5.154322948150922e-07
0,1.674677280973472e-06
0,8.316300158574292e-07
0,4.6913310575076157e-07
0,2.159826338961687e-07
0,4.150526173756911e-07
0,2.9661482998511213e-07
0,2.9152921186416203e-07
0,5.158458223875013e-07
0,8.284397474354657e-07
0,8.438886030902052e-07
0,3.756865781696213e-07
0,2.4245239087775144e-07
0,9.899381939302863e-07
0,1.7537041343766209e-07
0,6.092989513021839e-06
0,3.311243225779835e-07
0,8.35252500172711e-06
0,9.591670943274648e-07
0,4.172611889150758e-06
0,1.719159150680321e-06
0,2.062276794963855e-06
0,2.244789806371585e-07
0,2.0979806414136613e-06
0,6.318211982421306e-06
0,7.826385350622397e-07
0,8.604990276649347e-07
0,3.962759488249574e-07
0,7.778714400610169e-07
0,4.692042320619022e-07
0,1.8653534718249548e-07
0,3.4959455490520786e-07
0,5.056152426681379e-06
0,4.996863293585738e-07
0,3.1163155923571294e-06
0,2.687766511402732e-07
0,6.460972798864843e-07
0,2.4891926131766245e-07
0,4.079128055770592e-07
0,1.6363484085286648e-06
0,8.416972309026449e-05
0,6.846841872479401e-07
0,3.7655845080060953e-07
0,2.9033393498435945e-06
0,4.237761930477063e-06
0,1.5493156612700005e-06
0,3.5164972561249493e-07
0,1.7242381716159253e-06
0,1.5048657155378066e-07
0,6.479350326727585e-07
0,3.0602964677413145e-07
0,1.1250710604692122e-07
0,7.062262015409672e-07
0,7.26941445942107e-07
0,1.870051014149957e-06
0,2.2883896361083042e-07
0,2.957285281001351e-07
0,7.310968037434422e-07
0,5.159147599398495e-06
0,3.2307254831491088e-06
0,6.517968490009702e-07
0,7.724762569770497e-07
0,9.842818587045641e-06
0,1.04844674817494e-06
0,4.3993518379042865e-07
0,6.214419227579945e-07
0,2.869727207418875e-07
0,1.0293643871057005e-07
0,9.635046869548366e-06
0,1.5303497459242184e-07
0,3.0518102969181703e-07
0,9.175768325642238e-07
0,3.043101281584963e-06
0,7.622816715172211e-07
0,9.331544968970518e-06
0,3.486891372059963e-07
0,1.5998098767388087e-07
0,3.2472383014902145e-07
0,1.1215274319469562e-07
0,1.47104693435604e-05
0,3.867545245818176e-06
0,2.381676667335298e-07
0,5.4510389261499925e-06
0,9.833167220905982e-06
0,1.1597439179541583e-06
0,1.4429448362580844e-07
0,6.114867105683707e-07
0,3.194449427235882e-07
0,1.3841082276417666e-07
0,3.5014623223483945e-07
0,7.686527457022916e-07
0,2.188333366361395e-07
0,1.883033712456428e-06
0,2.970949787167355e-07
0,2.5170806716760503e-06
0,2.4983951466075664e-07
0,1.2623836575187146e-07
0,7.34489416153293e-07
0,1.7140002356151436e-07
0,1.2829552794013646e-06
0,3.723688256043843e-07
0,6.281542238411267e-08
0,4.0435509278673313e-07
0,1.6524833844976953e-05
0,7.818676801277974e-07
0,1.8198222118006216e-07
0,1.8023478236323415e-07
0,7.538862906667652e-07
0,1.3822696447611293e-06
0,3.202411212185537e-07
0,2.080203090619344e-07
0,6.26024479957754e-06
0,1.2302567595213323e-05
0,2.90856781565796e-06
0,8.696621622797387e-07
0,1.833607542346997e-07
0,4.417664690447027e-06
0,1.0259515277038749e-06
0,9.538952804531316e-07
0,1.3492590466630214e-06
0,1.6065598243768426e-07
0,1.2882804236565622e-07
0,8.725009907932699e-07
0,1.0402168848492825e-06
0,2.9364026095947897e-07
0,3.480859187482182e-06
0,7.3728614718526994e-06
0,4.53359852063567e-07
0,6.805428152485869e-07
0,2.9132024091221177e-06
0,8.607224833947585e-07
0,3.133654998454748e-07
0,7.670613871554819e-07
0,1.1446378427221878e-05
0,1.9148148693819707e-07
0,5.161877773207315e-07
1,0.9998929512314412
0,2.3533923965688793e-07
0,1.272659612837884e-06
0,1.1083072750910968e-06
0,7.648182793590425e-07
0,1.2358686309540433e-06
0,1.7719921381788588e-07
0,3.746368430201991e-07
0,1.0965702879158667e-07
0,5.794836643953231e-07
0,1.6145805500472039e-07
0,1.0416103124912925e-06
0,1.0509047023748355e-07
0,9.538398439357405e-08
0,2.0950651436080357e-07
0,3.292630193417145e-07
0,4.988966064581498e-07
0,1.7388555296028974e-07
0,1.4099706365653838e-07
0,2.6650303992091394e-07
0,9.116519814365182e-07
0,2.0982368730222645e-07
0,2.824196873668865e-07
0,2.2298727627316053e-06
0,2.228043221480856e-07
0,2.4749515509733686e-06
0,1.7171426325483656e-07
0,2.472031854855934e-07
0,7.810459662531644e-08
0,2.746139030548555e-06
0,2.2324962056043473e-06
0,2.190922761500697e-06
0,1.3882893474056476e-06
0,3.2221538000731943e-07
0,9.941799796937783e-07
0,3.9279812499855305e-07
0,5.162518549233575e-07
0,1.7447310991907673e-07
0,1.3049789269760992e-06
0,4.840508594371588e-07
0,3.462119793816646e-06
0,2.058556895883357e-07
0,3.4671503469987787e-07
0,6.522240153860739e-07
0,4.823162750703362e-07
0,1.4220880918700017e-06
0,2.721445622875075e-06
0,8.218572638856441e-07
0,4.257344196922912e-06
0,5.855060531327507e-07
0,1.3148588829495377e-07
0,1.1863173429512834e-06
0,3.6251540421071416e-07
0,1.2396258280864002e-07
0,2.694506691461918e-07
0,7.915647030207462e-07
0,2.1759300870915405e-07
0,1.4714560304452244e-07
0,3.3089728797989824e-06
0,3.987168645943418e-07
0,2.7516037869120936e-07
0,1.4110492531322497e-05
0,4.424403238827956e-07
0,2.3344609360567878e-07
0,2.786302439893366e-07
0,3.314428807920429e-06
0,1.3542120715550232e-07
0,1.1958936633715422e-07
0,3.7957556848995713e-06
0,7.812675410884112e-07
0,4.2615459548755596e-07
0,4.100774365123922e-06
0,8.964086527983527e-07
0,2.6373190689875635e-07
0,4.221108455386562e-07
0,1.9736484211505701e-07
0,1.7735466530081683e-06
0,7.09666514978672e-08
0,6.200132037409081e-07
0,1.1122891617421482e-05
0,3.701249115880146e-07
0,2.9096537934017085e-07
0,2.202939045620258e-06
0,2.6672569931762494e-06
0,3.2214148477147383e-07
0,8.618849698219678e-07
0,2.0798375201978145e-06
0,2.811343337625236e-07
0,3.197616772712345e-07
0,9.300404758720625e-07
0,4.158994951296085e-07
0,1.2304751776524405e-07
0,2.508837122095591e-07
0,2.0050849441252329e-07
0,4.45080572042834e-06
0,3.780186033757072e-06
0,1.9678374075961367e-07
0,3.6312473676095874e-07
0,7.287865356945689e-07
0,1.218589779966634e-07
0,3.4060688335891126e-07
0,1.0109069248864291e-07
0,2.905893894543896e-06
0,1.709874559313277e-07
0,2.8603506055038703e-06
0,9.014859991109973e-07
0,3.128262356351367e-07
0,1.667822220022051e-07
0,1.7561554604283024e-06
0,3.763374392816744e-06
0,2.362567135781688e-05
0,5.369206878203955e-07
0,8.539466050667631e-07
0,1.2651209384062377e-06
0,3.7006161548520927e-07
0,1.1500906757417378e-06
0,4.7102021332933935e-07
0,7.2521161024743755e-06
0,1.0918016246381262e-07
0,6.819872199098438e-08
0,1.7789978299192015e-06
0,3.506418775500783e-06
0,4.8950522903185525e-05
0,9.69651823434565e-07
0,4.258555271947382e-07
0,9.327146685271578e-08
0,7.365950533648179e-07
0,2.9823558324050634e-07
0,1.9379102862695866e-07
0,5.709716784257464e-06
0,9.026876570795693e-08
0,6.377145564798889e-07
0,3.5252637108318447e-07
0,4.395051234632101e-07
0,7.191903385802145e-07
0,1.1758515536668292e-07
0,1.909165095938096e-07
0,1.0761660637469322e-07
0,2.8877355574114995e-07
0,3.0134198306015344e-07
0,1.9477895417315877e-06
0,1.541722365064208e-07
0,3.3119850723110154e-07
0,5.082638168440818e-07
0,1.6980169671241866e-06
0,8.384347429323115e-08
0,4.040603960655885e-07
0,9.138128191360189e-07
0,2.990366318091758e-07
0,2.4216542947524344e-07
0,2.0448063642437987e-05
0,2.0815866790012062e-07
0,3.2700118440011466e-07
0,1.8687249921032032e-06
0,1.9826522287742474e-06
0,3.961494989937994e-07
0,1.7626259225688214e-07
0,4.0454119462261383e-07
0,6.84922282922146e-07
0,2.2060989615790274e-06
0,7.068555806162986e-05
0,4.4471034785476424e-07
0,3.0281063403972137e-07
0,1.1009483874880282e-06
0,4.2330019712471884e-07
0,5.015649078929372e-07
0,9.285080647822091e-06
0,1.623126561168344e-05
0,3.322023170038234e-07
0,3.9632904693950156e-07
0,3.8526510430346277e-07
0,1.128530274803622e-06
0,8.880731777658346e-06
0,2.488192278612437e-06
0,2.3337558784954643e-07
0,3.10212479448416e-07
0,9.519824275885084e-06
0,3.5312664752471637e-07
0,6.172655744763087e-07
0,3.912677133178493e-07
0,8.425848963318573e-07
0,2.253883265481409e-06
0,2.7835113924510995e-07
0,4.798158864534385e-06
0,7.473995913479004e-07
0,2.828468410248098e-06
0,3.0143425685721555e-07
0,2.1930475925965633e-07
0,9.186455072023893e-07
0,4.020011070944054e-07
0,5.873418369786503e-07
0,2.9900645965953886e-06
0,3.2835179133690417e-06
0,5.517006579674272e-07
0,3.0995096251574316e-07
0,4.816213104557912e-07
0,1.0278037420461164e-06
0,1.4711752813960605e-06
0,2.9711709658414076e-07
0,3.2537966900859716e-07
0,7.169254986911386e-07
0,2.247395312453422e-05
0,9.223126544563614e-07
0,7.118200893384687e-07
0,3.9939171325980337e-07
0,7.389016240617847e-07
0,1.4047200686670392e-07
0,2.4345412058633583e-06
0,6.088508817631578e-07
0,9.673544575663655e-07
0,8.094599644359087e-07
0,1.0056816669837127e-06
0,2.9058344586475915e-06
0,1.709898486383093e-07
0,4.1272623251860816e-07
0,1.3786183636742352e-07
0,1.1251236347982241e-07
0,4.186198520885943e-07
0,1.0631684591985334e-06
0,7.348402689812247e-07
0,1.6699297282290502e-07
0,2.8109982655177087e-07
0,7.214234151185816e-07
0,2.991678510589465e-07
0,2.71602493930619e-06
0,5.180575743099956e-07
0,1.619200567192331e-06
0,6.376240051886788e-07
0,3.2866025407999046e-07
0,8.689159676737711e-07
0,5.15636003841105e-07
0,8.84495133151432e-07
0,1.196610308142236e-07
0,1.0220357837501205e-06
0,5.512819744307531e-07
0,9.234498971839306e-07
0,9.717834981907565e-06
0,2.8533898124024247e-07
0,1.6919915438511754e-07
0,4.109747235064611e-06
0,4.274939056562942e-07
0,1.1124702873579917e-06
0,3.8084447127637725e-07
0,4.175787612117082e-07
0,2.0021999421501665e-07
0,1.7644631016269692e-06
0,1.5637690927232182e-05
0,1.075056770654454e-06
0,1.1840901993023488e-06
0,3.2888209592781373e-07
0,4.789898542777436e-07
0,5.978182204512392e-07
0,1.4461931716013135e-06
0,5.607731153466511e-07
0,8.816997374850476e-06
0,6.77398971950193e-07
0,3.640064327577598e-07
0,4.262223272000606e-06
0,5.860169712143874e-06
0,3.9019981726847565e-06
0,2.6614429119485583e-06
0,1.1301852243433742e-06
0,3.205649454627035e-07
0,2.030065058222419e-06
0,1.2995041700069807e-06
0,2.0630633024091354e-06
0,1.2509161582907048e-06
0,1.9477823694316316e-06
0,7.16928709487236e-07
0,2.19032765587502e-06
0,1.7762707274458842e-05
0,9.23098484994915e-07
0,7.519513635410981e-07
0,1.156292407299028e-06
0,1.5371307407384203e-07
0,1.9712559370440056e-07
0,5.564434327339786e-07
0,8.694656775375611e-07
0,2.750808569467305e-06
0,4.425189196595377e-06
0,4.902979036805395e-07
0,9.364407148503856e-07
0,5.0405761684636e-07
0,4.121681812946602e-07
0,5.824475445537601e-06
0,6.062094394906062e-06
0,6.141211910632894e-07
0,1.4853273538074451e-05
0,3.0209641500536697e-05
0,1.7775601196165815e-06
0,3.958290746988149e-06
0,3.0191201032224026e-07
0,1.0379776270243662e-05
0,7.612031448620576e-07
0,2.0802085842726673e-07
0,6.906807283840818e-07
0,6.473040406756715e-07
0,1.8065034970322347e-07
0,4.389482224408057e-06
0,6.052004878875043e-06
0,2.732032649954303e-07
0,2.483253975431338e-07
0,2.049321914455735e-07
0,1.4960263247780026e-07
0,1.5256769565694266e-07
0,1.3697452533428573e-07
0,4.735307119942935e-06
0,3.7262777946785977e-07
0,6.691207777321075e-07
0,7.750310139098121e-07
0,4.93382844183798e-07
0,1.264806454838364e-07
0,2.487842293792127e-07
0,4.102527909104148e-06
0,6.29084357727454e-07
0,2.5951070377363727e-06
0,3.611853293727108e-07
0,1.856788583288348e-07
0,7.493543873804164e-07
0,8.844066607767972e-06
0,3.347871199751583e-06
0,3.698733326413862e-07
0,3.988330460297469e-06
0,1.9607809563816504e-07
0,6.699000919651486e-07
0,3.397916670291913e-07
0,8.045686235882977e-07
0,8.45115451579203e-07
0,0.00024695087776113966
0,5.675798586379972e-06
0,1.6999642201353726e-07
0,1.225710383592508e-07
0,1.4058936317937409e-07
0,3.266594625230359e-07
0,9.78144566507221e-07
0,3.838971204001288e-07
0,1.3811603460262503e-06
0,2.8101291288996685e-07
0,3.7063646214590716e-07
0,1.097598502870366e-06
0,1.3463146226256763e-07
0,9.310157072417635e-07
0,3.729765407235156e-07
0,2.082380659049764e-07
0,6.97795615791686e-07
0,1.0962258945300767e-06
0,5.939720664142094e-06
0,1.2750206767066394e-07
0,1.0009856763086761e-06
0,4.5478224673846216e-07
0,3.25285504547241e-07
0,3.423627132506771e-07
0,1.8537235260010117e-07
0,3.975589371509489e-06
0,8.849179507114649e-06
0,1.2621709920891788e-06
0,1.930996471964301e-06
0,2.6931012793900877e-07
0,1.3923672857100847e-06
0,2.1661543648924613e-07
0,5.27902585953017e-06
0,4.410717130779868e-07
0,4.884374988133961e-07
0,2.2938803412305267e-06
0,1.1815895398635042e-06
0,4.041470179397783e-06
0,2.3558095542570496e-07
0,6.59556493470367e-07
0,1.8685661392943937e-07
0,2.3824689766594186e-07
0,1.1606364804282805e-06
0,1.3460083063589577e-06
0,1.1169032766561785e-06
0,8.853033056812495e-06
0,5.216288666625616e-07
0,1.447627997496031e-05
0,1.967031189771947e-07
0,2.222452008713643e-06
0,4.498281059112324e-06
0,2.558682066870171e-07
0,3.0531177545641423e-07
0,3.2225692365240556e-07
0,1.327284773432092e-06
0,1.500500504593212e-06
0,2.6048266647899524e-06
0,1.690965228968551e-07
0,1.0638064545974799e-06
0,3.5636321190382444e-07
0,8.248478431623284e-07
0,3.7804568320647083e-07
0,2.3532426835220884e-06
0,1.3080681233243633e-06
0,2.7045104793865457e-07
0,1.4432174246177088e-05
0,1.037019598629609e-06
0,1.0184579335106135e-06
0,3.551791092051895e-07
0,1.1120242047166132e-06
0,2.251635989272056e-06
0,1.6451349677216298e-07
0,3.0110524754121037e-07
0,4.78689466063404e-06
0,5.969986426257348e-07
0,1.104781856649103e-06
0,1.0240027993266231e-07
0,4.801277353887498e-07
0,5.817664806339675e-07
0,5.058217527433972e-07
0,1.5179912949011887e-06
0,2.3184364576626785e-06
0,3.6628396520643845e-07
0,4.1561717497488376e-07
0,2.2441031183102453e-07
0,9.437331519753757e-08
0,5.494160394849081e-07
0,1.86752222457512e-06
0,2.9201763669159865e-05
0,3.470311586011056e-06
0,1.503270833693128e-07
0,6.094084932658303e-07
0,6.425422059228967e-07
0,1.0322922184082932e-06
0,6.123386364440939e-06
0,3.085346850788858e-07
0,3.916734101247802e-07
0,2.0548917842960016e-07
0,0.000161122724689522
0,3.984316177463424e-07
0,4.6085153342401294e-07
0,3.027612758143066e-07
0,2.642304454864181e-07
0,3.6583740481762804e-07
0,6.484706258452368e-07
0,1.5709734708108996e-06
0,6.060223526413982e-07
0,3.170252175438272e-07
0,1.6826749151672262e-07
0,1.4037255429665215e-07
0,5.532468728632382e-07
0,1.990331807032234e-07
0,7.992818596201151e-07
0,3.8606887950436484e-07
0,3.0623899625147564e-07
0,3.0490121622759077e-07
0,3.256594885568353e-07
0,5.932730758692432e-07
0,8.973400197267012e-07
0,1.4985608781644483e-07
0,1.1891476595637033e-06
0,2.7163842563140384e-07
0,3.997218486927533e-07
0,6.423898570353075e-07
0,2.460378492693309e-07
0,2.76173092724295e-07
0,6.21557546960437e-07
0,1.626606119737425e-07
0,5.164103085633635e-06
0,7.473863238690615e-08
0,3.9245819860719407e-07
0,2.815225591227576e-07
0,6.521149288366391e-07
0,5.885235857114001e-07
0,2.6122196363749646e-07
0,1.825652843525663e-06
0,2.224025960773585e-07
0,1.8642445066729138e-06
0,4.490773912102501e-07
0,1.5828252926641081e-07
0,4.731113123651653e-07
0,4.667363497630882e-07
0,2.640427777582809e-07
0,3.201569420979114e-06
0,3.626282701191105e-07
0,2.3002843044294136e-06
0,4.7243412334439404e-07
0,2.2352603059544843e-07
0,9.409412829053553e-06
0,4.535195422300387e-07
0,7.252345375775634e-07
0,2.6334273182944736e-07
0,4.849529652713896e-07
0,2.540055026319101e-07
0,2.9351118423607914e-07
0,2.323763390158015e-06
0,1.0877937717523664e-06
0,5.376566567803913e-07
0,3.3482902915169133e-07
0,4.166968828042729e-07
0,2.596334793112055e-07
0,2.555596326728847e-07
