split,is_fraud,score_raw,score_calibrated
holdout,0,1.45e-06,0.0
holdout,0,5.63e-06,0.0
holdout,0,6.74e-06,0.0
holdout,0,1.95e-06,0.0
holdout,0,2.57e-06,0.0
holdout,0,9.89e-06,0.0
holdout,0,1.03e-06,0.0
holdout,0,4.85e-06,0.0
holdout,0,5.24e-06,0.0
holdout,0,1.46e-06,0.0
holdout,0,1.25e-06,0.0
holdout,0,1.83e-06,0.0
holdout,0,1.2e-06,0.0
holdout,0,1.29e-06,0.0
holdout,0,1.84e-06,0.0
holdout,0,2.21e-06,0.0
holdout,0,9.3e-07,0.0
holdout,0,2.62e-06,0.0
holdout,0,1.11e-06,0.0
holdout,0,3.93e-06,0.0
holdout,0,1.67e-06,0.0
holdout,0,3.7e-07,0.0
holdout,0,9.9e-07,0.0
holdout,0,6.4e-07,0.0
holdout,0,4.24e-06,0.0
holdout,0,2.03e-06,0.0
holdout,0,3.59e-06,0.0
holdout,0,6.7e-07,0.0
holdout,0,2.239e-05,0.0
holdout,0,5.5e-06,0.0
holdout,0,4.9e-07,0.0
holdout,0,1.11e-06,0.0
holdout,0,1.36e-06,0.0
holdout,0,1.43e-06,0.0
holdout,0,4.44e-06,0.0
holdout,0,5.73e-06,0.0
holdout,0,1.498e-05,0.0
holdout,0,6.8e-06,0.0
holdout,0,1.58e-06,0.0
holdout,0,7.6e-07,0.0
holdout,0,1.33e-06,0.0
holdout,0,2.3e-06,0.0
holdout,0,1.56e-06,0.0
holdout,0,1.02e-06,0.0
holdout,0,2.83e-06,0.0
holdout,0,5e-07,0.0
holdout,0,1.1e-06,0.0
holdout,0,8.96e-06,0.0
holdout,0,3.3e-07,0.0
holdout,0,3.12e-06,0.0
holdout,0,2.56e-06,0.0
holdout,0,1.67e-06,0.0
holdout,0,0.00026417,0.00465072
holdout,0,5.19e-06,0.0
holdout,0,3.18e-06,0.0
holdout,0,2.51e-06,0.0
holdout,0,2.13e-06,0.0
holdout,0,3.43e-06,0.0
holdout,0,3.93e-06,0.0
holdout,0,1.37e-06,0.0
holdout,0,1.15e-06,0.0
holdout,0,1.86e-06,0.0
holdout,0,5.13e-06,0.0
holdout,0,2.58e-06,0.0
holdout,0,1.16e-06,0.0
holdout,0,8.4e-07,0.0
holdout,0,9.4e-07,0.0
holdout,0,7.39e-06,0.0
holdout,0,6.9e-07,0.0
holdout,0,1.1e-06,0.0
holdout,0,1.01e-06,0.0
holdout,0,5.4e-07,0.0
holdout,0,7.5e-07,0.0
holdout,0,4.6e-07,0.0
holdout,0,6.4e-07,0.0
holdout,0,2.05e-06,0.0
holdout,0,5.87e-06,0.0
holdout,0,1.61e-06,0.0
holdout,0,1.752e-05,0.0
holdout,0,1.61e-06,0.0
holdout,0,2e-07,0.0
holdout,0,4.1e-07,0.0
holdout,0,7.7e-07,0.0
holdout,0,2.12e-06,0.0
holdout,0,4.9e-07,0.0
holdout,0,4.3e-07,0.0
holdout,0,4.58e-06,0.0
holdout,0,1.57e-06,0.0
holdout,0,1.32e-06,0.0
holdout,0,4.7e-07,0.0
holdout,0,2.62e-06,0.0
holdout,0,4.2e-07,0.0
holdout,0,5.48e-06,0.0
holdout,0,9.4e-07,0.0
holdout,0,1.73e-06,0.0
holdout,0,2.06e-06,0.0
holdout,0,2.11e-06,0.0
holdout,0,2.03e-06,0.00103842
holdout,0,1.69e-06,0.0
holdout,0,4.03e-06,0.0
holdout,0,1.13e-06,0.0
holdout,0,9.1e-07,0.0
holdout,0,5.2e-07,0.0
holdout,0,6.23e-06,0.0
holdout,0,6.1e-07,0.0
holdout,0,2.74e-06,0.0
holdout,0,8.2e-07,0.0
holdout,0,9.5e-07,0.0
holdout,0,7.2e-07,0.0
holdout,0,9.2e-07,0.0
holdout,0,6.4e-07,0.0
holdout,0,8.8e-07,0.0
holdout,0,3.81e-06,0.0
holdout,0,3.6e-07,0.0
holdout,0,1.01e-06,0.0
holdout,0,1.02e-06,0.0
holdout,0,1.23e-06,0.0
holdout,0,1.35e-06,0.0
holdout,0,1.36e-06,0.0
holdout,0,6.6e-07,0.0
holdout,0,1.18e-06,0.0
holdout,0,1.107e-05,0.00103842
holdout,0,1.03e-06,0.0
holdout,0,1.53e-06,0.0
holdout,0,8.9e-07,0.0
holdout,0,4.99e-06,0.0
holdout,0,1.4e-06,0.0
holdout,0,1.54e-06,0.0
holdout,0,6e-07,0.0
holdout,0,1.073e-05,0.0
holdout,0,1.31e-06,0.0
holdout,0,4.7e-07,0.0
holdout,0,1.525e-05,0.0
holdout,0,1.86e-06,0.0
holdout,0,2.7e-06,0.0
holdout,0,2.78e-06,0.0
holdout,0,5.5e-07,0.0
holdout,0,1.19e-06,0.0
holdout,0,1.84e-06,0.0
holdout,0,1.61e-06,0.0
holdout,0,1.65e-06,0.0
holdout,0,8.1e-07,0.0
holdout,0,3.4e-07,0.0
holdout,0,1.39e-06,0.0
holdout,0,1.05e-05,0.0
holdout,0,3.17e-06,0.0
holdout,0,1.4e-06,0.0
holdout,0,1.59e-06,0.0
holdout,0,1.01e-06,0.0
holdout,0,5.9e-07,0.0
holdout,0,2e-06,0.0
holdout,0,4.23e-06,0.0
holdout,0,5.8e-07,0.0
holdout,0,1.092e-05,0.0
holdout,1,0.90692748,0.01262131
holdout,0,4.1e-07,0.0
holdout,0,1.07e-06,0.0
holdout,0,2.33e-06,0.0
holdout,0,6.8e-07,0.0
holdout,0,5.2e-07,0.0
holdout,0,8.6e-07,0.0
holdout,0,1.55e-06,0.0
holdout,0,8.1e-07,0.0
holdout,0,1.27e-06,0.0
holdout,0,2.98e-06,0.0
holdout,0,6.7e-07,0.0
holdout,0,1.6e-06,0.0
holdout,0,9.2e-07,0.0
holdout,0,1.86e-06,0.0
holdout,0,1.17e-06,0.0
holdout,0,4.5e-07,0.0
holdout,0,4.2e-07,0.0
holdout,0,1.052e-05,0.00465072
holdout,0,1.03e-06,0.0
holdout,0,1.191e-05,0.0
holdout,0,7.2e-07,0.0
holdout,0,1.13e-06,0.0
holdout,0,1.07e-06,0.0
holdout,0,9.2e-07,0.0
holdout,0,3.19e-06,0.0
holdout,0,1.91e-06,0.0
holdout,0,1.33e-06,0.0
holdout,0,5.8e-07,0.0
holdout,0,3.31e-06,0.0
holdout,0,1.04e-06,0.0
holdout,0,1.54e-06,0.0
holdout,0,4e-07,0.0
holdout,0,7.2e-07,0.0
holdout,0,3.3e-07,0.0
holdout,0,3.17e-06,0.0
holdout,0,1.038e-05,0.0
holdout,0,2.14e-06,0.0
holdout,0,2.525e-05,0.0
holdout,0,7.3e-07,0.0
holdout,0,4.81e-06,0.0
holdout,0,1.16e-06,0.0
holdout,0,1.481e-05,0.0
holdout,0,6.8e-07,0.0
holdout,0,3.4e-07,0.0
holdout,0,1.09e-06,0.0
holdout,0,1.175e-05,0.0
holdout,0,5.5e-07,0.0
holdout,0,1.97e-06,0.0
holdout,0,6.6e-07,0.0
holdout,0,1.05e-06,0.0
holdout,0,9.5e-07,0.0
holdout,0,9e-07,0.0
holdout,0,1.64e-06,0.0
holdout,0,5.509e-05,0.0
holdout,0,1.26e-06,0.0
holdout,0,1.91e-06,0.0
holdout,0,1.96e-06,0.0
holdout,0,3.14e-06,0.0
holdout,0,7.6e-07,0.0
holdout,0,2.57e-06,0.0
holdout,0,2.85e-06,0.00103842
holdout,0,2.96e-06,0.0
holdout,0,8.5e-07,0.0
holdout,0,7.4e-07,0.0
holdout,0,1.57e-05,0.0
holdout,0,8.5e-07,0.0
holdout,0,1.09e-06,0.0
holdout,0,6.37e-06,0.0
holdout,0,4.4e-06,0.0
holdout,0,3.8e-07,0.0
holdout,0,9.79e-06,0.00103842
holdout,0,1.97e-06,0.0
holdout,0,8.5e-07,0.0
holdout,0,1.36e-06,0.0
holdout,0,2.49e-06,0.0
holdout,0,1.94e-06,0.0
holdout,0,1.06e-06,0.0
holdout,0,2.42e-06,0.0
holdout,0,4.58e-06,0.0
holdout,0,2.62e-06,0.0
holdout,0,2.02e-06,0.0
holdout,0,1.94e-06,0.0
holdout,0,2.6e-07,0.0
holdout,0,2.52e-06,0.0
holdout,0,1.9e-06,0.0
holdout,0,4.99e-06,0.0
holdout,0,5.034e-05,0.0
holdout,0,6.2e-07,0.0
holdout,0,8e-07,0.0
holdout,0,5.3e-06,0.0
holdout,0,9.3e-07,0.0
holdout,0,1.22e-06,0.0
holdout,0,2.46e-06,0.0
holdout,0,1.91e-06,0.0
holdout,0,3.1e-06,0.0
holdout,0,1.062e-05,0.0
holdout,0,1.59e-06,0.0
holdout,0,5.2e-06,0.0
holdout,0,6.9e-07,0.0
holdout,0,1.42e-06,0.0
holdout,0,3.3e-07,0.0
holdout,0,1.06e-05,0.0
holdout,0,1.02e-06,0.0
holdout,0,1.509e-05,0.0
holdout,0,1.49e-06,0.0
holdout,0,1.531e-05,0.0
holdout,0,9.6e-07,0.0
holdout,0,2.93e-06,0.0
holdout,0,6.1e-07,0.0
holdout,0,0.00014341,0.0
holdout,0,1.07e-06,0.0
holdout,0,8.5e-07,0.0
holdout,0,4.8e-07,0.0
holdout,0,7.17e-06,0.0
holdout,0,5.7e-07,0.0
holdout,0,1e-06,0.0
holdout,0,1.64e-06,0.0
holdout,0,6.2e-07,0.0
holdout,0,3.66e-06,0.0
holdout,0,1.02e-06,0.0
holdout,0,1.08e-06,0.0
holdout,0,1.59e-06,0.0
holdout,0,3.27e-06,0.0
holdout,0,4.48e-06,0.0
holdout,0,1.14e-06,0.0
holdout,0,5.3e-07,0.0
holdout,0,1.04e-06,0.0
holdout,0,1.73e-06,0.0
holdout,0,2.57e-06,0.0
holdout,0,2.61e-06,0.0
holdout,0,1.37e-06,0.0
holdout,0,4.3e-07,0.0
holdout,0,6.1e-07,0.0
holdout,0,4.18e-06,0.0
holdout,0,4.3e-07,0.0
holdout,0,1.69e-06,0.0
holdout,0,6e-07,0.0
holdout,0,6.7e-07,0.0
holdout,0,6.1e-07,0.0
holdout,0,1.21e-06,0.0
holdout,0,1.69e-06,0.0
holdout,0,1.78e-06,0.0
holdout,0,8.41e-06,0.0
holdout,0,1.03e-06,0.0
holdout,0,1.44e-06,0.0
holdout,0,2.06e-06,0.0
holdout,0,8e-06,0.0
holdout,0,3.08e-06,0.0
holdout,0,8.8e-07,0.0
holdout,0,1.73e-06,0.0
holdout,0,1.59e-06,0.0
holdout,0,2.44e-06,0.0
holdout,0,3.89e-06,0.0
holdout,0,1.72e-06,0.0
holdout,0,1.03e-06,0.0
holdout,0,8.5e-07,0.0
holdout,0,5.31e-06,0.0
holdout,0,8.46e-06,0.0
holdout,0,7.9e-07,0.0
holdout,0,0.00010651,0.00207684
holdout,0,2.7e-06,0.0
holdout,0,1.39e-06,0.0
holdout,0,1.088e-05,0.0
holdout,0,1.22e-06,0.0
holdout,0,7.33e-06,0.0
holdout,0,2.48e-06,0.0
holdout,0,2.653e-05,0.0
holdout,0,2.57e-06,0.0
holdout,0,5.27e-06,0.0
holdout,0,8.8e-07,0.0
holdout,0,1.21e-06,0.0
holdout,0,1.63e-06,0.0
holdout,0,7.8e-07,0.0
holdout,0,3.1e-07,0.0
holdout,0,7.78e-06,0.0
holdout,0,1.01e-06,0.0
holdout,0,1.37e-06,0.0
holdout,0,2.484e-05,0.0
holdout,0,1.22e-06,0.0
holdout,0,2.63e-06,0.0
holdout,0,0.0001459,0.0
holdout,0,1.59e-06,0.0
holdout,0,1.03e-06,0.0
holdout,0,0.00025917,0.00207684
holdout,0,2.36e-06,0.0
holdout,0,9.9e-07,0.0
holdout,0,8.9e-07,0.0
holdout,0,7.6e-07,0.0
holdout,0,4.07e-06,0.0
holdout,0,1.84e-06,0.0
holdout,0,2.24e-06,0.0
holdout,0,6.4e-07,0.0
holdout,0,3.47e-06,0.0
holdout,0,5.1e-07,0.0
holdout,0,2.75e-06,0.0
holdout,0,1.01e-06,0.0
holdout,0,7.84e-06,0.0
holdout,0,4.9e-07,0.0
holdout,0,4.34e-06,0.0
holdout,0,3.29e-06,0.0
holdout,0,1.153e-05,0.00103842
holdout,0,1.1e-06,0.0
holdout,0,4.217e-05,0.0
holdout,0,1.82e-06,0.0
holdout,0,3.59e-06,0.0
holdout,0,1.29e-06,0.0
holdout,0,1.45e-06,0.0
holdout,0,5.2e-07,0.0
holdout,0,9e-07,0.0
holdout,0,5.9e-07,0.0
holdout,0,1.678e-05,0.0
holdout,0,1.25e-06,0.0
holdout,0,4.54e-06,0.0
holdout,0,5.4e-07,0.0
holdout,0,9.2e-07,0.0
holdout,0,3.5e-07,0.0
holdout,0,2.48e-06,0.0
holdout,0,8.4e-07,0.0
holdout,0,1.2e-06,0.0
holdout,0,7.275e-05,0.0
holdout,0,1.01e-06,0.0
holdout,0,9.8e-07,0.0
holdout,0,7.2e-07,0.0
holdout,0,3.29e-06,0.0
holdout,0,5.5e-06,0.0
holdout,0,3.29e-06,0.0
holdout,0,1.79e-06,0.0
holdout,0,4.9e-07,0.0
holdout,0,2.77e-06,0.0
holdout,0,1.63e-06,0.0
holdout,0,9.1e-07,0.0
holdout,0,4.5e-07,0.0
holdout,0,2.8e-05,0.0
holdout,0,1.07e-06,0.0
holdout,0,7.76e-06,0.0
holdout,0,1.668e-05,0.00103842
holdout,0,7.8e-07,0.0
holdout,0,1.41e-06,0.0
holdout,0,7.52e-06,0.0
holdout,0,3.35e-06,0.0
holdout,0,1.5e-06,0.0
holdout,0,4.1e-06,0.0
holdout,0,3.99e-06,0.0
holdout,0,1.16e-06,0.0
holdout,0,2.04e-06,0.0
holdout,0,1.445e-05,0.0
holdout,0,1.72e-06,0.0
holdout,0,2.87e-06,0.0
holdout,0,2.33e-06,0.0
holdout,0,3.29e-06,0.0
holdout,0,1.44e-06,0.0
holdout,0,7.2e-07,0.0
holdout,0,4.15e-06,0.0
holdout,0,4.01e-06,0.0
holdout,0,2.08e-05,0.0
holdout,0,1.45e-06,0.0
holdout,0,2.413e-05,0.00207684
holdout,0,8.5e-07,0.0
holdout,0,5.8e-07,0.0
holdout,0,6.56e-06,0.0
holdout,0,5.07e-06,0.00103842
holdout,0,3.7e-07,0.0
holdout,0,1.01e-06,0.0
holdout,0,1.703e-05,0.0
holdout,0,1.33e-06,0.0
