split,is_fraud,score_raw,score_calibrated
holdout,0,3.1e-07,0.0
holdout,0,6.89e-06,0.0
holdout,0,1.25e-06,0.0
holdout,0,1.14e-06,0.0
holdout,0,8.1e-07,0.0
holdout,0,2.62e-05,0.0
holdout,0,1.58e-06,0.0
holdout,0,6.41e-06,0.0
holdout,0,2.5e-07,0.0
holdout,0,4.88e-06,0.0
holdout,0,8.8e-07,0.0
holdout,0,1.049e-05,0.0
holdout,0,3.94e-06,0.0
holdout,0,3.8e-07,0.0
holdout,0,1.74e-06,0.0
holdout,0,6.1e-07,0.0
holdout,0,3.4e-07,0.0
holdout,0,8.5e-07,0.0
holdout,0,8e-07,0.0
holdout,0,2.8e-07,0.0
holdout,0,8.1e-06,0.0
holdout,0,3.66e-06,0.0
holdout,0,2.24e-06,0.0
holdout,0,2.38e-06,0.0
holdout,0,2.7e-06,0.0
holdout,0,4e-07,0.0
holdout,0,1.48e-06,0.0
holdout,0,8.3e-07,0.0
holdout,1,0.49375905,0.14987254
holdout,0,2.7e-07,0.0
holdout,0,1.19e-06,0.0
holdout,0,1.3e-06,0.0
holdout,0,5.02e-06,0.0
holdout,0,5.27e-06,0.0
holdout,0,8.8e-07,0.0
holdout,0,7.02e-06,0.0
holdout,0,8.6e-07,0.0
holdout,0,4.2e-07,0.0
holdout,0,4.63e-06,0.0
holdout,0,2.85e-06,0.0
holdout,0,7.24e-06,0.0
holdout,0,0.00012518,0.00086806
holdout,0,1.76e-06,0.0
holdout,0,3.37e-06,0.0
holdout,0,6.27e-06,0.0
holdout,0,1.18e-06,0.0
holdout,0,3.29e-06,0.0
holdout,0,4.9e-07,0.0
holdout,0,6.13e-06,0.0
holdout,0,2.32e-06,0.0
holdout,0,9.8e-07,0.0
holdout,0,2.9e-07,0.0
holdout,1,0.99915909,0.39614035
holdout,0,2.82e-05,0.0
holdout,0,2.312e-05,0.00229256
holdout,0,1.89e-06,0.0
holdout,0,4.79e-06,0.0
holdout,0,7.44e-06,0.0
holdout,0,3.88e-06,0.0
holdout,0,2.12e-06,0.0
holdout,0,7.9e-06,0.0
holdout,0,2.7e-06,0.0
holdout,0,5e-07,0.0
holdout,0,1.59e-06,0.0
holdout,0,1.04e-06,0.0
holdout,0,2.72e-06,0.0
holdout,0,0.00533243,0.13938303
holdout,0,2.81e-06,0.0
holdout,0,1.27e-06,0.0
holdout,0,2e-07,0.0
holdout,0,2.25e-06,0.0
holdout,0,4.55e-06,0.0
holdout,0,8.9e-07,0.0
holdout,0,1.53e-06,0.0
holdout,0,2.56e-06,0.0
holdout,0,4.2e-07,0.0
holdout,0,1.37e-06,0.0
holdout,0,4.18e-06,0.0
holdout,1,0.95214036,0.23089819
holdout,0,6.1e-07,0.0
holdout,0,1.65e-06,0.0
holdout,0,6.5e-07,0.0
holdout,0,1.17e-06,0.0
holdout,0,4.31e-06,0.0
holdout,0,5.9e-07,0.0
holdout,0,1.31e-06,0.0
holdout,0,9.75e-05,0.0
holdout,0,1.23e-06,0.0
holdout,0,1.09e-06,0.0
holdout,0,6.1e-07,0.0
holdout,0,4.7e-07,0.0
holdout,0,6.5e-07,0.0
holdout,0,9.6e-07,0.0
holdout,0,1.65e-06,0.0
holdout,0,2.91e-06,0.0
holdout,0,9.4e-07,0.0
holdout,0,3.8e-07,0.0
holdout,0,1.36e-06,0.0
holdout,0,2.72e-06,0.0
holdout,0,1.03e-06,0.0
holdout,0,1.74e-06,0.0
holdout,0,1.67e-06,0.0
holdout,0,6.6e-07,0.0
holdout,0,1.05e-06,0.0
holdout,0,1.53e-06,0.0
holdout,0,9.8e-07,0.0
holdout,0,3.1e-07,0.0
holdout,0,9.63e-06,0.0
holdout,0,7.6e-07,0.0
holdout,0,8.95e-06,0.0
holdout,0,3.93e-06,0.0
holdout,0,1.39e-06,0.0
holdout,0,7.8e-07,0.0
holdout,0,3.51e-06,0.0
holdout,0,2.188e-05,0.00086806
holdout,0,2.31e-06,0.0
holdout,0,8.1e-07,0.0
holdout,0,2.44e-06,0.0
holdout,0,7.3e-07,0.0
holdout,0,3.9e-07,0.0
holdout,0,5.6e-07,0.0
holdout,0,2.096e-05,0.0
holdout,0,5.7e-07,0.0
holdout,0,1.25e-06,0.0
holdout,0,4.54e-06,0.0
holdout,0,2.68e-06,0.0
holdout,0,6.98e-06,0.0
holdout,0,9e-07,0.0
holdout,0,1.58e-06,0.0
holdout,0,7.3e-07,0.0
holdout,0,4.09e-06,0.0
holdout,0,4.3e-07,0.0
holdout,0,7.8e-07,0.0
holdout,0,6.65e-05,0.0
holdout,0,1.92e-06,0.0
holdout,0,2.34e-06,0.0
holdout,0,2.74e-06,0.0
holdout,0,1.31e-06,0.0
holdout,0,9.8e-07,0.0
holdout,0,3.8e-07,0.0
holdout,0,3.01e-06,0.0
holdout,0,1.18e-06,0.0
holdout,0,1.46e-06,0.0
holdout,0,1.22e-06,0.0
holdout,0,1.44e-06,0.0
holdout,0,1.69e-06,0.0
holdout,0,5.71e-06,0.0
holdout,0,0.00049303,0.0
holdout,0,3.1e-07,0.0
holdout,0,1.831e-05,0.0
holdout,0,4.3e-07,0.0
holdout,0,1.5e-06,0.0
holdout,0,1.79e-06,0.0
holdout,0,2.67e-06,0.0
holdout,0,1.07e-06,0.0
holdout,0,4.86e-06,0.0
holdout,0,3.77e-05,0.0
holdout,0,3.99e-06,0.0
holdout,0,7.84e-06,0.0
holdout,0,2.44e-06,0.0
holdout,0,2.41e-06,0.0
holdout,0,3.7e-07,0.0
holdout,0,6.1e-07,0.0
holdout,0,2.57e-06,0.0
holdout,0,1.483e-05,0.0
holdout,0,7.5e-07,0.0
holdout,0,1.19e-06,0.0
holdout,0,9.3e-07,0.0
holdout,0,1.98e-06,0.0
holdout,0,1.235e-05,0.0
holdout,0,2.07e-06,0.0
holdout,0,1.1e-06,0.0
holdout,0,3.82e-06,0.0
holdout,0,2.1e-07,0.0
holdout,0,2.19e-06,0.0
holdout,0,1.52e-06,0.0
holdout,0,3.841e-05,0.0
holdout,0,2.15e-06,0.0
holdout,0,1.58e-06,0.0
holdout,0,1.89e-06,0.0
holdout,0,6.02e-06,0.0
holdout,0,2.96e-06,0.0
holdout,0,8.6e-07,0.0
holdout,0,1.84e-06,0.0
holdout,0,3.214e-05,0.0
holdout,0,8.2e-07,0.0
holdout,0,7.35e-06,0.0
holdout,0,1.68e-06,0.0
holdout,0,4.22e-06,0.0
holdout,0,4.9e-07,0.0
holdout,0,1.14e-06,0.0
holdout,0,1.4e-06,0.0
holdout,0,3.84e-06,0.0
holdout,0,6.07e-06,0.0
holdout,0,3.87e-06,0.0
holdout,0,4.5e-07,0.0
holdout,0,1.17e-06,0.0
holdout,0,1.72e-06,0.0
holdout,0,1.01e-06,0.0
holdout,0,3.23e-06,0.0
holdout,0,4.7e-07,0.0
holdout,0,7.6e-07,0.0
holdout,0,2.51e-06,0.0
holdout,0,1.1e-06,0.0
holdout,0,1.12e-06,0.0
holdout,0,2.71e-06,0.0
holdout,0,2.85e-06,0.0
holdout,0,3.21e-06,0.0
holdout,0,5.07e-06,0.0
holdout,0,7.2e-07,0.0
holdout,0,2.6e-06,0.0
holdout,0,9.26e-06,0.0
holdout,0,2.16e-06,0.0
holdout,0,5.16e-06,0.0
holdout,0,4e-07,0.0
holdout,0,9.5e-07,0.0
holdout,0,1.61e-06,0.0
holdout,0,2.527e-05,0.0
holdout,0,7.44e-06,0.0
holdout,0,6.93e-06,0.0
holdout,0,4e-07,0.0
holdout,0,5.22e-06,0.0
holdout,0,6.4e-07,0.0
holdout,0,1.43e-06,0.0
holdout,0,5.02e-06,0.0
holdout,0,5.12e-06,0.0
holdout,0,3.28e-06,0.0
holdout,0,7.03e-06,0.0
holdout,0,5.9e-07,0.0
holdout,0,9.1e-07,0.0
holdout,0,2e-07,0.0
holdout,0,1.03e-06,0.0
holdout,0,4.15e-06,0.0
holdout,0,7.95e-06,0.0
holdout,0,4.55e-06,0.0
holdout,0,1.42e-06,0.0
holdout,0,2.52e-06,0.0
holdout,0,6.1e-07,0.0
holdout,0,7.5e-07,0.0
holdout,0,1.63e-06,0.0
holdout,0,1.31e-06,0.0
holdout,0,5.658e-05,0.0
holdout,0,6.83e-06,0.0
holdout,0,2.76e-06,0.0
holdout,0,3.31e-06,0.0
holdout,0,1.24e-06,0.0
holdout,0,1.21e-06,0.0
holdout,0,3.19e-06,0.0
holdout,0,3.54e-06,0.0
holdout,0,2.51e-06,0.0
holdout,0,3.066e-05,0.0
holdout,0,6.3e-07,0.0
holdout,0,1.18e-06,0.0
holdout,0,2.4e-07,0.0
holdout,0,4.76e-06,0.0
holdout,0,2.4e-06,0.0
holdout,0,1.48e-05,0.0
holdout,0,6.9e-07,0.0
holdout,0,0.00021864,0.00260236
holdout,0,1.431e-05,0.0
holdout,0,1.605e-05,0.0
holdout,0,6e-07,0.0
holdout,0,5.5e-07,0.0
holdout,0,7.7e-07,0.0
holdout,0,2.53e-06,0.0
holdout,0,2.38e-06,0.0
holdout,0,1.07e-06,0.0
holdout,0,2.72e-06,0.0
holdout,0,1.87e-06,0.0
holdout,0,4.99e-06,0.0
holdout,0,3.93e-06,0.0
holdout,0,1.58e-06,0.0
holdout,0,2.36e-06,0.0
holdout,0,1.192e-05,0.0
holdout,0,5.9e-07,0.0
holdout,0,5.1e-06,0.0
holdout,0,1.06e-05,0.0
holdout,0,2.21e-06,0.0
holdout,0,1.05e-06,0.0
holdout,0,1.13e-06,0.0
holdout,0,9e-07,0.0
holdout,0,2.56e-06,0.0
holdout,0,1.96e-06,0.0
holdout,0,2.29e-06,0.0
holdout,0,4.2e-07,0.0
holdout,0,1.56e-06,0.0
holdout,0,5.8e-07,0.0
holdout,0,2.81e-06,0.0
holdout,0,1.94e-06,0.0
holdout,0,1.9e-07,0.0
holdout,0,5.8e-07,0.0
holdout,0,3.4e-07,0.0
holdout,0,2.4e-06,0.0
holdout,0,1.16e-06,0.0
holdout,0,2.65e-06,0.0
holdout,0,5.4e-07,0.0
holdout,0,3.478e-05,0.0
holdout,0,9.76e-06,0.0
holdout,0,3e-07,0.0
holdout,0,4.9e-07,0.0
holdout,0,1.8e-06,0.0
holdout,0,3.28e-06,0.0
holdout,0,4.29e-06,0.0
holdout,0,4.58e-06,0.0
holdout,0,2.041e-05,0.0
holdout,0,7.48e-06,0.0
holdout,0,2.03e-06,0.0
holdout,0,4.9e-07,0.0
holdout,0,1.18e-06,0.0
holdout,0,1.79e-06,0.0
holdout,0,4e-07,0.0
holdout,0,1.51e-06,0.0
holdout,0,1.46e-06,0.0
holdout,0,2.9e-07,0.0
holdout,0,6.1e-07,0.0
holdout,0,9.43e-06,0.0
holdout,0,1.4e-07,0.0
holdout,0,9.4e-07,0.0
holdout,0,2.22e-06,0.0
holdout,0,1.63e-06,0.0
holdout,0,0.00030866,0.00736426
holdout,0,3.39e-06,0.0
holdout,0,7.55e-06,0.0
holdout,0,1.32e-06,0.0
holdout,0,1.74e-06,0.0
holdout,0,2.22e-06,0.0
holdout,0,5.89e-06,0.0
holdout,0,1.7e-06,0.0
holdout,0,7.5e-07,0.0
holdout,0,1.34e-06,0.0
holdout,0,3.75e-06,0.0
holdout,0,2.08e-06,0.0
holdout,0,1.09e-06,0.0
holdout,0,1.22e-06,0.0
holdout,0,8.3e-07,0.0
holdout,0,8e-06,0.0
holdout,0,4.7e-07,0.0
holdout,0,2.31e-06,0.0
holdout,0,5.1e-07,0.0
holdout,0,2.8e-07,0.0
holdout,0,6.8e-07,0.0
holdout,0,1.9e-07,0.0
holdout,0,3.8e-07,0.0
holdout,0,1.21e-06,0.0
holdout,0,2.8e-06,0.0
holdout,0,1.09e-06,0.0
holdout,0,1.527e-05,0.0
holdout,0,2.3e-06,0.0
holdout,0,1.7e-07,0.0
holdout,0,3e-07,0.0
holdout,0,9.2e-07,0.0
holdout,0,2.3e-06,0.0
holdout,0,2.6e-07,0.0
holdout,0,2.8e-07,0.0
holdout,0,1.45e-06,0.0
holdout,0,6e-07,0.0
holdout,0,9.9e-07,0.0
holdout,0,4.1e-07,0.0
holdout,0,1.03e-06,0.0
holdout,0,2.5e-07,0.0
holdout,0,2.93e-06,0.0
holdout,0,1.69e-06,0.0
holdout,0,2.06e-06,0.0
holdout,0,2.91e-06,0.0
holdout,0,1.02e-06,0.0
holdout,0,4.28e-06,0.00086806
holdout,0,1.25e-06,0.0
holdout,0,1.69e-06,0.0
holdout,0,8.8e-07,0.0
holdout,0,6.6e-07,0.0
holdout,0,5.4e-07,0.0
holdout,0,3.41e-06,0.00086806
holdout,0,4.5e-07,0.0
holdout,0,1.81e-06,0.0
holdout,0,8.7e-07,0.0
holdout,0,1.28e-06,0.0
holdout,0,4.7e-07,0.0
holdout,0,2.8e-06,0.0
holdout,0,7e-07,0.0
holdout,0,4.9e-07,0.0
holdout,0,1.039e-05,0.0
holdout,0,3e-07,0.0
holdout,0,3.1e-07,0.0
holdout,0,5.4e-07,0.0
holdout,0,1.06e-06,0.0
holdout,0,9.3e-07,0.0
holdout,0,9.4e-07,0.0
holdout,0,1.8e-07,0.0
holdout,0,8.2e-07,0.0
holdout,0,8.61e-06,0.00086806
holdout,0,5.5e-07,0.0
holdout,0,9.2e-07,0.0
holdout,0,8.1e-07,0.0
holdout,0,3.84e-06,0.0
holdout,0,6.8e-07,0.0
holdout,0,1.05e-06,0.0
holdout,0,4.1e-07,0.0
holdout,0,4.28e-06,0.0
holdout,0,5.4e-07,0.0
holdout,0,3.4e-07,0.0
holdout,0,1.128e-05,0.00086806
holdout,0,1.27e-06,0.0
holdout,0,1.06e-06,0.0
holdout,0,2.01e-06,0.0
holdout,0,5.4e-07,0.0
holdout,0,1.37e-06,0.0
holdout,0,1.9e-06,0.0
holdout,0,2.45e-06,0.0
holdout,0,5.5e-07,0.0
holdout,0,9e-07,0.0
holdout,0,3.1e-07,0.0
holdout,0,1.39e-06,0.0
holdout,0,1.458e-05,0.0
holdout,0,4.47e-06,0.0
holdout,0,1.01e-06,0.0
holdout,0,8.4e-07,0.0
holdout,0,5.4e-07,0.0
holdout,0,2.1e-07,0.0
holdout,0,8.6e-07,0.0
holdout,0,2.6e-06,0.0014245
holdout,0,7.1e-07,0.0
holdout,0,1.287e-05,0.0
holdout,1,0.86591911,0.00736426
holdout,0,2.1e-07,0.0
holdout,0,1.56e-06,0.0
holdout,0,4.51e-06,0.0
holdout,0,8.6e-07,0.0
holdout,0,2.8e-07,0.0
holdout,0,4.1e-07,0.0
holdout,0,5.8e-07,0.0
holdout,0,5.9e-07,0.0
holdout,0,4.3e-07,0.0
holdout,0,2.36e-06,0.0
holdout,0,5.5e-07,0.0
holdout,0,8.8e-07,0.0
holdout,0,1.39e-06,0.0
holdout,0,5.6e-07,0.0
holdout,0,4.3e-07,0.0
holdout,0,3.3e-07,0.0
holdout,0,3.5e-07,0.0
holdout,0,0.00010687,0.02973219
holdout,0,1.14e-06,0.0
holdout,0,1.03e-05,0.0
holdout,0,1.23e-06,0.0
holdout,0,1.23e-06,0.0
holdout,0,6.3e-07,0.0
holdout,0,8.8e-07,0.0
holdout,0,4.81e-06,0.0
holdout,0,1.72e-06,0.0
holdout,0,1.07e-06,0.0
holdout,0,1.4e-07,0.0
holdout,0,5.33e-06,0.0
holdout,0,2.5e-06,0.0
holdout,0,2.07e-06,0.0
holdout,0,3.8e-07,0.0
holdout,0,5.7e-07,0.0
holdout,0,3e-07,0.0
holdout,0,1.247e-05,0.0
holdout,0,4.48e-06,0.0
holdout,0,1.76e-06,0.0
holdout,0,2.728e-05,0.0
holdout,0,5.8e-07,0.0
holdout,0,6.51e-06,0.0
holdout,0,8.8e-07,0.0
holdout,0,6.88e-06,0.0
holdout,0,3.3e-07,0.0
holdout,0,2.4e-07,0.0
holdout,0,3.8e-07,0.0
holdout,0,2.069e-05,0.0
holdout,0,5.4e-07,0.0
holdout,0,3.18e-06,0.0
holdout,0,3.8e-07,0.0
holdout,0,6.4e-07,0.0
holdout,0,5.9e-07,0.0
holdout,0,6.7e-07,0.0
holdout,0,1.1e-06,0.0
holdout,0,0.00020165,0.0
holdout,0,1.57e-06,0.0
holdout,0,8.7e-07,0.0
holdout,0,1.09e-06,0.0
holdout,0,6.23e-06,0.0
holdout,0,5.3e-07,0.0
holdout,0,3.13e-06,0.0
holdout,0,2.77e-06,0.00086806
holdout,0,5.23e-06,0.0
holdout,0,5.2e-07,0.0
holdout,0,8.7e-07,0.0
holdout,0,9.31e-06,0.0
holdout,0,4.1e-07,0.0
holdout,0,2.52e-06,0.0
holdout,0,8.84e-06,0.0
holdout,0,1.57e-06,0.0
holdout,0,5.6e-07,0.0
holdout,0,1.774e-05,0.0
holdout,0,1.81e-06,0.0
holdout,0,7.1e-07,0.0
holdout,0,8.9e-07,0.0
holdout,0,1.44e-06,0.0
holdout,0,1.43e-06,0.0
holdout,0,2.4e-07,0.0
holdout,0,2.07e-06,0.0
holdout,0,5.65e-06,0.0
holdout,0,3.77e-06,0.0
holdout,0,2.2e-06,0.0
holdout,0,1.45e-06,0.0
holdout,0,2.2e-07,0.0
holdout,0,2.19e-06,0.0
holdout,0,1.33e-06,0.0
holdout,0,1.33e-06,0.0
holdout,0,2.218e-05,0.00086806
holdout,0,6.8e-07,0.0
holdout,0,8.2e-07,0.0
holdout,0,3.53e-06,0.0
holdout,0,3.5e-07,0.0
holdout,0,4.7e-07,0.0
holdout,0,2.41e-06,0.0
holdout,0,3.28e-06,0.0
holdout,0,3.05e-06,0.0
holdout,0,1.763e-05,0.0
holdout,0,1.46e-06,0.0
holdout,0,3.7e-06,0.0
holdout,0,4.2e-07,0.0
holdout,0,7.9e-07,0.0
holdout,0,2.7e-07,0.0
holdout,0,1.686e-05,0.0
holdout,0,1.05e-06,0.0
holdout,0,1.577e-05,0.0
holdout,0,2.63e-06,0.0
holdout,0,8.38e-06,0.0
holdout,0,1.07e-06,0.0
holdout,0,2.29e-06,0.0
holdout,0,4.9e-07,0.0
holdout,0,0.00014026,0.0
holdout,0,1.12e-06,0.0
holdout,0,1.49e-06,0.0
holdout,0,2.7e-07,0.0
holdout,0,2.22e-06,0.0
holdout,0,3.8e-07,0.0
holdout,0,6.5e-07,0.0
holdout,0,3e-07,0.0
holdout,0,5.2e-07,0.0
holdout,0,2.33e-06,0.0
holdout,0,1.13e-06,0.0
holdout,0,6.7e-07,0.0
holdout,0,4.29e-06,0.0
holdout,0,5.59e-06,0.0
holdout,0,7.63e-06,0.0
holdout,0,9.4e-07,0.0
holdout,0,8.1e-07,0.0
holdout,0,3e-07,0.0
holdout,0,8.4e-07,0.0
holdout,0,9.78e-06,0.0
holdout,0,3.33e-06,0.0
holdout,0,2.6e-06,0.0
holdout,0,2.3e-07,0.0
holdout,0,2e-07,0.0
holdout,0,1.74e-06,0.0
holdout,0,1.9e-07,0.0
holdout,0,1.16e-06,0.0
holdout,0,3.6e-07,0.0
holdout,0,4.5e-07,0.0
holdout,0,9.2e-07,0.0
holdout,0,1.96e-06,0.0
holdout,0,1.02e-06,0.0
holdout,0,1.52e-06,0.0
holdout,0,1.672e-05,0.00086806
holdout,0,1.03e-06,0.0
holdout,0,2.18e-06,0.0
holdout,0,2.33e-06,0.0
holdout,0,2.027e-05,0.0
holdout,0,3.75e-06,0.0
holdout,0,7.6e-07,0.0
holdout,0,1.42e-06,0.0
holdout,0,6.9e-07,0.0
holdout,0,1.43e-06,0.0
holdout,0,3.54e-06,0.0
holdout,0,2.86e-06,0.0
holdout,0,2.5e-07,0.0
holdout,0,1.36e-06,0.0
holdout,0,1.31e-06,0.0
holdout,0,7.01e-06,0.0
holdout,0,8.2e-07,0.0
holdout,0,4.352e-05,0.00086806
holdout,0,1.29e-06,0.0
holdout,0,2.88e-06,0.0
holdout,0,2.373e-05,0.0
holdout,0,8.2e-07,0.0
holdout,0,1.681e-05,0.0
holdout,0,2.83e-06,0.0
holdout,0,1.531e-05,0.0
holdout,0,2.89e-06,0.0
holdout,0,5.59e-06,0.0
holdout,0,9.1e-07,0.0
holdout,0,9.2e-07,0.0
holdout,0,7.1e-07,0.0
holdout,0,9.6e-07,0.0
holdout,0,3.2e-07,0.0
holdout,0,1.118e-05,0.0
holdout,0,2.6e-06,0.0
holdout,0,7.6e-07,0.0
holdout,0,3.876e-05,0.0
holdout,0,6.9e-07,0.0
holdout,0,1.82e-06,0.0
holdout,0,0.00013502,0.0
holdout,0,1.69e-06,0.0
holdout,0,8.6e-07,0.0
holdout,0,0.00015017,0.00086806
holdout,0,4.58e-06,0.0
holdout,0,7.6e-07,0.0
holdout,0,9.6e-07,0.0
holdout,0,4.4e-07,0.0
holdout,0,3.47e-06,0.0
holdout,0,1.27e-06,0.0
holdout,0,1.64e-06,0.0
holdout,0,9.4e-07,0.0
holdout,0,4.92e-06,0.0
holdout,0,3.2e-07,0.0
holdout,0,1.48e-06,0.0
holdout,0,8e-07,0.0
holdout,0,5.64e-06,0.0
holdout,0,4e-07,0.0
holdout,0,5.3e-06,0.0
holdout,0,3.32e-06,0.0
holdout,0,6.01e-06,0.00086806
holdout,0,5.9e-07,0.0
holdout,0,9.139e-05,0.0
holdout,0,1.98e-06,0.0
holdout,0,6.64e-06,0.0
holdout,0,8.2e-07,0.0
holdout,0,1.41e-06,0.0
holdout,0,4e-07,0.0
holdout,0,7.7e-07,0.0
holdout,0,6.4e-07,0.0
holdout,0,1.278e-05,0.0014245
holdout,0,9.4e-07,0.0
holdout,0,2.23e-06,0.0
holdout,0,2.9e-07,0.0
holdout,0,1.18e-06,0.0
holdout,0,2e-07,0.0
holdout,0,1.84e-06,0.0
holdout,0,8.4e-07,0.0
holdout,0,8.7e-07,0.0
holdout,0,7.275e-05,0.00086806
holdout,0,1.31e-06,0.0
holdout,0,1.27e-06,0.0
holdout,0,3.9e-07,0.0
holdout,0,3.04e-06,0.0
holdout,0,1.203e-05,0.0
holdout,0,3.61e-06,0.0
holdout,0,6.9e-07,0.0
holdout,0,2.3e-07,0.0
holdout,0,2.45e-06,0.0
holdout,0,1.05e-06,0.0
holdout,0,6.5e-07,0.0
holdout,0,3.7e-07,0.0
holdout,0,3.13e-06,0.0
holdout,0,1.73e-06,0.0
holdout,0,1.823e-05,0.0
holdout,0,8.47e-06,0.0
holdout,0,1.02e-06,0.0
holdout,0,5.3e-07,0.0
holdout,0,3.74e-06,0.0
holdout,0,4.06e-06,0.0
holdout,0,6.7e-07,0.0
holdout,0,5.59e-06,0.0
holdout,0,2.08e-06,0.0
holdout,0,1.48e-06,0.0
holdout,0,4.32e-06,0.0
holdout,0,1.03e-05,0.0
holdout,0,4.57e-06,0.0
holdout,0,6.16e-06,0.0
holdout,0,2.28e-06,0.0
holdout,0,1.95e-06,0.0
holdout,0,3.3e-07,0.0
holdout,0,6.4e-07,0.0
holdout,0,5.03e-06,0.0
holdout,0,7.64e-06,0.0
holdout,0,9.56e-06,0.0
holdout,0,1.32e-06,0.0
holdout,0,3.713e-05,0.00086806
holdout,0,8.3e-07,0.0
holdout,0,2.7e-07,0.0
holdout,0,5.51e-06,0.0
holdout,0,2.29e-06,0.0
holdout,0,3.4e-07,0.0
holdout,0,2.41e-06,0.0
holdout,0,1.359e-05,0.0
holdout,0,1.24e-06,0.0
holdout,0,1.64e-06,0.0
