idx,transaction_id,is_fraud,se_score,n_patterns,patterns,pattern_scores,n_active_indicators,ind_burst_intenso,ind_burst_30m,ind_multiplos_pix_rapidos,ind_primeira_tx_trimestre,ind_burst_conta_antiga,ind_valor_absoluto_alto,ind_valor_absoluto_muito_alto,ind_pix_acima_1000,ind_renda_desconhecida_valor_alto,ind_renda_metade_comprometida,ind_renda_incompativel,ind_idade_70_plus,ind_idade_60_plus,ind_idade_80_plus,ind_intervalo_muito_curto,ind_intervalo_curto,ind_conta_recem_aberta,ind_cliente_muito_novo,ind_valor_redondo,ind_multiplos_recebedores_distintos,ind_is_segmento_premium,ind_perfil_vulneravel_se,ind_chave_aleatoria,ind_aproximando_esgotamento,ind_recebedor_nunca_visto,ind_login_senha,ind_horario_comercial,ind_agendamento_recorrente,vl_pix,nr_idade,pix_key_random_flag,first_receiver_flag,burst_30m_flag,tx_count_prev_30m,qt_intervalo_transacao_minuto,qt_tempo_relacionamento_mes,qt_pix_dia_maximo_trimestre,qt_total_pix_trimestre,qt_envio_recebedor_trimestre,is_first_tx_trimestre,hour,is_segmento_premium_flag,pix_over_50pct_renda_flag,renda_missing_flag,is_viuvo_flag,perfil_vulneravel_se_flag,distinct_receivers_so_far,vl_mediana_pix_trimestre,ratio_valor_mediana
14035,E0000020820251229142825517981525,1,0.0,0,,,4,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8709.0,37,0,1,0,0,2754.3667,156,2,3,1,0,11,1,1,0,0,0,2,8709.0,1.0
15290,E0000020820251230111417795969525,1,0.0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46.0,50,0,0,0,0,8516.8333,9,1,3,2,0,8,1,0,1,0,0,1,189.9,0.2422327540810953
20080,E0000020820260102193041836782523,1,0.0,0,,,7,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,11750.25,59,1,1,0,0,0.0,438,1,3,1,0,16,0,1,0,0,0,1,6510.39,1.8048457926483663
21130,E0000020820260103172401005155525,1,0.0,0,,,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,142.0,40,0,1,0,0,0.0,216,1,1,1,1,14,0,0,0,0,0,1,142.0,1.0
23437,E0000020820260105180157635248525,1,0.0,0,,,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3600.0,68,0,0,0,0,31.6667,9,3,3,2,0,15,1,0,1,0,0,1,20000.0,0.18
23561,E0000020820260105191906393155525,1,0.0,0,,,7,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,40000.0,68,0,0,0,0,77.2333,9,3,3,3,0,16,1,0,1,0,0,1,20000.0,2.0
24631,E0000020820260106144457903273525,1,0.0,0,,,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2690.0,69,0,1,0,0,0.0,479,2,2,1,0,11,1,0,0,0,0,1,2690.0,1.0
25313,E0000020820260106205645450388525,1,0.0,0,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,990.0,38,0,1,0,0,0.0,208,3,3,1,0,17,1,0,0,0,0,1,950.0,1.0421052631578946
25379,E0000020820260106213155401466525,1,0.0,0,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,900.0,38,0,0,0,0,35.0,208,3,3,2,0,18,1,0,0,0,0,1,950.0,0.9473684210526316
25391,E0000020820260106213939788223525,1,0.0,0,,,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,950.0,38,0,0,1,1,7.7333,208,3,3,3,0,18,1,0,0,0,0,1,950.0,1.0
26339,E0000020820260107140624591248525,1,0.0,0,,,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,390.0,30,1,1,0,0,0.0,58,1,1,1,1,11,0,0,1,0,0,1,390.0,1.0
27093,E0000020820260107190349017263525,1,0.0,0,,,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1000.0,20,0,1,0,0,0.0,24,3,3,1,0,16,0,0,1,0,0,1,499.99,2.000040000800016
27159,E0000020820260107192736225691525,1,0.0,0,,,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,499.99,20,0,1,1,1,23.55,24,3,3,1,0,16,0,0,1,0,0,2,499.99,1.0
27281,E0000020820260107201919128703525,1,0.0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380.0,20,0,0,0,0,51.65,24,3,3,2,0,17,0,0,1,0,0,2,499.99,0.760015200304006
29268,E0000020820260108203455853423525,1,0.0,0,,,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,999.99,56,1,1,0,0,0.0,80,1,1,1,1,17,0,0,1,0,0,1,999.99,1.0
29430,E0000020820260108215035942953525,1,0.0,0,,,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,580.0,42,0,1,0,0,0.0,202,1,2,1,0,18,1,1,0,0,0,1,516.0,1.124031007751938
30891,E0000020820260109184137612886525,1,0.0,0,,,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1599.0,52,1,1,0,0,0.0,38,8,8,1,0,15,1,0,1,0,0,2,1777.99,0.8993301424642434
30979,E0000020820260109191906570429525,1,0.0,0,,,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1999.99,52,0,1,0,0,38.2833,38,8,8,1,0,16,1,0,1,0,0,3,1777.99,1.1248600948261802
34749,E0000020820260112125310669722525,1,0.0,0,,,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,546.0,50,0,1,0,0,0.0,192,1,1,1,1,9,1,0,1,0,0,1,546.0,1.0
35279,E0000020820260112184119355338525,1,0.0,0,,,7,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,826.0,80,1,1,0,0,0.0,615,2,2,1,0,15,1,0,0,0,0,1,550.0,1.5018181818181815
35289,E0000020820260112184955006487525,1,0.0,0,,,7,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,550.0,80,1,0,1,1,8.6,615,2,2,2,0,15,1,0,0,0,0,1,550.0,1.0
36736,E0000020820260113183501905554525,1,0.0,0,,,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,516.0,42,0,1,0,0,7004.3833,202,1,2,1,0,15,1,1,0,0,0,2,516.0,1.0
39532,E00000208202601151759tHtqNDQT523,1,0.0,0,,,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5325.34,59,0,1,0,0,18671.6167,438,1,3,1,0,15,0,0,0,0,0,4,6510.39,0.8179755744279529
39707,E0000020820260115194414093112525,1,0.0,0,,,7,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,20000.0,3,0,1,0,0,0.0,39,2,3,1,0,16,0,0,1,0,0,1,30000.0,0.6666666666666666
40368,E0000020820260116104758498415525,1,0.0,0,,,5,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30000.0,3,0,0,0,0,882.8667,39,2,3,3,0,7,0,0,1,0,0,1,30000.0,1.0
40921,E0000020820260116170049435164542,1,0.0,0,,,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,475.0,27,1,1,0,0,0.0,57,1,1,1,1,14,0,0,1,0,0,1,475.0,1.0
44384,E0000020820260119144658430459525,1,0.0,0,,,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1059.9,57,0,1,0,0,0.0,494,6,6,1,0,11,1,0,0,0,0,1,1059.91,0.9999905652366712
44727,E0000020820260119191308152630525,1,0.0,0,,,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,990.0,52,0,1,0,0,0.0,357,1,1,1,1,16,1,0,1,0,0,1,990.0,1.0
44871,E0000020820260119203904168403542,1,0.0,0,,,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,281.29,48,1,1,0,0,0.0,11,1,1,1,1,17,0,0,1,0,0,1,281.29,1.0
44978,E0000020820260119215705448963525,1,0.0,0,,,7,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,7100.22,61,0,1,0,0,0.0,362,3,3,1,0,18,1,1,0,0,0,1,5700.22,1.245604555613643
45013,E0000020820260119222836235806525,1,0.0,0,,,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,795.0,61,0,0,1,1,15.5167,362,3,3,2,0,19,1,0,0,0,0,2,5700.22,0.1394683012234615
45752,E0000020820260120163626258603525,1,0.0,0,,,8,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,672.08,83,1,1,0,0,0.0,633,1,1,1,1,13,1,0,0,0,0,1,672.08,1.0
46109,E0000020820260120195837305144525,1,0.0,0,,,7,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4999.99,71,0,1,0,0,0.0,523,4,4,1,0,17,1,1,0,0,0,1,2400.0,2.0833291666666667
46117,E0000020820260120200312537831525,1,0.0,0,,,7,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,650.0,71,0,0,1,1,3.4833,523,4,4,2,0,17,1,0,0,0,0,1,2400.0,0.2708333333333333
46221,E0000020820260120205259830897525,1,0.0,0,,,6,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3600.0,71,0,1,0,0,49.7833,523,4,4,1,0,17,1,1,0,0,0,2,2400.0,1.5
46381,E0000020820260120222720208596525,1,0.0,0,,,6,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2400.0,71,0,0,0,0,94.1833,523,4,4,2,0,19,1,1,0,0,0,2,2400.0,1.0
46401,E0000020820260120224113566154525,1,0.0,0,,,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,800.0,73,0,0,0,0,115.9333,510,7,7,4,0,19,1,0,0,0,0,2,3390.0,0.2359882005899705
47253,E0000020820260121173830746645525,1,0.0,0,,,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,999.99,70,0,1,0,0,0.0,12,7,7,1,0,14,1,0,1,0,0,1,1990.0,0.5025075376884423
47374,E0000020820260121185548582748525,1,0.0,0,,,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,990.0,70,0,0,0,0,71.8333,12,7,7,5,0,15,1,0,1,0,0,1,1990.0,0.4974874371859296
47379,E0000020820260121185856355888525,1,0.0,0,,,6,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4999.99,68,0,1,0,0,0.0,400,2,2,1,0,15,1,1,0,0,0,2,2350.0,2.127655319148936
49137,E0000020820260123135435015427525,1,0.0,0,,,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1000.0,44,0,1,0,0,0.0,229,3,3,1,0,10,1,0,0,0,0,1,1000.0,1.0
49153,E0000020820260123140438727136525,1,0.0,0,,,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,850.0,44,0,1,1,1,10.0667,229,3,3,1,0,11,1,0,0,0,0,2,1000.0,0.85
49355,E0000020820260123162214303665525,1,0.0,0,,,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,50.0,58,0,1,0,0,0.0,456,1,1,1,1,13,1,0,0,0,0,1,50.0,1.0
50847,E0000020820260124185303343953525,1,0.0,0,,,5,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,555.0,75,0,1,0,0,0.0,330,1,1,1,1,15,0,0,1,0,0,1,555.0,1.0
51998,E0000020820260125210241654574525,1,0.0,0,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,780.0,48,1,1,0,0,0.0,285,16,16,1,0,18,1,0,0,0,0,2,913.0,0.8543263964950711
52003,E0000020820260125210536358761525,1,0.0,0,,,7,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,950.0,48,1,0,1,1,2.9667,285,16,16,2,0,18,1,1,0,0,0,2,913.0,1.04052573932092
53362,E0000020820260126223108977877542,1,0.0,0,,,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,540.0,45,1,1,0,0,0.0,38,1,1,1,1,19,0,0,1,0,0,1,540.0,1.0
55762,E0000020820260128182648959159525,1,0.0,0,,,7,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1786.0,70,0,1,0,0,0.0,153,5,7,1,0,15,1,1,0,0,0,1,1932.0,0.924430641821946
55858,E0000020820260128193400899808525,1,0.0,0,,,5,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1932.0,70,0,0,0,0,32.0833,153,5,7,4,0,16,1,1,0,0,0,1,1932.0,1.0
55870,E0000020820260128194208151170525,1,0.0,0,,,8,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,500.0,70,0,0,1,1,7.9667,153,5,7,5,0,16,1,1,0,0,0,1,1932.0,0.2587991718426501
56631,E0000020820260129130339867737525,1,0.0,0,,,6,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1000.0,70,0,0,0,0,1041.6,153,5,7,6,0,10,1,1,0,0,0,1,1932.0,0.5175983436853002
56740,E0000020820260129141926652349525,1,0.0,0,,,6,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2000.0,70,0,0,0,0,75.6,153,5,7,7,0,11,1,1,0,0,0,1,1932.0,1.0351966873706004
57345,E0000020820260129194747331667542,1,0.0,0,,,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,4999.0,24,1,1,0,0,0.0,54,2,2,1,0,16,0,0,1,0,0,1,1400.0,3.5707142857142857
58924,E0000020820260130202603233796525,1,0.0,0,,,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,999.0,65,1,1,0,0,0.0,99,3,3,1,0,17,0,1,0,0,0,1,997.0,1.0020060180541626
58951,E0000020820260130203959614889525,1,0.0,0,,,6,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,997.0,65,1,0,1,1,13.95,99,3,3,2,0,17,0,1,0,0,0,1,997.0,1.0
58977,E0000020820260130205057882670525,1,0.0,0,,,6,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,995.0,65,1,0,1,2,10.9667,99,3,3,3,0,17,0,1,0,0,0,1,997.0,0.9979939819458375
60199,E0000020820260131171358341261525,1,0.0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,489.9,50,0,0,0,0,46439.65,9,1,3,3,0,14,1,0,1,0,0,1,189.9,2.5797788309636647
62645,E0000020820260202164608602333525,1,0.0,0,,,8,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,6000.0,60,0,1,0,0,0.0,9,2,2,1,0,13,1,0,1,0,0,1,5999.0,1.0001666944490748
67026,E0000020820260205003505340630525,1,0.0,0,,,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,381.0,34,0,1,0,0,0.0,6,1,1,1,1,21,1,0,1,0,0,1,381.0,1.0
67191,E0000020820260205103513007416525,1,0.0,0,,,8,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,5000.0,67,0,1,0,0,0.0,311,2,2,1,0,7,1,1,0,0,0,1,2799.89,1.7857844415316315
67241,E0000020820260205111542209359525,1,0.0,0,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,700.0,20,1,1,0,0,0.0,57,6,6,1,0,8,1,0,0,0,0,1,1500.0,0.4666666666666667
67469,E0000020820260205132815602658525,1,0.0,0,,,6,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1950.0,78,0,1,0,0,0.0,474,4,4,1,0,10,1,0,0,0,0,1,2000.0,0.975
67834,E0000020820260205160016897536525,1,0.0,0,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,990.0,19,1,1,0,0,0.0,1,3,3,1,0,13,0,0,1,0,0,1,1740.0,0.5689655172413793
68010,E0000020820260205173047848605525,1,0.0,0,,,6,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1980.0,60,0,1,0,0,0.0,313,1,2,1,0,14,1,1,0,0,0,1,1600.0,1.2375
68062,E0000020820260205180430838431525,1,0.0,0,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,620.0,44,0,1,0,0,0.0,291,1,2,1,0,15,1,0,0,0,0,1,620.0,1.0
72210,E0000020820260207220513373266542,1,0.0,0,,,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2500.0,49,0,1,0,0,0.0,64,7,7,1,0,19,0,0,1,0,0,1,2300.0,1.0869565217391304
72289,E0000020820260207225133132676542,1,0.0,0,,,7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,900.0,49,1,1,1,1,22.2667,64,7,7,1,0,19,0,0,1,0,0,3,2300.0,0.391304347826087
74352,E0000020820260209164929812281525,1,0.0,0,,,5,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1000.0,74,0,0,0,0,65.35,416,7,7,3,0,13,1,0,1,0,0,1,2481.0,0.4030632809351068
74650,E0000020820260209193739527713525,1,0.0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,620.0,44,0,1,0,0,5850.2,291,1,2,1,0,16,1,0,0,0,0,2,620.0,1.0
77169,E0000020820260211142636281836525,1,0.0,0,,,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,700.0,70,0,1,0,0,0.0,389,2,2,1,0,11,1,0,1,0,0,1,700.0,1.0
77717,E000002082026021119458zujSbXZ523,1,0.0,0,,,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6510.39,59,1,0,0,0,38960.1333,438,1,3,2,0,17,0,0,0,0,0,8,6510.39,1.0
80106,E0000020820260213145228155991525,1,0.0,0,,,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,29.9,64,1,1,0,0,0.0,267,1,1,1,1,11,0,0,1,0,0,1,29.9,1.0
82149,E0000020820260214200923963497525,1,0.0,0,,,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3250.98,59,0,1,0,0,0.0,238,2,2,1,0,17,0,0,1,0,0,1,997.22,3.2600429193156977
82157,E0000020820260214201649969993525,1,0.0,0,,,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,997.22,59,0,0,1,1,6.2833,238,2,2,2,0,17,0,0,1,0,0,1,997.22,1.0
82413,E0000020820260214233339434522525,1,0.0,0,,,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,57.88,44,1,1,0,0,0.0,163,1,1,1,1,20,1,0,1,0,0,1,57.88,1.0
84678,E0000020820260217124916968979525,1,0.0,0,,,8,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,20000.0,42,0,1,0,0,0.0,216,5,5,1,0,9,1,1,0,0,0,2,1859.0,10.758472296933837
84723,E0000020820260217133612967317525,1,0.0,0,,,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1567.5,42,1,1,0,0,46.2167,216,5,5,1,0,10,1,1,0,0,0,3,1859.0,0.8431952662721893
85029,E0000020820260217180323786362525,1,0.0,0,,,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,756.0,65,1,1,0,0,0.0,32,1,1,1,1,15,0,0,1,0,0,2,756.0,1.0
85746,E0000020820260218135035798674525,1,0.0,0,,,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1810.0,57,0,1,0,0,0.0,416,2,2,1,0,10,1,0,0,1,0,1,1810.0,1.0
85878,E0000020820260218150240169852525,1,0.0,0,,,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3420.0,57,0,0,0,0,70.2,416,2,2,2,0,12,1,0,0,1,0,1,1810.0,1.8895027624309395
